================================================================================
AxisForge — Fatigue Stress Analysis — Shaft
================================================================================
Project  : demo_C14_H501
Element  : C14_shaft
Script   : full_pipeline.py
Date     : 2026-05-29 14:47:40
Solver   : StressSolver v1.0
Standard : Shigley 10th ed. §7-4
================================================================================

  Material      : 42CrMo4
  Surface finish: machined
  Reliability   : 99 %
  Sut           : 1000.0 MPa
  Sy            : 800.0 MPa

--------------------------------------------------------------------------------
    x [mm]    d [mm]      Kf     Kfs   σ_a [MPa]   σ_m [MPa]    nf_GM   nf_ASME       ny   Safe
    318.32     15.00   1.000   1.000     282.648     522.741    0.642     0.817    0.993      ✗
    159.36     20.00   1.000   1.000     411.602       0.000    0.643     0.643    1.944      ✗
    256.26     20.00   1.000   1.000     352.829     220.532    0.644     0.735    1.395      ✗
    158.96     20.00   1.000   1.000     410.095       0.000    0.646     0.646    1.951      ✗
    256.66     20.00   1.000   1.000     351.322     220.532    0.646     0.738    1.399      ✗
     97.30     15.00   1.000   1.000     421.963       0.000    0.647     0.647    1.896      ✗
    318.72     15.00   1.000   1.000     279.076     522.741    0.647     0.824    0.998      ✗
    158.56     20.00   1.000   1.000     408.588       0.000    0.648     0.648    1.958      ✗
    257.06     20.00   1.000   1.000     349.815     220.532    0.649     0.741    1.403      ✗
    158.16     20.00   1.000   1.000     407.081       0.000    0.651     0.651    1.965      ✗
    257.46     20.00   1.000   1.000     348.308     220.532    0.651     0.744    1.406      ✗
     96.90     15.00   1.000   1.000     418.391       0.000    0.653     0.653    1.912      ✗
    319.12     15.00   1.000   1.000     275.504     522.741    0.653     0.832    1.002      ✗
    157.76     20.00   1.000   1.000     405.574       0.000    0.653     0.653    1.973      ✗
    257.86     20.00   1.000   1.000     346.801     220.532    0.654     0.747    1.410      ✗
    157.36     20.00   1.000   1.000     404.067       0.000    0.655     0.655    1.980      ✗
    258.26     20.00   1.000   1.000     345.294     220.532    0.656     0.750    1.414      ✗
    156.96     20.00   1.000   1.000     402.560       0.000    0.658     0.658    1.987      ✗
     96.50     15.00   1.000   1.000     414.819       0.000    0.658     0.658    1.929      ✗
    258.66     20.00   1.000   1.000     343.787     220.532    0.658     0.754    1.418      ✗
    319.52     15.00   1.000   1.000     271.932     522.741    0.659     0.840    1.007      ✗
    156.56     20.00   1.000   1.000     401.053       0.000    0.660     0.660    1.995      ✗
    259.06     20.00   1.000   1.000     342.280     220.532    0.661     0.757    1.421      ✗
    156.16     20.00   1.000   1.000     399.546       0.000    0.663     0.663    2.002      ✗
    259.46     20.00   1.000   1.000     340.773     220.532    0.663     0.760    1.425      ✗
     96.10     15.00   1.000   1.000     411.246       0.000    0.664     0.664    1.945      ✗
    319.92     15.00   1.000   1.000     268.360     522.741    0.664     0.847    1.011      ✗
    155.76     20.00   1.000   1.000     398.039       0.000    0.665     0.665    2.010      ✗
    259.86     20.00   1.000   1.000     339.266     220.532    0.666     0.763    1.429      ✗
    155.36     20.00   1.000   1.000     396.532       0.000    0.668     0.668    2.017      ✗
    260.26     20.00   1.000   1.000     337.759     220.532    0.669     0.766    1.433      ✗
     95.70     15.00   1.000   1.000     407.674       0.000    0.670     0.670    1.962      ✗
    320.32     15.00   1.000   1.000     264.787     522.741    0.670     0.855    1.016      ✗
    154.95     20.00   1.000   1.000     395.025       0.000    0.670     0.670    2.025      ✗
    260.66     20.00   1.000   1.000     336.252     220.532    0.671     0.770    1.437      ✗
    154.55     20.00   1.000   1.000     393.518       0.000    0.673     0.673    2.033      ✗
    261.06     20.00   1.000   1.000     334.745     220.532    0.674     0.773    1.441      ✗
    154.15     20.00   1.000   1.000     392.011       0.000    0.676     0.676    2.041      ✗
     95.30     15.00   1.000   1.000     404.102       0.000    0.676     0.676    1.980      ✗
    320.72     15.00   1.000   1.000     261.215     522.741    0.676     0.863    1.020      ✗
    261.46     20.00   1.000   1.000     333.238     220.532    0.676     0.776    1.445      ✗
    153.75     20.00   1.000   1.000     390.504       0.000    0.678     0.678    2.049      ✗
    261.86     20.00   1.000   1.000     331.731     220.532    0.679     0.780    1.449      ✗
    153.35     20.00   1.000   1.000     388.997       0.000    0.681     0.681    2.057      ✗
    262.26     20.00   1.000   1.000     330.224     220.532    0.681     0.783    1.453      ✗
     94.89     15.00   1.000   1.000     400.530       0.000    0.682     0.682    1.997      ✗
    321.12     15.00   1.000   1.000     257.643     522.741    0.682     0.871    1.025      ✗
    152.95     20.00   1.000   1.000     387.490       0.000    0.683     0.683    2.065      ✗
    262.66     20.00   1.000   1.000     328.717     220.532    0.684     0.787    1.457      ✗
    152.55     20.00   1.000   1.000     385.983       0.000    0.686     0.686    2.073      ✗
    263.06     20.00   1.000   1.000     327.210     220.532    0.687     0.790    1.461      ✗
     94.49     15.00   1.000   1.000     396.958       0.000    0.688     0.688    2.015      ✗
    321.52     15.00   1.000   1.000     254.071     522.741    0.688     0.880    1.030      ✗
    152.15     20.00   1.000   1.000     384.476       0.000    0.689     0.689    2.081      ✗
    263.46     20.00   1.000   1.000     325.703     220.532    0.689     0.793    1.465      ✗
    151.75     20.00   1.000   1.000     382.969       0.000    0.692     0.692    2.089      ✗
    263.86     20.00   1.000   1.000     324.196     220.532    0.692     0.797    1.469      ✗
    151.35     20.00   1.000   1.000     381.462       0.000    0.694     0.694    2.097      ✗
     94.09     15.00   1.000   1.000     393.386       0.000    0.694     0.694    2.034      ✗
    321.92     15.00   1.000   1.000     250.499     522.741    0.694     0.888    1.035      ✗
    264.26     20.00   1.000   1.000     322.689     220.532    0.695     0.800    1.473      ✗
    150.95     20.00   1.000   1.000     379.955       0.000    0.697     0.697    2.106      ✗
    264.66     20.00   1.000   1.000     321.182     220.532    0.698     0.804    1.477      ✗
    150.55     20.00   1.000   1.000     378.448       0.000    0.700     0.700    2.114      ✗
    265.07     20.00   1.000   1.000     319.675     220.532    0.700     0.808    1.481      ✗
     93.69     15.00   1.000   1.000     389.813       0.000    0.701     0.701    2.052      ✗
    322.32     15.00   1.000   1.000     246.926     522.741    0.701     0.896    1.039      ✗
    150.15     20.00   1.000   1.000     376.941       0.000    0.703     0.703    2.122      ✗
    265.47     20.00   1.000   1.000     318.168     220.532    0.703     0.811    1.485      ✗
    149.75     20.00   1.000   1.000     375.434       0.000    0.705     0.705    2.131      ✗
    265.87     20.00   1.000   1.000     316.661     220.532    0.706     0.815    1.489      ✗
     93.29     15.00   1.000   1.000     386.241       0.000    0.707     0.707    2.071      ✗
    322.72     15.00   1.000   1.000     243.354     522.741    0.707     0.905    1.044      ✗
    149.35     20.00   1.000   1.000     373.927       0.000    0.708     0.708    2.139      ✗
    266.27     20.00   1.000   1.000     315.154     220.532    0.709     0.819    1.493      ✗
    148.95     20.00   1.000   1.000     372.420       0.000    0.711     0.711    2.148      ✗
    266.67     20.00   1.000   1.000     313.647     220.532    0.712     0.822    1.498      ✗
     92.89     15.00   1.000   1.000     382.669       0.000    0.714     0.714    2.091      ✗
    323.12     15.00   1.000   1.000     239.782     522.741    0.714     0.914    1.049      ✗
    148.55     20.00   1.000   1.000     370.913       0.000    0.714     0.714    2.157      ✗
    267.07     20.00   1.000   1.000     312.140     220.532    0.715     0.826    1.502      ✗
    148.15     20.00   1.000   1.000     369.406       0.000    0.717     0.717    2.166      ✗
    267.47     20.00   1.000   1.000     310.633     220.532    0.718     0.830    1.506      ✗
    147.75     20.00   1.000   1.000     367.899       0.000    0.720     0.720    2.175      ✗
     92.49     15.00   1.000   1.000     379.097       0.000    0.720     0.720    2.110      ✗
    267.87     20.00   1.000   1.000     309.126     220.532    0.721     0.834    1.510      ✗
    323.52     15.00   1.000   1.000     236.210     522.741    0.721     0.923    1.054      ✗
    147.35     20.00   1.000   1.000     366.392       0.000    0.723     0.723    2.183      ✗
    268.27     20.00   1.000   1.000     307.619     220.532    0.724     0.838    1.515      ✗
    146.95     20.00   1.000   1.000     364.885       0.000    0.726     0.726    2.192      ✗
    268.67     20.00   1.000   1.000     306.112     220.532    0.727     0.842    1.519      ✗
     92.09     15.00   1.000   1.000     375.525       0.000    0.727     0.727    2.130      ✗
    323.92     15.00   1.000   1.000     232.638     522.741    0.728     0.931    1.059      ✗
    146.55     20.00   1.000   1.000     363.378       0.000    0.729     0.729    2.202      ✗
    269.07     20.00   1.000   1.000     304.605     220.532    0.730     0.846    1.523      ✗
    146.15     20.00   1.000   1.000     361.871       0.000    0.732     0.732    2.211      ✗
    269.47     20.00   1.000   1.000     303.098     220.532    0.733     0.849    1.528      ✗
     91.69     15.00   1.000   1.000     371.953       0.000    0.734     0.734    2.151      ✗
    324.32     15.00   1.000   1.000     229.066     522.741    0.735     0.941    1.064      ✗
    145.75     20.00   1.000   1.000     360.364       0.000    0.735     0.735    2.220      ✗
    269.87     20.00   1.000   1.000     301.590     220.532    0.736     0.853    1.532      ✗
    145.35     20.00   1.000   1.000     358.857       0.000    0.738     0.738    2.229      ✗
    270.27     20.00   1.000   1.000     300.083     220.532    0.739     0.858    1.537      ✗
    144.94     20.00   1.000   1.000     357.350       0.000    0.741     0.741    2.239      ✗
     91.29     15.00   1.000   1.000     368.380       0.000    0.741     0.741    2.172      ✗
    324.72     15.00   1.000   1.000     225.493     522.741    0.742     0.950    1.069      ✗
    270.67     20.00   1.000   1.000     298.576     220.532    0.742     0.862    1.541      ✗
    144.54     20.00   1.000   1.000     355.843       0.000    0.744     0.744    2.248      ✗
    271.07     20.00   1.000   1.000     297.069     220.532    0.745     0.866    1.546      ✗
    144.14     20.00   1.000   1.000     354.336       0.000    0.747     0.747    2.258      ✗
    271.47     20.00   1.000   1.000     295.562     220.532    0.748     0.870    1.550      ✗
     90.89     15.00   1.000   1.000     364.808       0.000    0.749     0.749    2.193      ✗
    325.13     15.00   1.000   1.000     221.921     522.741    0.749     0.959    1.074      ✗
    143.74     20.00   1.000   1.000     352.829       0.000    0.751     0.751    2.267      ✗
    271.87     20.00   1.000   1.000     294.055     220.532    0.751     0.874    1.555      ✗
    143.34     20.00   1.000   1.000     351.322       0.000    0.754     0.754    2.277      ✗
    272.27     20.00   1.000   1.000     292.548     220.532    0.755     0.878    1.559      ✗
     90.49     15.00   1.000   1.000     361.236       0.000    0.756     0.756    2.215      ✗
    325.53     15.00   1.000   1.000     218.349     522.741    0.756     0.968    1.079      ✗
    142.94     20.00   1.000   1.000     349.815       0.000    0.757     0.757    2.287      ✗
    272.67     20.00   1.000   1.000     291.041     220.532    0.758     0.883    1.564      ✗
    142.54     20.00   1.000   1.000     348.308       0.000    0.760     0.760    2.297      ✗
    273.07     20.00   1.000   1.000     289.534     220.532    0.761     0.887    1.568      ✗
     90.09     15.00   1.000   1.000     357.664       0.000    0.764     0.764    2.237      ✗
    142.14     20.00   1.000   1.000     346.801       0.000    0.764     0.764    2.307      ✗
    325.93     15.00   1.000   1.000     214.777     522.741    0.764     0.978    1.085      ✗
    273.47     20.00   1.000   1.000     288.027     220.532    0.764     0.891    1.573      ✗
    141.74     20.00   1.000   1.000     345.294       0.000    0.767     0.767    2.317      ✗
    273.87     20.00   1.000   1.000     286.520     220.532    0.768     0.896    1.578      ✗
    141.34     20.00   1.000   1.000     343.787       0.000    0.770     0.770    2.327      ✗
    274.27     20.00   1.000   1.000     285.013     220.532    0.771     0.900    1.582      ✗
     89.69     15.00   1.000   1.000     354.092       0.000    0.771     0.771    2.259      ✗
    326.33     15.00   1.000   1.000     211.205     522.741    0.772     0.988    1.090      ✗
    140.94     20.00   1.000   1.000     342.280       0.000    0.774     0.774    2.337      ✗
    274.67     20.00   1.000   1.000     283.506     220.532    0.775     0.905    1.587      ✗
    140.54     20.00   1.000   1.000     340.773       0.000    0.777     0.777    2.348      ✗
    275.08     20.00   1.000   1.000     281.999     220.532    0.778     0.909    1.592      ✗
     89.29     15.00   1.000   1.000     350.520       0.000    0.779     0.779    2.282      ✗
    326.73     15.00   1.000   1.000     207.633     522.741    0.779     0.998    1.095      ✗
    140.14     20.00   1.000   1.000     339.266       0.000    0.781     0.781    2.358      ✗
    275.48     20.00   1.000   1.000     280.492     220.532    0.781     0.914    1.597      ✗
    139.74     20.00   1.000   1.000     337.759       0.000    0.784     0.784    2.369      ✗
    275.88     20.00   1.000   1.000     278.985     220.532    0.785     0.918    1.602      ✗
     88.89     15.00   1.000   1.000     346.947       0.000    0.787     0.787    2.306      ✗
    327.13     15.00   1.000   1.000     204.060     522.741    0.787     1.007    1.101      ✗
    139.34     20.00   1.000   1.000     336.252       0.000    0.788     0.788    2.379      ✗
    276.28     20.00   1.000   1.000     277.478     220.532    0.788     0.923    1.606      ✗
    138.94     20.00   1.000   1.000     334.745       0.000    0.791     0.791    2.390      ✗
    276.68     20.00   1.000   1.000     275.971     220.532    0.792     0.928    1.611      ✗
    138.54     20.00   1.000   1.000     333.238       0.000    0.795     0.795    2.401      ✗
     88.49     15.00   1.000   1.000     343.375       0.000    0.795     0.795    2.330      ✗
    277.08     20.00   1.000   1.000     274.464     220.532    0.796     0.933    1.616      ✗
    327.53     15.00   1.000   1.000     200.488     522.741    0.796     1.018    1.106      ✗
    138.14     20.00   1.000   1.000     331.731       0.000    0.798     0.798    2.412      ✗
    277.48     20.00   1.000   1.000     272.957     220.532    0.799     0.937    1.621      ✗
    137.74     20.00   1.000   1.000     330.224       0.000    0.802     0.802    2.423      ✗
    277.88     20.00   1.000   1.000     271.450     220.532    0.803     0.942    1.626      ✗
     88.09     15.00   1.000   1.000     339.803       0.000    0.804     0.804    2.354      ✗
    327.93     15.00   1.000   1.000     196.916     522.741    0.804     1.028    1.112      ✗
    137.34     20.00   1.000   1.000     328.717       0.000    0.806     0.806    2.434      ✗
    278.28     20.00   1.000   1.000     269.943     220.532    0.807     0.947    1.631      ✗
    136.94     20.00   1.000   1.000     327.210       0.000    0.809     0.809    2.445      ✗
    278.68     20.00   1.000   1.000     268.436     220.532    0.810     0.952    1.636      ✗
     87.69     15.00   1.000   1.000     336.231       0.000    0.812     0.812    2.379      ✗
    328.33     15.00   1.000   1.000     193.344     522.741    0.813     1.038    1.117      ✗
    136.54     20.00   1.000   1.000     325.703       0.000    0.813     0.813    2.456      ✗
    279.08     20.00   1.000   1.000     266.929     220.532    0.814     0.957    1.641      ✗
    136.14     20.00   1.000   1.000     324.196       0.000    0.817     0.817    2.468      ✗
    279.48     20.00   1.000   1.000     265.422     220.532    0.818     0.962    1.646      ✗
    135.74     20.00   1.000   1.000     322.689       0.000    0.821     0.821    2.479      ✗
     87.29     15.00   1.000   1.000     332.659       0.000    0.821     0.821    2.405      ✗
    328.73     15.00   1.000   1.000     189.772     522.741    0.821     1.048    1.123      ✗
    279.88     20.00   1.000   1.000     263.915     220.532    0.822     0.967    1.651      ✗
    135.34     20.00   1.000   1.000     321.182       0.000    0.825     0.825    2.491      ✗
    280.28     20.00   1.000   1.000     262.408     220.532    0.826     0.972    1.657      ✗
    134.93     20.00   1.000   1.000     319.675       0.000    0.828     0.828    2.503      ✗
    280.68     20.00   1.000   1.000     260.901     220.532    0.829     0.978    1.662      ✗
     86.89     15.00   1.000   1.000     329.086       0.000    0.830     0.830    2.431      ✗
    329.13     15.00   1.000   1.000     186.200     522.741    0.830     1.059    1.128      ✗
    134.53     20.00   1.000   1.000     318.168       0.000    0.832     0.832    2.514      ✗
    281.08     20.00   1.000   1.000     259.394     220.532    0.833     0.983    1.667      ✗
    134.13     20.00   1.000   1.000     316.661       0.000    0.836     0.836    2.526      ✗
    281.48     20.00   1.000   1.000     257.887     220.532    0.837     0.988    1.672      ✗
     86.49     15.00   1.000   1.000     325.514       0.000    0.839     0.839    2.458      ✗
    329.53     15.00   1.000   1.000     182.627     522.741    0.839     1.070    1.134      ✗
    133.73     20.00   1.000   1.000     315.154       0.000    0.840     0.840    2.538      ✗
    281.88     20.00   1.000   1.000     256.380     220.532    0.841     0.993    1.677      ✗
    133.33     20.00   1.000   1.000     313.647       0.000    0.844     0.844    2.551      ✗
    282.28     20.00   1.000   1.000     254.873     220.532    0.845     0.999    1.683      ✗
     86.09     15.00   1.000   1.000     321.942       0.000    0.848     0.848    2.485      ✗
    132.93     20.00   1.000   1.000     312.140       0.000    0.848     0.848    2.563      ✗
    329.93     15.00   1.000   1.000     179.055     522.741    0.849     1.080    1.140      ✗
    282.68     20.00   1.000   1.000     253.366     220.532    0.849     1.004    1.688      ✗
    132.53     20.00   1.000   1.000     310.633       0.000    0.853     0.853    2.575      ✗
    283.08     20.00   1.000   1.000     251.859     220.532    0.854     1.010    1.694      ✗
    132.13     20.00   1.000   1.000     309.126       0.000    0.857     0.857    2.588      ✗
    283.48     20.00   1.000   1.000     250.352     220.532    0.858     1.016    1.699      ✗
     85.69     15.00   1.000   1.000     318.370       0.000    0.858     0.858    2.513      ✗
    330.33     15.00   1.000   1.000     175.483     522.741    0.858     1.091    1.146      ✗
    131.73     20.00   1.000   1.000     307.619       0.000    0.861     0.861    2.601      ✗
    283.88     20.00   1.000   1.000     248.845     220.532    0.862     1.021    1.704      ✗
    131.33     20.00   1.000   1.000     306.112       0.000    0.865     0.865    2.613      ✗
    284.28     20.00   1.000   1.000     247.338     220.532    0.866     1.027    1.710      ✗
     85.29     15.00   1.000   1.000     314.798       0.000    0.868     0.868    2.541      ✗
    330.73     15.00   1.000   1.000     171.911     522.741    0.868     1.102    1.152      ✗
    130.93     20.00   1.000   1.000     304.605       0.000    0.869     0.869    2.626      ✗
    284.68     20.00   1.000   1.000     245.831     220.532    0.871     1.033    1.715      ✗
    130.53     20.00   1.000   1.000     303.098       0.000    0.874     0.874    2.639      ✗
    285.09     20.00   1.000   1.000     244.324     220.532    0.875     1.039    1.721      ✗
     84.88     15.00   1.000   1.000     311.226       0.000    0.878     0.878    2.570      ✗
    331.13     15.00   1.000   1.000     168.339     522.741    0.878     1.113    1.158      ✗
    130.13     20.00   1.000   1.000     301.590       0.000    0.878     0.878    2.653      ✗
    285.49     20.00   1.000   1.000     242.817     220.532    0.879     1.045    1.727      ✗
    129.73     20.00   1.000   1.000     300.083       0.000    0.883     0.883    2.666      ✗
    285.89     20.00   1.000   1.000     241.310     220.532    0.884     1.050    1.732      ✗
    129.33     20.00   1.000   1.000     298.576       0.000    0.887     0.887    2.679      ✗
     84.48     15.00   1.000   1.000     307.653       0.000    0.888     0.888    2.600      ✗
    331.53     15.00   1.000   1.000     164.766     522.741    0.888     1.124    1.164      ✗
    286.29     20.00   1.000   1.000     239.803     220.532    0.888     1.057    1.738      ✗
    128.93     20.00   1.000   1.000     297.069       0.000    0.892     0.892    2.693      ✗
    286.69     20.00   1.000   1.000     238.296     220.532    0.893     1.063    1.744      ✗
    128.53     20.00   1.000   1.000     295.562       0.000    0.896     0.896    2.707      ✗
    287.09     20.00   1.000   1.000     236.789     220.532    0.897     1.069    1.749      ✗
     84.08     15.00   1.000   1.000     304.081       0.000    0.898     0.898    2.631      ✗
    331.93     15.00   1.000   1.000     161.194     522.741    0.899     1.136    1.170      ✗
    128.13     20.00   1.000   1.000     294.055       0.000    0.901     0.901    2.721      ✗
    287.49     20.00   1.000   1.000     235.282     220.532    0.902     1.075    1.755      ✗
    127.73     20.00   1.000   1.000     292.548       0.000    0.905     0.905    2.735      ✗
    287.89     20.00   1.000   1.000     233.775     220.532    0.906     1.081    1.761      ✗
     83.68     15.00   1.000   1.000     300.509       0.000    0.909     0.909    2.662      ✗
    332.33     15.00   1.000   1.000     157.622     522.741    0.909     1.147    1.176      ✗
    127.33     20.00   1.000   1.000     291.041       0.000    0.910     0.910    2.749      ✗
    288.29     20.00   1.000   1.000     232.268     220.532    0.911     1.088    1.767      ✗
    126.93     20.00   1.000   1.000     289.534       0.000    0.915     0.915    2.763      ✗
    288.69     20.00   1.000   1.000     230.761     220.532    0.916     1.094    1.773      ✗
    126.53     20.00   1.000   1.000     288.027       0.000    0.919     0.919    2.778      ✗
     83.28     15.00   1.000   1.000     296.937       0.000    0.920     0.920    2.694      ✗
    332.73     15.00   1.000   1.000     154.050     522.741    0.920     1.158    1.182      ✗
    289.09     20.00   1.000   1.000     229.254     220.532    0.921     1.101    1.779      ✗
    126.13     20.00   1.000   1.000     286.520       0.000    0.924     0.924    2.792      ✗
    289.49     20.00   1.000   1.000     227.747     220.532    0.926     1.107    1.785      ✗
    125.73     20.00   1.000   1.000     285.013       0.000    0.929     0.929    2.807      ✗
    289.89     20.00   1.000   1.000     226.240     220.532    0.930     1.114    1.791      ✗
     82.88     15.00   1.000   1.000     293.365       0.000    0.931     0.931    2.727      ✗
    333.13     15.00   1.000   1.000     150.478     522.741    0.931     1.170    1.188      ✗
    125.33     20.00   1.000   1.000     283.506       0.000    0.934     0.934    2.822      ✗
    290.29     20.00   1.000   1.000     224.733     220.532    0.935     1.121    1.797      ✗
    124.92     20.00   1.000   1.000     281.999       0.000    0.939     0.939    2.837      ✗
    290.69     20.00   1.000   1.000     223.226     220.532    0.940     1.128    1.803      ✗
     82.48     15.00   1.000   1.000     289.793       0.000    0.942     0.942    2.761      ✗
    333.53     15.00   1.000   1.000     146.906     522.741    0.943     1.182    1.195      ✗
    124.52     20.00   1.000   1.000     280.492       0.000    0.944     0.944    2.852      ✗
    291.09     20.00   1.000   1.000     221.719     220.532    0.945     1.135    1.809      ✗
    124.12     20.00   1.000   1.000     278.985       0.000    0.949     0.949    2.868      ✗
    291.49     20.00   1.000   1.000     220.212     220.532    0.951     1.142    1.815      ✗
     82.08     15.00   1.000   1.000     286.220       0.000    0.954     0.954    2.795      ✗
    123.72     20.00   1.000   1.000     277.478       0.000    0.954     0.954    2.883      ✗
    333.93     15.00   1.000   1.000     143.333     522.741    0.955     1.193    1.201      ✗
    291.89     20.00   1.000   1.000     218.705     220.532    0.956     1.149    1.821      ✗
    123.32     20.00   1.000   1.000     275.971       0.000    0.960     0.960    2.899      ✗
    292.29     20.00   1.000   1.000     217.198     220.532    0.961     1.156    1.828      ✗
    122.92     20.00   1.000   1.000     274.464       0.000    0.965     0.965    2.915      ✗
    292.69     20.00   1.000   1.000     215.691     220.532    0.966     1.163    1.834      ✗
     81.68     15.00   1.000   1.000     282.648       0.000    0.966     0.966    2.830      ✗
    334.33     15.00   1.000   1.000     139.761     522.741    0.967     1.205    1.208      ✗
    122.52     20.00   1.000   1.000     272.957       0.000    0.970     0.970    2.931      ✗
    293.09     20.00   1.000   1.000     214.184     220.532    0.972     1.170    1.840      ✗
    122.12     20.00   1.000   1.000     271.450       0.000    0.976     0.976    2.947      ✗
    293.49     20.00   1.000   1.000     212.677     220.532    0.977     1.178    1.847      ✗
     81.28     15.00   1.000   1.000     279.076       0.000    0.979     0.979    2.867      ✗
    334.73     15.00   1.000   1.000     136.189     522.741    0.979     1.217    1.214      ✗
    121.72     20.00   1.000   1.000     269.943       0.000    0.981     0.981    2.964      ✗
    293.89     20.00   1.000   1.000     211.170     220.532    0.982     1.185    1.853      ✗
    121.32     20.00   1.000   1.000     268.436       0.000    0.987     0.987    2.980      ✗
    294.29     20.00   1.000   1.000     209.663     220.532    0.988     1.193    1.860      ✗
     80.88     15.00   1.000   1.000     275.504       0.000    0.991     0.991    2.904      ✗
    335.14     15.00   1.000   1.000     132.617     522.741    0.992     1.228    1.221      ✗
    120.92     20.00   1.000   1.000     266.929       0.000    0.992     0.992    2.997      ✗
    294.69     20.00   1.000   1.000     208.156     220.532    0.994     1.201    1.866      ✗
    120.52     20.00   1.000   1.000     265.422       0.000    0.998     0.998    3.014      ✗
    295.10     20.00   1.000   1.000     206.649     220.532    0.999     1.208    1.873      ✗
    120.12     20.00   1.000   1.000     263.915       0.000    1.004     1.004    3.031      ✓
     80.48     15.00   1.000   1.000     271.932       0.000    1.004     1.004    2.942      ✓
    335.54     15.00   1.000   1.000     129.045     522.741    1.005     1.240    1.227      ✓
    295.50     20.00   1.000   1.000     205.142     220.532    1.005     1.216    1.879      ✓
    119.72     20.00   1.000   1.000     262.408       0.000    1.009     1.009    3.049      ✓
    295.90     20.00   1.000   1.000     203.635     220.532    1.011     1.224    1.886      ✓
    119.32     20.00   1.000   1.000     260.901       0.000    1.015     1.015    3.066      ✓
    296.30     20.00   1.000   1.000     202.128     220.532    1.017     1.232    1.893      ✓
     80.08     15.00   1.000   1.000     268.360       0.000    1.018     1.018    2.981      ✓
    335.94     15.00   1.000   1.000     125.473     522.741    1.018     1.252    1.234      ✓
    118.92     20.00   1.000   1.000     259.394       0.000    1.021     1.021    3.084      ✓
    296.70     20.00   1.000   1.000     200.621     220.532    1.022     1.241    1.900      ✓
    118.52     20.00   1.000   1.000     257.887       0.000    1.027     1.027    3.102      ✓
    297.10     20.00   1.000   1.000     199.114     220.532    1.028     1.249    1.906      ✓
     79.68     15.00   1.000   1.000     264.787       0.000    1.031     1.031    3.021      ✓
    336.34     15.00   1.000   1.000     121.900     522.741    1.032     1.264    1.241      ✓
    118.12     20.00   1.000   1.000     256.380       0.000    1.033     1.033    3.120      ✓
    297.50     20.00   1.000   1.000     197.607     220.532    1.034     1.257    1.913      ✓
    117.72     20.00   1.000   1.000     254.873       0.000    1.039     1.039    3.139      ✓
    297.90     20.00   1.000   1.000     196.100     220.532    1.041     1.266    1.920      ✓
    117.32     20.00   1.000   1.000     253.366       0.000    1.045     1.045    3.157      ✓
     79.28     15.00   1.000   1.000     261.215       0.000    1.046     1.046    3.063      ✓
    336.74     15.00   1.000   1.000     118.328     522.741    1.046     1.275    1.248      ✓
    298.30     20.00   1.000   1.000     194.593     220.532    1.047     1.274    1.927      ✓
    116.92     20.00   1.000   1.000     251.859       0.000    1.052     1.052    3.176      ✓
    298.70     20.00   1.000   1.000     193.086     220.532    1.053     1.283    1.934      ✓
    116.52     20.00   1.000   1.000     250.352       0.000    1.058     1.058    3.195      ✓
    299.10     20.00   1.000   1.000     191.579     220.532    1.059     1.292    1.941      ✓
     78.88     15.00   1.000   1.000     257.643       0.000    1.060     1.060    3.105      ✓
    337.14     15.00   1.000   1.000     114.756     522.741    1.061     1.287    1.255      ✓
    116.12     20.00   1.000   1.000     248.845       0.000    1.064     1.064    3.215      ✓
    299.50     20.00   1.000   1.000     190.072     220.532    1.066     1.301    1.948      ✓
    115.72     20.00   1.000   1.000     247.338       0.000    1.071     1.071    3.234      ✓
    299.90     20.00   1.000   1.000     188.565     220.532    1.072     1.310    1.956      ✓
     78.48     15.00   1.000   1.000     254.071       0.000    1.075     1.075    3.149      ✓
    337.54     15.00   1.000   1.000     111.184     522.741    1.075     1.299    1.262      ✓
    115.32     20.00   1.000   1.000     245.831       0.000    1.077     1.077    3.254      ✓
    114.91     20.00   1.000   1.000     244.324       0.000    1.084     1.084    3.274      ✓
     78.08     15.00   1.000   1.000     250.499       0.000    1.090     1.090    3.194      ✓
    114.51     20.00   1.000   1.000     242.817       0.000    1.091     1.091    3.295      ✓
    337.94     15.00   1.000   1.000     107.612     522.741    1.091     1.311    1.269      ✓
    114.11     20.00   1.000   1.000     241.310       0.000    1.098     1.098    3.315      ✓
    113.71     20.00   1.000   1.000     239.803       0.000    1.104     1.104    3.336      ✓
     77.68     15.00   1.000   1.000     246.926       0.000    1.106     1.106    3.240      ✓
    338.34     15.00   1.000   1.000     104.040     522.741    1.107     1.322    1.276      ✓
    113.31     20.00   1.000   1.000     238.296       0.000    1.111     1.111    3.357      ✓
    112.91     20.00   1.000   1.000     236.789       0.000    1.118     1.118    3.379      ✓
     77.28     15.00   1.000   1.000     243.354       0.000    1.122     1.122    3.287      ✓
    338.74     15.00   1.000   1.000     100.467     522.741    1.123     1.334    1.284      ✓
    112.51     20.00   1.000   1.000     235.282       0.000    1.126     1.126    3.400      ✓
    112.11     20.00   1.000   1.000     233.775       0.000    1.133     1.133    3.422      ✓
     76.88     15.00   1.000   1.000     239.782       0.000    1.139     1.139    3.336      ✓
    339.14     15.00   1.000   1.000      96.895     522.741    1.140     1.345    1.291      ✓
