================================================================================
AxisForge — Fatigue Stress Analysis — Shaft
================================================================================
Project  : demo_reducer_2stages
Element  : shaft_3
Script   : shaft_3.py
Date     : 2026-05-29 14:48:37
Solver   : StressSolver v1.0
Standard : Shigley 10th ed. §7-4
================================================================================

  Material      : 42CrMo4
  Surface finish: machined
  Reliability   : 99 %
  Sut           : 1000.0 MPa
  Sy            : 800.0 MPa

--------------------------------------------------------------------------------
    x [mm]    d [mm]      Kf     Kfs   σ_a [MPa]   σ_m [MPa]    nf_GM   nf_ASME       ny   Safe
     85.69     40.00   1.000   1.000      34.617      41.350    5.491     6.668   10.531      ✓
     86.09     40.00   1.000   1.000      34.569      41.350    5.497     6.676   10.538      ✓
     86.49     40.00   1.000   1.000      34.522      41.350    5.502     6.684   10.544      ✓
     86.89     40.00   1.000   1.000      34.475      41.350    5.508     6.693   10.551      ✓
     87.29     40.00   1.000   1.000      34.428      41.350    5.514     6.701   10.557      ✓
     87.69     40.00   1.000   1.000      34.381      41.350    5.520     6.709   10.564      ✓
     88.09     40.00   1.000   1.000      34.334      41.350    5.526     6.717   10.570      ✓
     88.49     40.00   1.000   1.000      34.287      41.350    5.532     6.725   10.577      ✓
     88.89     40.00   1.000   1.000      34.240      41.350    5.537     6.733   10.583      ✓
     89.29     40.00   1.000   1.000      34.193      41.350    5.543     6.741   10.590      ✓
     89.69     40.00   1.000   1.000      34.146      41.350    5.549     6.749   10.597      ✓
     90.09     40.00   1.000   1.000      34.098      41.350    5.555     6.758   10.603      ✓
     90.49     40.00   1.000   1.000      34.051      41.350    5.561     6.766   10.610      ✓
     90.89     40.00   1.000   1.000      34.004      41.350    5.567     6.774   10.617      ✓
     91.29     40.00   1.000   1.000      33.957      41.350    5.573     6.782   10.623      ✓
     91.69     40.00   1.000   1.000      33.910      41.350    5.579     6.790   10.630      ✓
     92.09     40.00   1.000   1.000      33.863      41.350    5.585     6.799   10.637      ✓
     92.49     40.00   1.000   1.000      33.816      41.350    5.591     6.807   10.643      ✓
     92.89     40.00   1.000   1.000      33.769      41.350    5.597     6.815   10.650      ✓
     93.29     40.00   1.000   1.000      33.722      41.350    5.603     6.824   10.657      ✓
     93.69     40.00   1.000   1.000      33.675      41.350    5.609     6.832   10.663      ✓
     94.09     40.00   1.000   1.000      33.628      41.350    5.615     6.840   10.670      ✓
     94.49     40.00   1.000   1.000      33.580      41.350    5.621     6.849   10.677      ✓
     94.89     40.00   1.000   1.000      33.533      41.350    5.627     6.857   10.683      ✓
     95.30     40.00   1.000   1.000      33.486      41.350    5.633     6.866   10.690      ✓
     95.70     40.00   1.000   1.000      33.439      41.350    5.639     6.874   10.697      ✓
     96.10     40.00   1.000   1.000      33.392      41.350    5.645     6.883   10.704      ✓
     96.50     40.00   1.000   1.000      33.345      41.350    5.651     6.891   10.710      ✓
     96.90     40.00   1.000   1.000      33.298      41.350    5.657     6.900   10.717      ✓
     97.30     40.00   1.000   1.000      33.251      41.350    5.664     6.908   10.724      ✓
     97.70     40.00   1.000   1.000      33.204      41.350    5.670     6.917   10.731      ✓
     98.10     40.00   1.000   1.000      33.157      41.350    5.676     6.925   10.737      ✓
     98.50     40.00   1.000   1.000      33.109      41.350    5.682     6.934   10.744      ✓
     98.90     40.00   1.000   1.000      33.062      41.350    5.688     6.942   10.751      ✓
     99.30     40.00   1.000   1.000      33.015      41.350    5.694     6.951   10.758      ✓
     99.70     40.00   1.000   1.000      32.968      41.350    5.701     6.960   10.765      ✓
     49.65     40.00   1.000   1.000      38.360       0.000    6.410     6.410   20.855      ✓
     49.25     40.00   1.000   1.000      37.842       0.000    6.498     6.498   21.140      ✓
     48.85     40.00   1.000   1.000      37.324       0.000    6.588     6.588   21.434      ✓
     48.45     40.00   1.000   1.000      36.806       0.000    6.681     6.681   21.735      ✓
     48.05     40.00   1.000   1.000      36.288       0.000    6.776     6.776   22.046      ✓
     47.65     40.00   1.000   1.000      35.770       0.000    6.875     6.875   22.365      ✓
     47.25     40.00   1.000   1.000      35.252       0.000    6.976     6.976   22.694      ✓
     46.85     40.00   1.000   1.000      34.734       0.000    7.080     7.080   23.032      ✓
     46.45     40.00   1.000   1.000      34.216       0.000    7.187     7.187   23.381      ✓
     46.05     40.00   1.000   1.000      33.698       0.000    7.297     7.297   23.740      ✓
     45.65     40.00   1.000   1.000      33.180       0.000    7.411     7.411   24.111      ✓
     45.25     40.00   1.000   1.000      32.662       0.000    7.529     7.529   24.493      ✓
     44.84     40.00   1.000   1.000      32.144       0.000    7.650     7.650   24.888      ✓
     44.44     40.00   1.000   1.000      31.626       0.000    7.775     7.775   25.296      ✓
     44.04     40.00   1.000   1.000      31.108       0.000    7.905     7.905   25.717      ✓
     43.64     40.00   1.000   1.000      30.590       0.000    8.039     8.039   26.152      ✓
     43.24     40.00   1.000   1.000      30.072       0.000    8.177     8.177   26.603      ✓
     42.84     40.00   1.000   1.000      29.554       0.000    8.321     8.321   27.069      ✓
     42.44     40.00   1.000   1.000      29.036       0.000    8.469     8.469   27.552      ✓
     42.04     40.00   1.000   1.000      28.518       0.000    8.623     8.623   28.053      ✓
     41.64     40.00   1.000   1.000      28.000       0.000    8.782     8.782   28.572      ✓
     41.24     40.00   1.000   1.000      27.482       0.000    8.948     8.948   29.110      ✓
     40.84     40.00   1.000   1.000      26.964       0.000    9.120     9.120   29.670      ✓
     40.44     40.00   1.000   1.000      26.446       0.000    9.299     9.299   30.251      ✓
     40.04     40.00   1.000   1.000      25.928       0.000    9.484     9.484   30.855      ✓
     39.64     40.00   1.000   1.000      25.410       0.000    9.678     9.678   31.484      ✓
     39.24     40.00   1.000   1.000      24.892       0.000    9.879     9.879   32.139      ✓
     38.84     40.00   1.000   1.000      24.374       0.000   10.089    10.089   32.822      ✓
     38.44     40.00   1.000   1.000      23.856       0.000   10.308    10.308   33.535      ✓
     38.04     40.00   1.000   1.000      23.337       0.000   10.537    10.537   34.280      ✓
     37.64     40.00   1.000   1.000      22.819       0.000   10.776    10.776   35.058      ✓
    100.10     50.00   1.000   1.000      16.856      21.171   10.944    13.329   21.038      ✓
    100.50     50.00   1.000   1.000      16.831      21.171   10.956    13.346   21.051      ✓
    100.90     50.00   1.000   1.000      16.807      21.171   10.968    13.363   21.065      ✓
    101.30     50.00   1.000   1.000      16.783      21.171   10.981    13.379   21.078      ✓
    101.70     50.00   1.000   1.000      16.759      21.171   10.993    13.396   21.091      ✓
    102.10     50.00   1.000   1.000      16.735      21.171   11.005    13.413   21.105      ✓
    102.50     50.00   1.000   1.000      16.711      21.171   11.017    13.430   21.118      ✓
     37.24     40.00   1.000   1.000      22.301       0.000   11.027    11.027   35.872      ✓
    102.90     50.00   1.000   1.000      16.687      21.171   11.029    13.447   21.132      ✓
    103.30     50.00   1.000   1.000      16.663      21.171   11.041    13.464   21.145      ✓
    103.70     50.00   1.000   1.000      16.639      21.171   11.054    13.481   21.159      ✓
    104.10     50.00   1.000   1.000      16.614      21.171   11.066    13.498   21.172      ✓
    104.50     50.00   1.000   1.000      16.590      21.171   11.078    13.515   21.186      ✓
    104.90     50.00   1.000   1.000      16.566      21.171   11.091    13.532   21.199      ✓
    105.31     50.00   1.000   1.000      16.542      21.171   11.103    13.550   21.213      ✓
    105.71     50.00   1.000   1.000      16.518      21.171   11.115    13.567   21.226      ✓
    106.11     50.00   1.000   1.000      16.494      21.171   11.128    13.584   21.240      ✓
    106.51     50.00   1.000   1.000      16.470      21.171   11.140    13.601   21.254      ✓
    106.91     50.00   1.000   1.000      16.446      21.171   11.153    13.619   21.267      ✓
    107.31     50.00   1.000   1.000      16.422      21.171   11.165    13.636   21.281      ✓
    107.71     50.00   1.000   1.000      16.397      21.171   11.178    13.654   21.294      ✓
    108.11     50.00   1.000   1.000      16.373      21.171   11.190    13.671   21.308      ✓
    108.51     50.00   1.000   1.000      16.349      21.171   11.203    13.689   21.322      ✓
    108.91     50.00   1.000   1.000      16.325      21.171   11.215    13.706   21.336      ✓
    109.31     50.00   1.000   1.000      16.301      21.171   11.228    13.724   21.349      ✓
    109.71     50.00   1.000   1.000      16.277      21.171   11.241    13.741   21.363      ✓
    110.11     50.00   1.000   1.000      16.253      21.171   11.254    13.759   21.377      ✓
    110.51     50.00   1.000   1.000      16.229      21.171   11.266    13.777   21.391      ✓
    110.91     50.00   1.000   1.000      16.205      21.171   11.279    13.795   21.404      ✓
     36.84     40.00   1.000   1.000      21.783       0.000   11.289    11.289   36.725      ✓
    111.31     50.00   1.000   1.000      16.180      21.171   11.292    13.812   21.418      ✓
    111.71     50.00   1.000   1.000      16.156      21.171   11.305    13.830   21.432      ✓
    112.11     50.00   1.000   1.000      16.132      21.171   11.317    13.848   21.446      ✓
    112.51     50.00   1.000   1.000      16.108      21.171   11.330    13.866   21.460      ✓
    112.91     50.00   1.000   1.000      16.084      21.171   11.343    13.884   21.474      ✓
    113.31     50.00   1.000   1.000      16.060      21.171   11.356    13.902   21.488      ✓
    113.71     50.00   1.000   1.000      16.036      21.171   11.369    13.920   21.501      ✓
    114.11     50.00   1.000   1.000      16.012      21.171   11.382    13.938   21.515      ✓
    114.51     50.00   1.000   1.000      15.988      21.171   11.395    13.956   21.529      ✓
    114.91     50.00   1.000   1.000      15.963      21.171   11.408    13.975   21.543      ✓
    115.32     50.00   1.000   1.000      15.939      21.171   11.421    13.993   21.557      ✓
    115.72     50.00   1.000   1.000      15.915      21.171   11.434    14.011   21.571      ✓
    116.12     50.00   1.000   1.000      15.891      21.171   11.448    14.029   21.585      ✓
    116.52     50.00   1.000   1.000      15.867      21.171   11.461    14.048   21.599      ✓
    116.92     50.00   1.000   1.000      15.843      21.171   11.474    14.066   21.613      ✓
    117.32     50.00   1.000   1.000      15.819      21.171   11.487    14.085   21.628      ✓
    117.72     50.00   1.000   1.000      15.795      21.171   11.500    14.103   21.642      ✓
    118.12     50.00   1.000   1.000      15.771      21.171   11.514    14.122   21.656      ✓
    118.52     50.00   1.000   1.000      15.746      21.171   11.527    14.140   21.670      ✓
    118.92     50.00   1.000   1.000      15.722      21.171   11.540    14.159   21.684      ✓
    119.32     50.00   1.000   1.000      15.698      21.171   11.554    14.178   21.698      ✓
     36.44     40.00   1.000   1.000      21.265       0.000   11.564    11.564   37.620      ✓
    119.72     50.00   1.000   1.000      15.674      21.171   11.567    14.196   21.712      ✓
    120.12     50.00   1.000   1.000      15.650      21.171   11.581    14.215   21.727      ✓
    120.52     50.00   1.000   1.000      15.626      21.171   11.594    14.234   21.741      ✓
    120.92     50.00   1.000   1.000      15.602      21.171   11.608    14.253   21.755      ✓
    121.32     50.00   1.000   1.000      15.578      21.171   11.621    14.272   21.769      ✓
    121.72     50.00   1.000   1.000      15.554      21.171   11.635    14.291   21.784      ✓
    122.12     50.00   1.000   1.000      15.529      21.171   11.648    14.310   21.798      ✓
    122.52     50.00   1.000   1.000      15.505      21.171   11.662    14.329   21.812      ✓
    122.92     50.00   1.000   1.000      15.481      21.171   11.676    14.348   21.827      ✓
    123.32     50.00   1.000   1.000      15.457      21.171   11.689    14.367   21.841      ✓
    123.72     50.00   1.000   1.000      15.433      21.171   11.703    14.386   21.856      ✓
    124.12     50.00   1.000   1.000      15.409      21.171   11.717    14.406   21.870      ✓
    124.52     50.00   1.000   1.000      15.385      21.171   11.731    14.425   21.884      ✓
    124.92     50.00   1.000   1.000      15.361      21.171   11.745    14.444   21.899      ✓
    125.33     50.00   1.000   1.000      15.337      21.171   11.758    14.464   21.913      ✓
    125.73     50.00   1.000   1.000      15.312      21.171   11.772    14.483   21.928      ✓
    126.13     50.00   1.000   1.000      15.288      21.171   11.786    14.502   21.942      ✓
    126.53     50.00   1.000   1.000      15.264      21.171   11.800    14.522   21.957      ✓
    126.93     50.00   1.000   1.000      15.240      21.171   11.814    14.542   21.971      ✓
    127.33     50.00   1.000   1.000      15.216      21.171   11.828    14.561   21.986      ✓
    127.73     50.00   1.000   1.000      15.192      21.171   11.842    14.581   22.000      ✓
     36.04     40.00   1.000   1.000      20.747       0.000   11.853    11.853   38.559      ✓
    128.13     50.00   1.000   1.000      15.168      21.171   11.856    14.601   22.015      ✓
    128.53     50.00   1.000   1.000      15.144      21.171   11.871    14.620   22.030      ✓
    128.93     50.00   1.000   1.000      15.120      21.171   11.885    14.640   22.044      ✓
    129.33     50.00   1.000   1.000      15.095      21.171   11.899    14.660   22.059      ✓
    129.73     50.00   1.000   1.000      15.071      21.171   11.913    14.680   22.074      ✓
    130.13     50.00   1.000   1.000      15.047      21.171   11.927    14.700   22.088      ✓
    130.53     50.00   1.000   1.000      15.023      21.171   11.942    14.720   22.103      ✓
    130.93     50.00   1.000   1.000      14.999      21.171   11.956    14.740   22.118      ✓
    131.33     50.00   1.000   1.000      14.975      21.171   11.970    14.760   22.133      ✓
    131.73     50.00   1.000   1.000      14.951      21.171   11.985    14.780   22.147      ✓
    132.13     50.00   1.000   1.000      14.927      21.171   11.999    14.801   22.162      ✓
    132.53     50.00   1.000   1.000      14.903      21.171   12.014    14.821   22.177      ✓
    132.93     50.00   1.000   1.000      14.878      21.171   12.028    14.841   22.192      ✓
    133.33     50.00   1.000   1.000      14.854      21.171   12.043    14.861   22.207      ✓
    133.73     50.00   1.000   1.000      14.830      21.171   12.057    14.882   22.221      ✓
    134.13     50.00   1.000   1.000      14.806      21.171   12.072    14.902   22.236      ✓
    134.53     50.00   1.000   1.000      14.782      21.171   12.087    14.923   22.251      ✓
    134.93     50.00   1.000   1.000      14.758      21.171   12.101    14.943   22.266      ✓
    135.34     50.00   1.000   1.000      14.734      21.171   12.116    14.964   22.281      ✓
    135.74     50.00   1.000   1.000      14.710      21.171   12.131    14.985   22.296      ✓
    136.14     50.00   1.000   1.000      14.686      21.171   12.146    15.005   22.311      ✓
     35.64     40.00   1.000   1.000      20.229       0.000   12.156    12.156   39.547      ✓
    136.54     50.00   1.000   1.000      14.661      21.171   12.161    15.026   22.326      ✓
    136.94     50.00   1.000   1.000      14.637      21.171   12.175    15.047   22.341      ✓
    137.34     50.00   1.000   1.000      14.613      21.171   12.190    15.068   22.356      ✓
    137.74     50.00   1.000   1.000      14.589      21.171   12.205    15.089   22.371      ✓
    138.14     50.00   1.000   1.000      14.565      21.171   12.220    15.110   22.386      ✓
    138.54     50.00   1.000   1.000      14.541      21.171   12.235    15.131   22.402      ✓
    138.94     50.00   1.000   1.000      14.517      21.171   12.250    15.152   22.417      ✓
    139.34     50.00   1.000   1.000      14.493      21.171   12.265    15.173   22.432      ✓
    139.74     50.00   1.000   1.000      14.469      21.171   12.281    15.194   22.447      ✓
    140.14     50.00   1.000   1.000      14.444      21.171   12.296    15.216   22.462      ✓
    140.54     50.00   1.000   1.000      14.420      21.171   12.311    15.237   22.477      ✓
    140.94     50.00   1.000   1.000      14.396      21.171   12.326    15.258   22.493      ✓
    141.34     50.00   1.000   1.000      14.372      21.171   12.341    15.280   22.508      ✓
    141.74     50.00   1.000   1.000      14.348      21.171   12.357    15.301   22.523      ✓
    142.14     50.00   1.000   1.000      14.324      21.171   12.372    15.323   22.538      ✓
    142.54     50.00   1.000   1.000      14.300      21.171   12.387    15.344   22.554      ✓
    142.94     50.00   1.000   1.000      14.276      21.171   12.403    15.366   22.569      ✓
    143.34     50.00   1.000   1.000      14.251      21.171   12.418    15.388   22.584      ✓
    143.74     50.00   1.000   1.000      14.227      21.171   12.434    15.409   22.600      ✓
    144.14     50.00   1.000   1.000      14.203      21.171   12.449    15.431   22.615      ✓
    144.54     50.00   1.000   1.000      14.179      21.171   12.465    15.453   22.631      ✓
     35.24     40.00   1.000   1.000      19.711       0.000   12.476    12.476   40.586      ✓
    144.94     50.00   1.000   1.000      14.155      21.171   12.481    15.475   22.646      ✓
    145.35     50.00   1.000   1.000      14.131      21.171   12.496    15.497   22.662      ✓
    145.75     50.00   1.000   1.000      14.107      21.171   12.512    15.519   22.677      ✓
    146.15     50.00   1.000   1.000      14.083      21.171   12.528    15.541   22.693      ✓
    146.55     50.00   1.000   1.000      14.059      21.171   12.543    15.563   22.708      ✓
    146.95     50.00   1.000   1.000      14.034      21.171   12.559    15.585   22.724      ✓
    147.35     50.00   1.000   1.000      14.010      21.171   12.575    15.608   22.739      ✓
    300.30     40.00   1.000   1.000       9.374      41.350   12.583    15.571   15.772      ✓
    147.75     50.00   1.000   1.000      13.986      21.171   12.591    15.630   22.755      ✓
    148.15     50.00   1.000   1.000      13.962      21.171   12.607    15.652   22.770      ✓
    300.70     40.00   1.000   1.000       9.327      41.350   12.614    15.598   15.786      ✓
    148.55     50.00   1.000   1.000      13.938      21.171   12.623    15.675   22.786      ✓
    148.95     50.00   1.000   1.000      13.914      21.171   12.639    15.697   22.802      ✓
    301.10     40.00   1.000   1.000       9.280      41.350   12.644    15.626   15.801      ✓
    149.35     50.00   1.000   1.000      13.890      21.171   12.655    15.720   22.817      ✓
    149.75     50.00   1.000   1.000      13.866      21.171   12.671    15.742   22.833      ✓
    301.50     40.00   1.000   1.000       9.233      41.350   12.675    15.653   15.816      ✓
    150.15     50.00   1.000   1.000      13.842      21.171   12.687    15.765   22.849      ✓
    150.55     50.00   1.000   1.000      13.817      21.171   12.704    15.788   22.865      ✓
    301.90     40.00   1.000   1.000       9.186      41.350   12.706    15.681   15.830      ✓
    150.95     50.00   1.000   1.000      13.793      21.171   12.720    15.810   22.880      ✓
    151.35     50.00   1.000   1.000      13.769      21.171   12.736    15.833   22.896      ✓
    302.30     40.00   1.000   1.000       9.139      41.350   12.737    15.708   15.845      ✓
    151.75     50.00   1.000   1.000      13.745      21.171   12.752    15.856   22.912      ✓
    302.70     40.00   1.000   1.000       9.092      41.350   12.768    15.736   15.860      ✓
    152.15     50.00   1.000   1.000      13.721      21.171   12.769    15.879   22.928      ✓
    152.55     50.00   1.000   1.000      13.697      21.171   12.785    15.902   22.944      ✓
    303.10     40.00   1.000   1.000       9.044      41.350   12.799    15.764   15.875      ✓
    152.95     50.00   1.000   1.000      13.673      21.171   12.801    15.925   22.960      ✓
     34.83     40.00   1.000   1.000      19.193       0.000   12.812    12.812   41.681      ✓
    153.35     50.00   1.000   1.000      13.649      21.171   12.818    15.948   22.975      ✓
    303.50     40.00   1.000   1.000       8.997      41.350   12.831    15.791   15.890      ✓
    153.75     50.00   1.000   1.000      13.625      21.171   12.834    15.971   22.991      ✓
    154.15     50.00   1.000   1.000      13.600      21.171   12.851    15.995   23.007      ✓
    303.90     40.00   1.000   1.000       8.950      41.350   12.862    15.819   15.905      ✓
    154.55     50.00   1.000   1.000      13.576      21.171   12.868    16.018   23.023      ✓
    154.95     50.00   1.000   1.000      13.552      21.171   12.884    16.041   23.039      ✓
    304.30     40.00   1.000   1.000       8.903      41.350   12.894    15.846   15.920      ✓
    155.36     50.00   1.000   1.000      13.528      21.171   12.901    16.065   23.055      ✓
    155.76     50.00   1.000   1.000      13.504      21.171   12.918    16.088   23.071      ✓
    304.70     40.00   1.000   1.000       8.856      41.350   12.926    15.874   15.934      ✓
    156.16     50.00   1.000   1.000      13.480      21.171   12.935    16.112   23.087      ✓
    156.56     50.00   1.000   1.000      13.456      21.171   12.951    16.135   23.103      ✓
    305.11     40.00   1.000   1.000       8.809      41.350   12.958    15.902   15.949      ✓
    156.96     50.00   1.000   1.000      13.432      21.171   12.968    16.159   23.120      ✓
    157.36     50.00   1.000   1.000      13.408      21.171   12.985    16.183   23.136      ✓
    305.51     40.00   1.000   1.000       8.762      41.350   12.990    15.929   15.964      ✓
    157.76     50.00   1.000   1.000      13.383      21.171   13.002    16.207   23.152      ✓
    158.16     50.00   1.000   1.000      13.359      21.171   13.019    16.231   23.168      ✓
    305.91     40.00   1.000   1.000       8.715      41.350   13.023    15.957   15.979      ✓
    158.56     50.00   1.000   1.000      13.335      21.171   13.036    16.254   23.184      ✓
    158.96     50.00   1.000   1.000      13.311      21.171   13.053    16.278   23.200      ✓
    306.31     40.00   1.000   1.000       8.668      41.350   13.055    15.984   15.994      ✓
