================================================================================
AxisForge — Fatigue Stress Analysis — Shaft
================================================================================
Project  : demo_reducer_2stages
Element  : shaft_1
Script   : shaft_1.py
Date     : 2026-05-29 14:59:12
Solver   : StressSolver v1.0
Standard : Shigley 10th ed. §7-4
================================================================================

  Material      : 42CrMo4
  Surface finish: machined
  Reliability   : 99 %
  Sut           : 1000.0 MPa
  Sy            : 800.0 MPa

--------------------------------------------------------------------------------
    x [mm]    d [mm]      Kf     Kfs   σ_a [MPa]   σ_m [MPa]    nf_GM   nf_ASME       ny   Safe
     48.05     40.00   1.000   1.000      28.256       0.000    8.703     8.703   28.312      ✓
    339.14     40.00   1.000   1.000      21.475      27.566    8.704    10.652   16.313      ✓
    266.27     50.00   1.000   1.000      24.160      14.114    8.716     9.789   20.902      ✓
    266.67     50.00   1.000   1.000      24.088      14.114    8.738     9.817   20.941      ✓
    339.54     40.00   1.000   1.000      21.334      27.566    8.747    10.713   16.360      ✓
    267.07     50.00   1.000   1.000      24.016      14.114    8.762     9.846   20.981      ✓
     47.65     40.00   1.000   1.000      28.021       0.000    8.776     8.776   28.550      ✓
    267.47     50.00   1.000   1.000      23.943      14.114    8.785     9.875   21.021      ✓
    339.94     40.00   1.000   1.000      21.192      27.566    8.791    10.774   16.407      ✓
    267.87     50.00   1.000   1.000      23.871      14.114    8.808     9.904   21.061      ✓
    268.27     50.00   1.000   1.000      23.799      14.114    8.831     9.933   21.101      ✓
    340.34     40.00   1.000   1.000      21.051      27.566    8.836    10.837   16.455      ✓
     47.25     40.00   1.000   1.000      27.786       0.000    8.850     8.850   28.792      ✓
    268.67     50.00   1.000   1.000      23.726      14.114    8.855     9.962   21.141      ✓
    269.07     50.00   1.000   1.000      23.654      14.114    8.879     9.992   21.182      ✓
    340.74     40.00   1.000   1.000      20.910      27.566    8.881    10.899   16.503      ✓
    269.47     50.00   1.000   1.000      23.582      14.114    8.903    10.021   21.223      ✓
     46.85     40.00   1.000   1.000      27.550       0.000    8.926     8.926   29.038      ✓
    269.87     50.00   1.000   1.000      23.509      14.114    8.926    10.051   21.263      ✓
    341.14     40.00   1.000   1.000      20.768      27.566    8.927    10.963   16.551      ✓
    270.27     50.00   1.000   1.000      23.437      14.114    8.951    10.081   21.304      ✓
    341.54     40.00   1.000   1.000      20.627      27.566    8.973    11.027   16.600      ✓
    270.67     50.00   1.000   1.000      23.365      14.114    8.975    10.112   21.345      ✓
    271.07     50.00   1.000   1.000      23.292      14.114    8.999    10.142   21.387      ✓
     46.45     40.00   1.000   1.000      27.315       0.000    9.003     9.003   29.288      ✓
    341.94     40.00   1.000   1.000      20.486      27.566    9.019    11.092   16.649      ✓
    271.47     50.00   1.000   1.000      23.220      14.114    9.024    10.173   21.428      ✓
    271.87     50.00   1.000   1.000      23.148      14.114    9.048    10.203   21.470      ✓
    342.34     40.00   1.000   1.000      20.345      27.566    9.066    11.158   16.698      ✓
    272.27     50.00   1.000   1.000      23.075      14.114    9.073    10.234   21.512      ✓
     46.05     40.00   1.000   1.000      27.079       0.000    9.081     9.081   29.543      ✓
    272.67     50.00   1.000   1.000      23.003      14.114    9.098    10.265   21.553      ✓
    342.74     40.00   1.000   1.000      20.203      27.566    9.114    11.224   16.747      ✓
    273.07     50.00   1.000   1.000      22.931      14.114    9.123    10.297   21.596      ✓
    273.47     50.00   1.000   1.000      22.858      14.114    9.148    10.328   21.638      ✓
     45.65     40.00   1.000   1.000      26.844       0.000    9.161     9.161   29.802      ✓
    343.14     40.00   1.000   1.000      20.062      27.566    9.162    11.291   16.797      ✓
    273.87     50.00   1.000   1.000      22.786      14.114    9.173    10.360   21.680      ✓
    274.27     50.00   1.000   1.000      22.714      14.114    9.199    10.392   21.723      ✓
    343.54     40.00   1.000   1.000      19.921      27.566    9.210    11.359   16.847      ✓
    274.67     50.00   1.000   1.000      22.641      14.114    9.224    10.424   21.766      ✓
     45.25     40.00   1.000   1.000      26.608       0.000    9.242     9.242   30.066      ✓
    275.08     50.00   1.000   1.000      22.569      14.114    9.250    10.456   21.808      ✓
    343.94     40.00   1.000   1.000      19.780      27.566    9.259    11.428   16.897      ✓
    275.48     50.00   1.000   1.000      22.497      14.114    9.276    10.489   21.852      ✓
    275.88     50.00   1.000   1.000      22.424      14.114    9.302    10.521   21.895      ✓
    344.34     40.00   1.000   1.000      19.638      27.566    9.309    11.497   16.947      ✓
     44.84     40.00   1.000   1.000      26.373       0.000    9.324     9.324   30.334      ✓
    276.28     50.00   1.000   1.000      22.352      14.114    9.328    10.554   21.938      ✓
    276.68     50.00   1.000   1.000      22.280      14.114    9.354    10.587   21.982      ✓
    344.74     40.00   1.000   1.000      19.497      27.566    9.359    11.567   16.998      ✓
    277.08     50.00   1.000   1.000      22.207      14.114    9.381    10.621   22.026      ✓
    277.48     50.00   1.000   1.000      22.135      14.114    9.407    10.654   22.070      ✓
     44.44     40.00   1.000   1.000      26.137       0.000    9.408     9.408   30.608      ✓
    345.15     40.00   1.000   1.000      19.356      27.566    9.409    11.638   17.050      ✓
    277.88     50.00   1.000   1.000      22.063      14.114    9.434    10.688   22.114      ✓
    345.55     40.00   1.000   1.000      19.214      27.566    9.460    11.710   17.101      ✓
    278.28     50.00   1.000   1.000      21.990      14.114    9.461    10.722   22.158      ✓
    278.68     50.00   1.000   1.000      21.918      14.114    9.488    10.756   22.202      ✓
     44.04     40.00   1.000   1.000      25.902       0.000    9.494     9.494   30.886      ✓
    345.95     40.00   1.000   1.000      19.073      27.566    9.512    11.782   17.153      ✓
    279.08     50.00   1.000   1.000      21.846      14.114    9.515    10.790   22.247      ✓
    279.48     50.00   1.000   1.000      21.773      14.114    9.542    10.825   22.292      ✓
    346.35     40.00   1.000   1.000      18.932      27.566    9.564    11.856   17.205      ✓
    279.88     50.00   1.000   1.000      21.701      14.114    9.570    10.859   22.337      ✓
     43.64     40.00   1.000   1.000      25.666       0.000    9.581     9.581   31.169      ✓
    280.28     50.00   1.000   1.000      21.629      14.114    9.598    10.894   22.382      ✓
    346.75     40.00   1.000   1.000      18.791      27.566    9.617    11.930   17.257      ✓
    280.68     50.00   1.000   1.000      21.556      14.114    9.625    10.930   22.428      ✓
    281.08     50.00   1.000   1.000      21.484      14.114    9.653    10.965   22.473      ✓
     43.24     40.00   1.000   1.000      25.431       0.000    9.670     9.670   31.458      ✓
    347.15     40.00   1.000   1.000      18.649      27.566    9.671    12.005   17.310      ✓
    281.48     50.00   1.000   1.000      21.412      14.114    9.682    11.001   22.519      ✓
    281.88     50.00   1.000   1.000      21.339      14.114    9.710    11.036   22.565      ✓
    347.55     40.00   1.000   1.000      18.508      27.566    9.725    12.081   17.363      ✓
    282.28     50.00   1.000   1.000      21.267      14.114    9.738    11.073   22.611      ✓
     42.84     40.00   1.000   1.000      25.195       0.000    9.760     9.760   31.752      ✓
    282.68     50.00   1.000   1.000      21.195      14.114    9.767    11.109   22.657      ✓
    347.95     40.00   1.000   1.000      18.367      27.566    9.779    12.157   17.417      ✓
    283.08     50.00   1.000   1.000      21.122      14.114    9.796    11.146   22.704      ✓
    283.48     50.00   1.000   1.000      21.050      14.114    9.825    11.182   22.751      ✓
    348.35     40.00   1.000   1.000      18.225      27.566    9.835    12.235   17.470      ✓
     42.44     40.00   1.000   1.000      24.960       0.000    9.852     9.852   32.051      ✓
    283.88     50.00   1.000   1.000      20.978      14.114    9.854    11.219   22.797      ✓
    284.28     50.00   1.000   1.000      20.905      14.114    9.883    11.257   22.845      ✓
    348.75     40.00   1.000   1.000      18.084      27.566    9.891    12.313   17.524      ✓
    284.68     50.00   1.000   1.000      20.833      14.114    9.913    11.294   22.892      ✓
    285.09     50.00   1.000   1.000      20.761      14.114    9.943    11.332   22.939      ✓
     42.04     40.00   1.000   1.000      24.724       0.000    9.946     9.946   32.357      ✓
    349.15     40.00   1.000   1.000      17.943      27.566    9.947    12.393   17.579      ✓
    285.49     50.00   1.000   1.000      20.688      14.114    9.972    11.370   22.987      ✓
    285.89     50.00   1.000   1.000      20.616      14.114   10.002    11.408   23.035      ✓
    349.55     40.00   1.000   1.000      17.802      27.566   10.004    12.473   17.634      ✓
    286.29     50.00   1.000   1.000      20.544      14.114   10.033    11.447   23.083      ✓
     41.64     40.00   1.000   1.000      24.489       0.000   10.042    10.042   32.668      ✓
    349.95     40.00   1.000   1.000      17.660      27.566   10.062    12.554   17.689      ✓
    286.69     50.00   1.000   1.000      20.471      14.114   10.063    11.486   23.131      ✓
    287.09     50.00   1.000   1.000      20.399      14.114   10.094    11.525   23.180      ✓
    350.35     40.00   1.000   1.000      17.519      27.566   10.121    12.636   17.744      ✓
    287.49     50.00   1.000   1.000      20.327      14.114   10.124    11.564   23.228      ✓
     41.24     40.00   1.000   1.000      24.253       0.000   10.139    10.139   32.985      ✓
    287.89     50.00   1.000   1.000      20.254      14.114   10.155    11.604   23.277      ✓
    350.75     40.00   1.000   1.000      17.378      27.566   10.180    12.719   17.800      ✓
    288.29     50.00   1.000   1.000      20.182      14.114   10.187    11.643   23.326      ✓
    288.69     50.00   1.000   1.000      20.110      14.114   10.218    11.683   23.376      ✓
     40.84     40.00   1.000   1.000      24.018       0.000   10.238    10.238   33.308      ✓
    351.15     40.00   1.000   1.000      17.236      27.566   10.240    12.803   17.856      ✓
    289.09     50.00   1.000   1.000      20.037      14.114   10.250    11.724   23.425      ✓
    289.49     50.00   1.000   1.000      19.965      14.114   10.281    11.765   23.475      ✓
    351.55     40.00   1.000   1.000      17.095      27.566   10.300    12.888   17.912      ✓
    289.89     50.00   1.000   1.000      19.893      14.114   10.313    11.805   23.525      ✓
     40.44     40.00   1.000   1.000      23.783       0.000   10.340    10.340   33.638      ✓
    290.29     50.00   1.000   1.000      19.820      14.114   10.345    11.847   23.575      ✓
    351.95     40.00   1.000   1.000      16.954      27.566   10.362    12.974   17.969      ✓
    290.69     50.00   1.000   1.000      19.748      14.114   10.378    11.888   23.625      ✓
    291.09     50.00   1.000   1.000      19.676      14.114   10.410    11.930   23.676      ✓
    352.35     40.00   1.000   1.000      16.813      27.566   10.424    13.061   18.027      ✓
    291.49     50.00   1.000   1.000      19.603      14.114   10.443    11.972   23.727      ✓
     40.04     40.00   1.000   1.000      23.547       0.000   10.443    10.443   33.975      ✓
    291.89     50.00   1.000   1.000      19.531      14.114   10.476    12.014   23.778      ✓
    352.75     40.00   1.000   1.000      16.671      27.566   10.486    13.149   18.084      ✓
    292.29     50.00   1.000   1.000      19.459      14.114   10.509    12.057   23.829      ✓
    292.69     50.00   1.000   1.000      19.386      14.114   10.543    12.100   23.880      ✓
     39.64     40.00   1.000   1.000      23.312       0.000   10.549    10.549   34.318      ✓
    353.15     40.00   1.000   1.000      16.530      27.566   10.550    13.238   18.142      ✓
    293.09     50.00   1.000   1.000      19.314      14.114   10.576    12.143   23.932      ✓
    293.49     50.00   1.000   1.000      19.242      14.114   10.610    12.187   23.984      ✓
    353.55     40.00   1.000   1.000      16.389      27.566   10.614    13.329   18.200      ✓
    293.89     50.00   1.000   1.000      19.169      14.114   10.644    12.231   24.036      ✓
     39.24     40.00   1.000   1.000      23.076       0.000   10.656    10.656   34.668      ✓
    294.29     50.00   1.000   1.000      19.097      14.114   10.678    12.275   24.089      ✓
    353.95     40.00   1.000   1.000      16.247      27.566   10.679    13.420   18.259      ✓
    294.69     50.00   1.000   1.000      19.025      14.114   10.713    12.319   24.141      ✓
    354.35     40.00   1.000   1.000      16.106      27.566   10.745    13.512   18.318      ✓
    295.10     50.00   1.000   1.000      18.952      14.114   10.747    12.364   24.194      ✓
     38.84     40.00   1.000   1.000      22.841       0.000   10.766    10.766   35.025      ✓
    295.50     50.00   1.000   1.000      18.880      14.114   10.782    12.409   24.247      ✓
    354.75     40.00   1.000   1.000      15.965      27.566   10.812    13.605   18.378      ✓
    295.90     50.00   1.000   1.000      18.807      14.114   10.817    12.455   24.300      ✓
    296.30     50.00   1.000   1.000      18.735      14.114   10.853    12.500   24.354      ✓
     38.44     40.00   1.000   1.000      22.605       0.000   10.878    10.878   35.390      ✓
    355.16     40.00   1.000   1.000      15.824      27.566   10.880    13.700   18.437      ✓
    296.70     50.00   1.000   1.000      18.663      14.114   10.888    12.546   24.407      ✓
    297.10     50.00   1.000   1.000      18.590      14.114   10.924    12.593   24.461      ✓
    355.56     40.00   1.000   1.000      15.682      27.566   10.948    13.796   18.498      ✓
    297.50     50.00   1.000   1.000      18.518      14.114   10.960    12.639   24.516      ✓
     38.04     40.00   1.000   1.000      22.370       0.000   10.993    10.993   35.763      ✓
    297.90     50.00   1.000   1.000      18.446      14.114   10.997    12.687   24.570      ✓
    355.96     40.00   1.000   1.000      15.541      27.566   11.017    13.892   18.558      ✓
    298.30     50.00   1.000   1.000      18.373      14.114   11.033    12.734   24.625      ✓
    298.70     50.00   1.000   1.000      18.301      14.114   11.070    12.782   24.680      ✓
    356.36     40.00   1.000   1.000      15.400      27.566   11.088    13.990   18.619      ✓
    299.10     50.00   1.000   1.000      18.229      14.114   11.107    12.830   24.735      ✓
     37.64     40.00   1.000   1.000      22.134       0.000   11.110    11.110   36.143      ✓
    299.50     50.00   1.000   1.000      18.156      14.114   11.144    12.878   24.790      ✓
    356.76     40.00   1.000   1.000      15.258      27.566   11.159    14.089   18.681      ✓
    299.90     50.00   1.000   1.000      18.084      14.114   11.182    12.927   24.846      ✓
     37.24     40.00   1.000   1.000      21.899       0.000   11.229    11.229   36.532      ✓
    357.16     40.00   1.000   1.000      15.117      27.566   11.231    14.190   18.743      ✓
    357.56     40.00   1.000   1.000      14.976      27.566   11.304    14.291   18.805      ✓
     36.84     40.00   1.000   1.000      21.663       0.000   11.351    11.351   36.929      ✓
    357.96     40.00   1.000   1.000      14.835      27.566   11.378    14.394   18.867      ✓
    358.36     40.00   1.000   1.000      14.693      27.566   11.452    14.498   18.931      ✓
     36.44     40.00   1.000   1.000      21.428       0.000   11.476    11.476   37.335      ✓
    358.76     40.00   1.000   1.000      14.552      27.566   11.528    14.603   18.994      ✓
     36.04     40.00   1.000   1.000      21.192       0.000   11.604    11.604   37.749      ✓
    359.16     40.00   1.000   1.000      14.411      27.566   11.605    14.710   19.058      ✓
    359.56     40.00   1.000   1.000      14.270      27.566   11.683    14.818   19.122      ✓
     35.64     40.00   1.000   1.000      20.957       0.000   11.734    11.734   38.174      ✓
    359.96     40.00   1.000   1.000      14.128      27.566   11.762    14.927   19.187      ✓
    360.36     40.00   1.000   1.000      13.987      27.566   11.842    15.037   19.252      ✓
     35.24     40.00   1.000   1.000      20.721       0.000   11.867    11.867   38.607      ✓
    360.76     40.00   1.000   1.000      13.846      27.566   11.923    15.149   19.318      ✓
     34.83     40.00   1.000   1.000      20.486       0.000   12.004    12.004   39.051      ✓
    361.16     40.00   1.000   1.000      13.704      27.566   12.005    15.262   19.384      ✓
    361.56     40.00   1.000   1.000      13.563      27.566   12.089    15.377   19.451      ✓
     34.43     40.00   1.000   1.000      20.250       0.000   12.143    12.143   39.505      ✓
    361.96     40.00   1.000   1.000      13.422      27.566   12.173    15.492   19.518      ✓
    362.36     40.00   1.000   1.000      13.281      27.566   12.259    15.610   19.585      ✓
     34.03     40.00   1.000   1.000      20.015       0.000   12.286    12.286   39.970      ✓
    362.76     40.00   1.000   1.000      13.139      27.566   12.346    15.728   19.653      ✓
     33.63     40.00   1.000   1.000      19.780       0.000   12.432    12.432   40.446      ✓
    363.16     40.00   1.000   1.000      12.998      27.566   12.434    15.849   19.722      ✓
    363.56     40.00   1.000   1.000      12.857      27.566   12.524    15.970   19.791      ✓
     33.23     40.00   1.000   1.000      19.544       0.000   12.582    12.582   40.933      ✓
    363.96     40.00   1.000   1.000      12.715      27.566   12.614    16.093   19.860      ✓
    364.36     40.00   1.000   1.000      12.574      27.566   12.706    16.218   19.930      ✓
     32.83     40.00   1.000   1.000      19.309       0.000   12.736    12.736   41.432      ✓
    364.76     40.00   1.000   1.000      12.433      27.566   12.800    16.344   20.000      ✓
     32.43     40.00   1.000   1.000      19.073       0.000   12.893    12.893   41.944      ✓
    365.17     40.00   1.000   1.000      12.292      27.566   12.895    16.472   20.071      ✓
    365.57     40.00   1.000   1.000      12.150      27.566   12.991    16.601   20.143      ✓
     32.03     40.00   1.000   1.000      18.838       0.000   13.054    13.054   42.468      ✓
    365.97     40.00   1.000   1.000      12.009      27.566   13.089    16.731   20.215      ✓
    366.37     40.00   1.000   1.000      11.868      27.566   13.188    16.863   20.287      ✓
     31.63     40.00   1.000   1.000      18.602       0.000   13.219    13.219   43.006      ✓
    366.77     40.00   1.000   1.000      11.726      27.566   13.289    16.997   20.360      ✓
     31.23     40.00   1.000   1.000      18.367       0.000   13.389    13.389   43.557      ✓
    367.17     40.00   1.000   1.000      11.585      27.566   13.391    17.133   20.433      ✓
    367.57     40.00   1.000   1.000      11.444      27.566   13.495    17.269   20.507      ✓
     30.83     40.00   1.000   1.000      18.131       0.000   13.563    13.563   44.123      ✓
    367.97     40.00   1.000   1.000      11.303      27.566   13.600    17.408   20.582      ✓
    368.37     40.00   1.000   1.000      11.161      27.566   13.707    17.548   20.657      ✓
     30.43     40.00   1.000   1.000      17.896       0.000   13.741    13.741   44.703      ✓
    368.77     40.00   1.000   1.000      11.020      27.566   13.816    17.690   20.733      ✓
     30.03     40.00   1.000   1.000      17.660       0.000   13.924    13.924   45.299      ✓
    369.17     40.00   1.000   1.000      10.879      27.566   13.927    17.833   20.809      ✓
    369.57     40.00   1.000   1.000      10.737      27.566   14.039    17.978   20.886      ✓
     29.63     40.00   1.000   1.000      17.425       0.000   14.113    14.113   45.912      ✓
    369.97     40.00   1.000   1.000      10.596      27.566   14.153    18.125   20.963      ✓
    370.37     40.00   1.000   1.000      10.455      27.566   14.269    18.273   21.041      ✓
     29.23     40.00   1.000   1.000      17.189       0.000   14.306    14.306   46.540      ✓
    370.77     40.00   1.000   1.000      10.314      27.566   14.387    18.423   21.119      ✓
     28.83     40.00   1.000   1.000      16.954       0.000   14.505    14.505   47.187      ✓
    371.17     40.00   1.000   1.000      10.172      27.566   14.507    18.574   21.198      ✓
    371.57     40.00   1.000   1.000      10.031      27.566   14.629    18.727   21.278      ✓
     28.43     40.00   1.000   1.000      16.718       0.000   14.709    14.709   47.851      ✓
    371.97     40.00   1.000   1.000       9.890      27.566   14.753    18.882   21.358      ✓
    372.37     40.00   1.000   1.000       9.748      27.566   14.879    19.038   21.439      ✓
     28.03     40.00   1.000   1.000      16.483       0.000   14.919    14.919   48.535      ✓
    372.77     40.00   1.000   1.000       9.607      27.566   15.007    19.196   21.521      ✓
     27.63     40.00   1.000   1.000      16.247       0.000   15.135    15.135   49.238      ✓
    373.17     40.00   1.000   1.000       9.466      27.566   15.138    19.356   21.603      ✓
    373.57     40.00   1.000   1.000       9.325      27.566   15.271    19.517   21.685      ✓
     27.23     40.00   1.000   1.000      16.012       0.000   15.358    15.358   49.963      ✓
    373.97     40.00   1.000   1.000       9.183      27.566   15.406    19.680   21.769      ✓
    374.37     40.00   1.000   1.000       9.042      27.566   15.543    19.844   21.853      ✓
     26.83     40.00   1.000   1.000      15.777       0.000   15.587    15.587   50.708      ✓
    374.77     40.00   1.000   1.000       8.901      27.566   15.683    20.010   21.938      ✓
     26.43     40.00   1.000   1.000      15.541       0.000   15.823    15.823   51.477      ✓
    375.18     40.00   1.000   1.000       8.759      27.566   15.826    20.177   22.023      ✓
    375.58     40.00   1.000   1.000       8.618      27.566   15.971    20.346   22.109      ✓
     26.03     40.00   1.000   1.000      15.306       0.000   16.067    16.067   52.269      ✓
    375.98     40.00   1.000   1.000       8.477      27.566   16.119    20.517   22.195      ✓
    376.38     40.00   1.000   1.000       8.336      27.566   16.270    20.688   22.283      ✓
     25.63     40.00   1.000   1.000      15.070       0.000   16.318    16.318   53.085      ✓
    376.78     40.00   1.000   1.000       8.194      27.566   16.423    20.862   22.371      ✓
     25.23     40.00   1.000   1.000      14.835       0.000   16.577    16.577   53.928      ✓
    377.18     40.00   1.000   1.000       8.053      27.566   16.580    21.036   22.460      ✓
    377.58     40.00   1.000   1.000       7.912      27.566   16.739    21.212   22.549      ✓
     24.82     40.00   1.000   1.000      14.599       0.000   16.844    16.844   54.798      ✓
    377.98     40.00   1.000   1.000       7.771      27.566   16.902    21.389   22.639      ✓
    378.38     40.00   1.000   1.000       7.629      27.566   17.067    21.567   22.730      ✓
     24.42     40.00   1.000   1.000      14.364       0.000   17.120    17.120   55.696      ✓
    378.78     40.00   1.000   1.000       7.488      27.566   17.236    21.746   22.822      ✓
     24.02     40.00   1.000   1.000      14.128       0.000   17.405    17.405   56.624      ✓
    379.18     40.00   1.000   1.000       7.347      27.566   17.409    21.927   22.914      ✓
    379.58     40.00   1.000   1.000       7.205      27.566   17.585    22.108   23.007      ✓
     23.62     40.00   1.000   1.000      13.893       0.000   17.700    17.700   57.584      ✓
    379.98     40.00   1.000   1.000       7.064      27.566   17.764    22.291   23.101      ✓
    380.38     40.00   1.000   1.000       6.923      27.566   17.947    22.474   23.196      ✓
     23.22     40.00   1.000   1.000      13.657       0.000   18.006    18.006   58.577      ✓
    380.78     40.00   1.000   1.000       6.782      27.566   18.134    22.658   23.291      ✓
     22.82     40.00   1.000   1.000      13.422       0.000   18.322    18.322   59.604      ✓
    381.18     40.00   1.000   1.000       6.640      27.566   18.325    22.842   23.387      ✓
    381.58     40.00   1.000   1.000       6.499      27.566   18.520    23.028   23.484      ✓
     22.42     40.00   1.000   1.000      13.186       0.000   18.649    18.649   60.669      ✓
    381.98     40.00   1.000   1.000       6.358      27.566   18.719    23.213   23.582      ✓
    382.38     40.00   1.000   1.000       6.216      27.566   18.923    23.399   23.681      ✓
     22.02     40.00   1.000   1.000      12.951       0.000   18.988    18.988   61.772      ✓
    382.78     40.00   1.000   1.000       6.075      27.566   19.131    23.585   23.780      ✓
     21.62     40.00   1.000   1.000      12.715       0.000   19.339    19.339   62.916      ✓
    383.18     40.00   1.000   1.000       5.934      27.566   19.344    23.772   23.880      ✓
    383.58     40.00   1.000   1.000       5.793      27.566   19.561    23.958   23.982      ✓
     21.22     40.00   1.000   1.000      12.480       0.000   19.704    19.704   64.103      ✓
    383.98     40.00   1.000   1.000       5.651      27.566   19.783    24.144   24.084      ✓
    384.38     40.00   1.000   1.000       5.510      27.566   20.011    24.329   24.186      ✓
     20.82     40.00   1.000   1.000      12.244       0.000   20.083    20.083   65.336      ✓
    384.78     40.00   1.000   1.000       5.369      27.566   20.243    24.514   24.290      ✓
     20.42     40.00   1.000   1.000      12.009       0.000   20.477    20.477   66.617      ✓
    385.19     40.00   1.000   1.000       5.227      27.566   20.482    24.699   24.395      ✓
    385.59     40.00   1.000   1.000       5.086      27.566   20.726    24.882   24.500      ✓
     20.02     40.00   1.000   1.000      11.774       0.000   20.887    20.887   67.949      ✓
    385.99     40.00   1.000   1.000       4.945      27.566   20.975    25.065   24.607      ✓
    386.39     40.00   1.000   1.000       4.804      27.566   21.231    25.246   24.714      ✓
     19.62     40.00   1.000   1.000      11.538       0.000   21.313    21.313   69.336      ✓
    386.79     40.00   1.000   1.000       4.662      27.566   21.493    25.426   24.823      ✓
     19.22     40.00   1.000   1.000      11.303       0.000   21.757    21.757   70.780      ✓
    387.19     40.00   1.000   1.000       4.521      27.566   21.762    25.604   24.932      ✓
    387.59     40.00   1.000   1.000       4.380      27.566   22.038    25.781   25.042      ✓
     18.82     40.00   1.000   1.000      11.067       0.000   22.220    22.220   72.286      ✓
    387.99     40.00   1.000   1.000       4.238      27.566   22.320    25.955   25.153      ✓
    388.39     40.00   1.000   1.000       4.097      27.566   22.610    26.127   25.266      ✓
     18.42     40.00   1.000   1.000      10.832       0.000   22.703    22.703   73.858      ✓
    388.79     40.00   1.000   1.000       3.956      27.566   22.908    26.296   25.379      ✓
     18.02     40.00   1.000   1.000      10.596       0.000   23.207    23.207   75.499      ✓
    389.19     40.00   1.000   1.000       3.815      27.566   23.213    26.463   25.493      ✓
    389.59     40.00   1.000   1.000       3.673      27.566   23.527    26.626   25.608      ✓
     17.62     40.00   1.000   1.000      10.361       0.000   23.735    23.735   77.215      ✓
    389.99     40.00   1.000   1.000       3.532      27.566   23.849    26.787   25.725      ✓
    390.39     40.00   1.000   1.000       3.391      27.566   24.181    26.944   25.842      ✓
     17.22     40.00   1.000   1.000      10.125       0.000   24.287    24.287   79.011      ✓
    390.79     40.00   1.000   1.000       3.249      27.566   24.521    27.097   25.961      ✓
     16.82     40.00   1.000   1.000       9.890       0.000   24.865    24.865   80.892      ✓
    391.19     40.00   1.000   1.000       3.108      27.566   24.872    27.246   26.080      ✓
    391.59     40.00   1.000   1.000       2.967      27.566   25.232    27.390   26.201      ✓
     16.42     40.00   1.000   1.000       9.654       0.000   25.471    25.471   82.865      ✓
    391.99     40.00   1.000   1.000       2.826      27.566   25.604    27.530   26.323      ✓
    392.39     40.00   1.000   1.000       2.684      27.566   25.986    27.666   26.446      ✓
     16.02     40.00   1.000   1.000       9.419       0.000   26.108    26.108   84.936      ✓
    392.79     40.00   1.000   1.000       2.543      27.566   26.380    27.796   26.570      ✓
     15.62     40.00   1.000   1.000       9.183       0.000   26.778    26.778   87.114      ✓
    393.19     40.00   1.000   1.000       2.402      27.566   26.786    27.921   26.695      ✓
    393.59     40.00   1.000   1.000       2.261      27.566   27.204    28.040   26.821      ✓
     15.22     40.00   1.000   1.000       8.948       0.000   27.482    27.482   89.407      ✓
    393.99     40.00   1.000   1.000       2.119      27.566   27.636    28.154   26.949      ✓
    394.39     40.00   1.000   1.000       1.978      27.566   28.082    28.261   27.078      ✓
     14.81     40.00   1.000   1.000       8.712       0.000   28.225    28.225   91.823      ✓
    394.79     40.00   1.000   1.000       1.837      27.566   28.543    28.362   27.208      ✓
     14.41     40.00   1.000   1.000       8.477       0.000   29.009    29.009   94.374      ✓
    395.20     40.00   1.000   1.000       1.695      27.566   29.018    28.457   27.339      ✓
    395.60     40.00   1.000   1.000       1.554      27.566   29.510    28.545   27.472      ✓
     14.01     40.00   1.000   1.000       8.241       0.000   29.838    29.838   97.070      ✓
    396.00     40.00   1.000   1.000       1.413      27.566   30.019    28.626   27.606      ✓
    396.40     40.00   1.000   1.000       1.272      27.566   30.546    28.699   27.741      ✓
     13.61     40.00   1.000   1.000       8.006       0.000   30.715    30.715   99.925      ✓
    396.80     40.00   1.000   1.000       1.130      27.566   31.092    28.766   27.878      ✓
     13.21     40.00   1.000   1.000       7.771       0.000   31.646    31.646  102.953      ✓
    397.20     40.00   1.000   1.000       0.989      27.566   31.657    28.825   28.016      ✓
    397.60     40.00   1.000   1.000       0.848      27.566   32.244    28.877   28.155      ✓
     12.81     40.00   1.000   1.000       7.535       0.000   32.635    32.635  106.170      ✓
    398.00     40.00   1.000   1.000       0.706      27.566   32.852    28.920   28.296      ✓
    398.40     40.00   1.000   1.000       0.565      27.566   33.484    28.956   28.438      ✓
     12.41     40.00   1.000   1.000       7.300       0.000   33.688    33.688  109.595      ✓
    398.80     40.00   1.000   1.000       0.424      27.566   34.141    28.985   28.581      ✓
     12.01     40.00   1.000   1.000       7.064       0.000   34.811    34.811  113.248      ✓
    399.20     40.00   1.000   1.000       0.283      27.566   34.824    29.005   28.726      ✓
    399.60     40.00   1.000   1.000       0.141      27.566   35.535    29.017   28.873      ✓
     11.61     40.00   1.000   1.000       6.829       0.000   36.011    36.011  117.154      ✓
    400.00     40.00   1.000   1.000       0.000      27.566   36.276    29.021   29.021      ✓
     11.21     40.00   1.000   1.000       6.593       0.000   37.297    37.297  121.338      ✓
     10.81     40.00   1.000   1.000       6.358       0.000   38.679    38.679  125.832      ✓
     10.41     40.00   1.000   1.000       6.122       0.000   40.166    40.166  130.671      ✓
     10.01     40.00   1.000   1.000       5.887       0.000   41.773    41.773  135.898      ✓
