================================================================================
AxisForge — Fatigue Stress Analysis — Shaft
================================================================================
Project  : demo_reducer_2stages
Element  : shaft_1
Script   : shaft_1.py
Date     : 2026-05-29 14:59:12
Solver   : StressSolver v1.0
Standard : Shigley 10th ed. §7-4
================================================================================

  Material      : 42CrMo4
  Surface finish: machined
  Reliability   : 99 %
  Sut           : 1000.0 MPa
  Sy            : 800.0 MPa

--------------------------------------------------------------------------------
    x [mm]    d [mm]      Kf     Kfs   σ_a [MPa]   σ_m [MPa]    nf_GM   nf_ASME       ny   Safe
    207.81     50.00   1.000   1.000      34.722      14.114    6.300     6.864   16.382      ✓
    126.53     50.00   1.000   1.000      38.097       0.000    6.302     6.302   20.999      ✓
    308.71     40.00   1.000   1.000      32.212      27.566    6.307     7.383   13.383      ✓
    208.21     50.00   1.000   1.000      34.649      14.114    6.312     6.878   16.406      ✓
    126.13     50.00   1.000   1.000      37.977       0.000    6.322     6.322   21.066      ✓
    208.61     50.00   1.000   1.000      34.577      14.114    6.324     6.893   16.430      ✓
     66.07     40.00   1.000   1.000      38.853       0.000    6.329     6.329   20.591      ✓
    309.11     40.00   1.000   1.000      32.071      27.566    6.330     7.413   13.414      ✓
    209.01     50.00   1.000   1.000      34.505      14.114    6.336     6.907   16.455      ✓
    125.73     50.00   1.000   1.000      37.856       0.000    6.343     6.343   21.133      ✓
    209.41     50.00   1.000   1.000      34.432      14.114    6.348     6.921   16.479      ✓
    309.51     40.00   1.000   1.000      31.930      27.566    6.353     7.444   13.446      ✓
    209.81     50.00   1.000   1.000      34.360      14.114    6.361     6.935   16.504      ✓
    125.33     50.00   1.000   1.000      37.736       0.000    6.363     6.363   21.200      ✓
     65.67     40.00   1.000   1.000      38.617       0.000    6.368     6.368   20.716      ✓
    210.21     50.00   1.000   1.000      34.288      14.114    6.373     6.950   16.528      ✓
    309.91     40.00   1.000   1.000      31.789      27.566    6.376     7.475   13.478      ✓
    124.92     50.00   1.000   1.000      37.615       0.000    6.383     6.383   21.268      ✓
    210.61     50.00   1.000   1.000      34.215      14.114    6.385     6.964   16.553      ✓
    211.01     50.00   1.000   1.000      34.143      14.114    6.397     6.979   16.578      ✓
    310.31     40.00   1.000   1.000      31.647      27.566    6.400     7.506   13.510      ✓
    124.52     50.00   1.000   1.000      37.494       0.000    6.404     6.404   21.337      ✓
     65.27     40.00   1.000   1.000      38.382       0.000    6.407     6.407   20.843      ✓
    211.41     50.00   1.000   1.000      34.070      14.114    6.410     6.993   16.603      ✓
    211.81     50.00   1.000   1.000      33.998      14.114    6.422     7.008   16.628      ✓
    310.71     40.00   1.000   1.000      31.506      27.566    6.423     7.537   13.543      ✓
    124.12     50.00   1.000   1.000      37.374       0.000    6.424     6.424   21.405      ✓
    212.21     50.00   1.000   1.000      33.926      14.114    6.435     7.023   16.653      ✓
    123.72     50.00   1.000   1.000      37.253       0.000    6.445     6.445   21.475      ✓
     64.86     40.00   1.000   1.000      38.146       0.000    6.446     6.446   20.972      ✓
    311.11     40.00   1.000   1.000      31.365      27.566    6.447     7.569   13.575      ✓
    212.61     50.00   1.000   1.000      33.853      14.114    6.447     7.038   16.678      ✓
    213.01     50.00   1.000   1.000      33.781      14.114    6.460     7.052   16.703      ✓
    123.32     50.00   1.000   1.000      37.133       0.000    6.466     6.466   21.544      ✓
    311.51     40.00   1.000   1.000      31.223      27.566    6.471     7.601   13.608      ✓
    213.41     50.00   1.000   1.000      33.709      14.114    6.472     7.067   16.728      ✓
    213.81     50.00   1.000   1.000      33.636      14.114    6.485     7.082   16.754      ✓
     64.46     40.00   1.000   1.000      37.911       0.000    6.486     6.486   21.102      ✓
    122.92     50.00   1.000   1.000      37.012       0.000    6.487     6.487   21.615      ✓
    311.91     40.00   1.000   1.000      31.082      27.566    6.495     7.633   13.641      ✓
    214.21     50.00   1.000   1.000      33.564      14.114    6.498     7.097   16.779      ✓
    122.52     50.00   1.000   1.000      36.892       0.000    6.508     6.508   21.685      ✓
    214.61     50.00   1.000   1.000      33.492      14.114    6.510     7.112   16.805      ✓
    312.31     40.00   1.000   1.000      30.941      27.566    6.519     7.665   13.674      ✓
    215.02     50.00   1.000   1.000      33.419      14.114    6.523     7.128   16.830      ✓
     64.06     40.00   1.000   1.000      37.675       0.000    6.527     6.527   21.234      ✓
    122.12     50.00   1.000   1.000      36.771       0.000    6.530     6.530   21.756      ✓
    215.42     50.00   1.000   1.000      33.347      14.114    6.536     7.143   16.856      ✓
    312.71     40.00   1.000   1.000      30.800      27.566    6.544     7.698   13.707      ✓
    215.82     50.00   1.000   1.000      33.275      14.114    6.549     7.158   16.882      ✓
    121.72     50.00   1.000   1.000      36.650       0.000    6.551     6.551   21.828      ✓
    216.22     50.00   1.000   1.000      33.202      14.114    6.562     7.173   16.907      ✓
     63.66     40.00   1.000   1.000      37.440       0.000    6.568     6.568   21.368      ✓
    313.11     40.00   1.000   1.000      30.658      27.566    6.569     7.731   13.740      ✓
    121.32     50.00   1.000   1.000      36.530       0.000    6.573     6.573   21.900      ✓
    216.62     50.00   1.000   1.000      33.130      14.114    6.575     7.189   16.933      ✓
    217.02     50.00   1.000   1.000      33.058      14.114    6.588     7.204   16.959      ✓
    313.51     40.00   1.000   1.000      30.517      27.566    6.593     7.764   13.773      ✓
    120.92     50.00   1.000   1.000      36.409       0.000    6.595     6.595   21.972      ✓
    217.42     50.00   1.000   1.000      32.985      14.114    6.601     7.220   16.985      ✓
     63.26     40.00   1.000   1.000      37.204       0.000    6.610     6.610   21.503      ✓
    217.82     50.00   1.000   1.000      32.913      14.114    6.614     7.235   17.011      ✓
    120.52     50.00   1.000   1.000      36.289       0.000    6.617     6.617   22.045      ✓
    313.91     40.00   1.000   1.000      30.376      27.566    6.619     7.798   13.807      ✓
    218.22     50.00   1.000   1.000      32.841      14.114    6.627     7.251   17.038      ✓
    120.12     50.00   1.000   1.000      36.168       0.000    6.639     6.639   22.119      ✓
    218.62     50.00   1.000   1.000      32.768      14.114    6.641     7.267   17.064      ✓
    314.31     40.00   1.000   1.000      30.234      27.566    6.644     7.832   13.841      ✓
     62.86     40.00   1.000   1.000      36.969       0.000    6.652     6.652   21.640      ✓
    219.02     50.00   1.000   1.000      32.696      14.114    6.654     7.283   17.090      ✓
    119.72     50.00   1.000   1.000      36.048       0.000    6.661     6.661   22.193      ✓
    219.42     50.00   1.000   1.000      32.624      14.114    6.667     7.299   17.117      ✓
    314.71     40.00   1.000   1.000      30.093      27.566    6.669     7.866   13.875      ✓
    219.82     50.00   1.000   1.000      32.551      14.114    6.681     7.315   17.143      ✓
    119.32     50.00   1.000   1.000      35.927       0.000    6.683     6.683   22.267      ✓
    220.22     50.00   1.000   1.000      32.479      14.114    6.694     7.331   17.170      ✓
     62.46     40.00   1.000   1.000      36.733       0.000    6.694     6.694   21.779      ✓
    315.12     40.00   1.000   1.000      29.952      27.566    6.695     7.900   13.909      ✓
    118.92     50.00   1.000   1.000      35.807       0.000    6.706     6.706   22.342      ✓
    220.62     50.00   1.000   1.000      32.407      14.114    6.708     7.347   17.197      ✓
    315.52     40.00   1.000   1.000      29.811      27.566    6.721     7.935   13.943      ✓
    221.02     50.00   1.000   1.000      32.334      14.114    6.721     7.363   17.223      ✓
    118.52     50.00   1.000   1.000      35.686       0.000    6.728     6.728   22.418      ✓
    221.42     50.00   1.000   1.000      32.262      14.114    6.735     7.379   17.250      ✓
     62.06     40.00   1.000   1.000      36.498       0.000    6.738     6.738   21.919      ✓
    315.92     40.00   1.000   1.000      29.669      27.566    6.747     7.970   13.977      ✓
    221.82     50.00   1.000   1.000      32.190      14.114    6.749     7.395   17.277      ✓
    118.12     50.00   1.000   1.000      35.565       0.000    6.751     6.751   22.494      ✓
    222.22     50.00   1.000   1.000      32.117      14.114    6.762     7.412   17.304      ✓
    316.32     40.00   1.000   1.000      29.528      27.566    6.773     8.005   14.012      ✓
    117.72     50.00   1.000   1.000      35.445       0.000    6.774     6.774   22.570      ✓
    222.62     50.00   1.000   1.000      32.045      14.114    6.776     7.428   17.331      ✓
     61.66     40.00   1.000   1.000      36.262       0.000    6.781     6.781   22.061      ✓
    223.02     50.00   1.000   1.000      31.973      14.114    6.790     7.445   17.359      ✓
    117.32     50.00   1.000   1.000      35.324       0.000    6.797     6.797   22.647      ✓
    316.72     40.00   1.000   1.000      29.387      27.566    6.800     8.040   14.047      ✓
    223.42     50.00   1.000   1.000      31.900      14.114    6.804     7.461   17.386      ✓
    223.82     50.00   1.000   1.000      31.828      14.114    6.818     7.478   17.413      ✓
    116.92     50.00   1.000   1.000      35.204       0.000    6.820     6.820   22.725      ✓
     61.26     40.00   1.000   1.000      36.027       0.000    6.826     6.826   22.206      ✓
    317.12     40.00   1.000   1.000      29.245      27.566    6.826     8.076   14.082      ✓
    224.22     50.00   1.000   1.000      31.756      14.114    6.832     7.495   17.441      ✓
    116.52     50.00   1.000   1.000      35.083       0.000    6.844     6.844   22.803      ✓
    224.62     50.00   1.000   1.000      31.683      14.114    6.846     7.511   17.468      ✓
    317.52     40.00   1.000   1.000      29.104      27.566    6.853     8.112   14.117      ✓
    225.03     50.00   1.000   1.000      31.611      14.114    6.860     7.528   17.496      ✓
    116.12     50.00   1.000   1.000      34.963       0.000    6.867     6.867   22.882      ✓
     60.86     40.00   1.000   1.000      35.792       0.000    6.871     6.871   22.352      ✓
    225.43     50.00   1.000   1.000      31.539      14.114    6.874     7.545   17.524      ✓
    317.92     40.00   1.000   1.000      28.963      27.566    6.880     8.149   14.152      ✓
    225.83     50.00   1.000   1.000      31.466      14.114    6.889     7.562   17.551      ✓
    115.72     50.00   1.000   1.000      34.842       0.000    6.891     6.891   22.961      ✓
    226.23     50.00   1.000   1.000      31.394      14.114    6.903     7.579   17.579      ✓
    318.32     40.00   1.000   1.000      28.822      27.566    6.907     8.186   14.187      ✓
    115.32     50.00   1.000   1.000      34.722       0.000    6.915     6.915   23.040      ✓
     60.46     40.00   1.000   1.000      35.556       0.000    6.916     6.916   22.500      ✓
    226.63     50.00   1.000   1.000      31.322      14.114    6.917     7.597   17.607      ✓
    227.03     50.00   1.000   1.000      31.249      14.114    6.932     7.614   17.635      ✓
    318.72     40.00   1.000   1.000      28.680      27.566    6.935     8.223   14.223      ✓
    114.91     50.00   1.000   1.000      34.601       0.000    6.939     6.939   23.121      ✓
    227.43     50.00   1.000   1.000      31.177      14.114    6.946     7.631   17.664      ✓
    227.83     50.00   1.000   1.000      31.105      14.114    6.961     7.649   17.692      ✓
     60.06     40.00   1.000   1.000      35.321       0.000    6.962     6.962   22.650      ✓
    319.12     40.00   1.000   1.000      28.539      27.566    6.963     8.260   14.259      ✓
    114.51     50.00   1.000   1.000      34.480       0.000    6.964     6.964   23.202      ✓
    228.23     50.00   1.000   1.000      31.032      14.114    6.976     7.666   17.720      ✓
    114.11     50.00   1.000   1.000      34.360       0.000    6.988     6.988   23.283      ✓
    228.63     50.00   1.000   1.000      30.960      14.114    6.990     7.684   17.749      ✓
    319.52     40.00   1.000   1.000      28.398      27.566    6.991     8.298   14.295      ✓
    229.03     50.00   1.000   1.000      30.888      14.114    7.005     7.701   17.777      ✓
     59.66     40.00   1.000   1.000      35.085       0.000    7.009     7.009   22.802      ✓
    113.71     50.00   1.000   1.000      34.239       0.000    7.013     7.013   23.365      ✓
    319.92     40.00   1.000   1.000      28.256      27.566    7.019     8.336   14.331      ✓
    229.43     50.00   1.000   1.000      30.815      14.114    7.020     7.719   17.806      ✓
    229.83     50.00   1.000   1.000      30.743      14.114    7.035     7.737   17.834      ✓
    113.31     50.00   1.000   1.000      34.119       0.000    7.037     7.037   23.448      ✓
    320.32     40.00   1.000   1.000      28.115      27.566    7.047     8.374   14.367      ✓
    230.23     50.00   1.000   1.000      30.671      14.114    7.050     7.755   17.863      ✓
     59.26     40.00   1.000   1.000      34.850       0.000    7.056     7.056   22.956      ✓
    112.91     50.00   1.000   1.000      33.998       0.000    7.062     7.062   23.531      ✓
    230.63     50.00   1.000   1.000      30.598      14.114    7.065     7.773   17.892      ✓
    320.72     40.00   1.000   1.000      27.974      27.566    7.076     8.413   14.404      ✓
    231.03     50.00   1.000   1.000      30.526      14.114    7.080     7.791   17.921      ✓
    112.51     50.00   1.000   1.000      33.878       0.000    7.087     7.087   23.614      ✓
    231.43     50.00   1.000   1.000      30.454      14.114    7.095     7.809   17.950      ✓
     58.86     40.00   1.000   1.000      34.614       0.000    7.104     7.104   23.112      ✓
    321.12     40.00   1.000   1.000      27.833      27.566    7.105     8.452   14.441      ✓
    231.83     50.00   1.000   1.000      30.381      14.114    7.110     7.827   17.979      ✓
    112.11     50.00   1.000   1.000      33.757       0.000    7.113     7.113   23.699      ✓
    232.23     50.00   1.000   1.000      30.309      14.114    7.125     7.846   18.009      ✓
    321.52     40.00   1.000   1.000      27.691      27.566    7.134     8.492   14.478      ✓
    111.71     50.00   1.000   1.000      33.636       0.000    7.138     7.138   23.784      ✓
    232.63     50.00   1.000   1.000      30.237      14.114    7.141     7.864   18.038      ✓
     58.46     40.00   1.000   1.000      34.379       0.000    7.153     7.153   23.270      ✓
    233.03     50.00   1.000   1.000      30.164      14.114    7.156     7.883   18.068      ✓
    321.92     40.00   1.000   1.000      27.550      27.566    7.163     8.531   14.515      ✓
    111.31     50.00   1.000   1.000      33.516       0.000    7.164     7.164   23.869      ✓
    233.43     50.00   1.000   1.000      30.092      14.114    7.171     7.901   18.097      ✓
    233.83     50.00   1.000   1.000      30.020      14.114    7.187     7.920   18.127      ✓
    110.91     50.00   1.000   1.000      33.395       0.000    7.190     7.190   23.955      ✓
    322.32     40.00   1.000   1.000      27.409      27.566    7.193     8.572   14.552      ✓
     58.06     40.00   1.000   1.000      34.143       0.000    7.202     7.202   23.431      ✓
    234.23     50.00   1.000   1.000      29.947      14.114    7.203     7.939   18.157      ✓
    110.51     50.00   1.000   1.000      33.275       0.000    7.216     7.216   24.042      ✓
    234.63     50.00   1.000   1.000      29.875      14.114    7.218     7.957   18.186      ✓
    322.72     40.00   1.000   1.000      27.267      27.566    7.223     8.612   14.590      ✓
    235.04     50.00   1.000   1.000      29.803      14.114    7.234     7.976   18.216      ✓
    110.11     50.00   1.000   1.000      33.154       0.000    7.242     7.242   24.130      ✓
    235.44     50.00   1.000   1.000      29.730      14.114    7.250     7.995   18.246      ✓
     57.66     40.00   1.000   1.000      33.908       0.000    7.252     7.252   23.593      ✓
    323.12     40.00   1.000   1.000      27.126      27.566    7.253     8.653   14.627      ✓
    235.84     50.00   1.000   1.000      29.658      14.114    7.266     8.014   18.277      ✓
    109.71     50.00   1.000   1.000      33.034       0.000    7.269     7.269   24.218      ✓
    236.24     50.00   1.000   1.000      29.586      14.114    7.282     8.034   18.307      ✓
    323.52     40.00   1.000   1.000      26.985      27.566    7.283     8.694   14.665      ✓
    109.31     50.00   1.000   1.000      32.913       0.000    7.295     7.295   24.306      ✓
    236.64     50.00   1.000   1.000      29.513      14.114    7.298     8.053   18.337      ✓
     57.26     40.00   1.000   1.000      33.672       0.000    7.303     7.303   23.758      ✓
    237.04     50.00   1.000   1.000      29.441      14.114    7.314     8.072   18.368      ✓
    323.92     40.00   1.000   1.000      26.844      27.566    7.314     8.736   14.703      ✓
    108.91     50.00   1.000   1.000      32.793       0.000    7.322     7.322   24.396      ✓
    237.44     50.00   1.000   1.000      29.369      14.114    7.330     8.092   18.398      ✓
    324.32     40.00   1.000   1.000      26.702      27.566    7.345     8.778   14.741      ✓
    237.84     50.00   1.000   1.000      29.296      14.114    7.346     8.111   18.429      ✓
    108.51     50.00   1.000   1.000      32.672       0.000    7.349     7.349   24.486      ✓
     56.86     40.00   1.000   1.000      33.437       0.000    7.354     7.354   23.926      ✓
    238.24     50.00   1.000   1.000      29.224      14.114    7.362     8.131   18.460      ✓
    324.72     40.00   1.000   1.000      26.561      27.566    7.376     8.820   14.780      ✓
    108.11     50.00   1.000   1.000      32.551       0.000    7.376     7.376   24.576      ✓
    238.64     50.00   1.000   1.000      29.152      14.114    7.379     8.151   18.490      ✓
    239.04     50.00   1.000   1.000      29.079      14.114    7.395     8.171   18.521      ✓
    107.71     50.00   1.000   1.000      32.431       0.000    7.404     7.404   24.668      ✓
     56.46     40.00   1.000   1.000      33.201       0.000    7.407     7.407   24.095      ✓
    325.13     40.00   1.000   1.000      26.420      27.566    7.407     8.863   14.819      ✓
    239.44     50.00   1.000   1.000      29.007      14.114    7.412     8.191   18.552      ✓
    239.84     50.00   1.000   1.000      28.935      14.114    7.428     8.211   18.584      ✓
    107.31     50.00   1.000   1.000      32.310       0.000    7.431     7.431   24.760      ✓
    325.53     40.00   1.000   1.000      26.278      27.566    7.439     8.906   14.857      ✓
    240.24     50.00   1.000   1.000      28.862      14.114    7.445     8.231   18.615      ✓
    106.91     50.00   1.000   1.000      32.190       0.000    7.459     7.459   24.853      ✓
     56.06     40.00   1.000   1.000      32.966       0.000    7.459     7.459   24.268      ✓
    240.64     50.00   1.000   1.000      28.790      14.114    7.462     8.251   18.646      ✓
    325.93     40.00   1.000   1.000      26.137      27.566    7.471     8.950   14.897      ✓
    241.04     50.00   1.000   1.000      28.718      14.114    7.478     8.271   18.678      ✓
    106.51     50.00   1.000   1.000      32.069       0.000    7.487     7.487   24.946      ✓
    241.44     50.00   1.000   1.000      28.645      14.114    7.495     8.292   18.709      ✓
    326.33     40.00   1.000   1.000      25.996      27.566    7.503     8.994   14.936      ✓
    241.84     50.00   1.000   1.000      28.573      14.114    7.512     8.312   18.741      ✓
     55.66     40.00   1.000   1.000      32.730       0.000    7.513     7.513   24.442      ✓
    106.11     50.00   1.000   1.000      31.949       0.000    7.515     7.515   25.040      ✓
    242.24     50.00   1.000   1.000      28.501      14.114    7.529     8.333   18.773      ✓
    326.73     40.00   1.000   1.000      25.855      27.566    7.535     9.038   14.975      ✓
    105.71     50.00   1.000   1.000      31.828       0.000    7.544     7.544   25.135      ✓
    242.64     50.00   1.000   1.000      28.428      14.114    7.546     8.354   18.805      ✓
    243.04     50.00   1.000   1.000      28.356      14.114    7.564     8.375   18.837      ✓
     55.26     40.00   1.000   1.000      32.495       0.000    7.568     7.568   24.619      ✓
    327.13     40.00   1.000   1.000      25.713      27.566    7.568     9.083   15.015      ✓
    105.31     50.00   1.000   1.000      31.708       0.000    7.573     7.573   25.231      ✓
    243.44     50.00   1.000   1.000      28.284      14.114    7.581     8.396   18.869      ✓
    243.84     50.00   1.000   1.000      28.211      14.114    7.598     8.417   18.901      ✓
    327.53     40.00   1.000   1.000      25.572      27.566    7.601     9.128   15.055      ✓
    104.90     50.00   1.000   1.000      31.587       0.000    7.601     7.601   25.327      ✓
    244.24     50.00   1.000   1.000      28.139      14.114    7.616     8.438   18.934      ✓
     54.85     40.00   1.000   1.000      32.259       0.000    7.623     7.623   24.799      ✓
    104.50     50.00   1.000   1.000      31.466       0.000    7.631     7.631   25.424      ✓
    244.64     50.00   1.000   1.000      28.067      14.114    7.633     8.459   18.966      ✓
    327.93     40.00   1.000   1.000      25.431      27.566    7.635     9.174   15.095      ✓
    245.05     50.00   1.000   1.000      27.994      14.114    7.651     8.480   18.999      ✓
    104.10     50.00   1.000   1.000      31.346       0.000    7.660     7.660   25.522      ✓
    328.33     40.00   1.000   1.000      25.290      27.566    7.668     9.220   15.135      ✓
    245.45     50.00   1.000   1.000      27.922      14.114    7.668     8.502   19.031      ✓
     54.45     40.00   1.000   1.000      32.024       0.000    7.679     7.679   24.981      ✓
    245.85     50.00   1.000   1.000      27.850      14.114    7.686     8.523   19.064      ✓
    103.70     50.00   1.000   1.000      31.225       0.000    7.689     7.689   25.620      ✓
    328.73     40.00   1.000   1.000      25.148      27.566    7.702     9.266   15.176      ✓
    246.25     50.00   1.000   1.000      27.777      14.114    7.704     8.545   19.097      ✓
    103.30     50.00   1.000   1.000      31.105       0.000    7.719     7.719   25.720      ✓
    246.65     50.00   1.000   1.000      27.705      14.114    7.722     8.567   19.130      ✓
     54.05     40.00   1.000   1.000      31.789       0.000    7.736     7.736   25.166      ✓
    329.13     40.00   1.000   1.000      25.007      27.566    7.736     9.313   15.217      ✓
    247.05     50.00   1.000   1.000      27.633      14.114    7.740     8.589   19.163      ✓
    102.90     50.00   1.000   1.000      30.984       0.000    7.749     7.749   25.820      ✓
    247.45     50.00   1.000   1.000      27.560      14.114    7.758     8.611   19.197      ✓
    329.53     40.00   1.000   1.000      24.866      27.566    7.771     9.361   15.258      ✓
    247.85     50.00   1.000   1.000      27.488      14.114    7.776     8.633   19.230      ✓
    102.50     50.00   1.000   1.000      30.864       0.000    7.780     7.780   25.921      ✓
     53.65     40.00   1.000   1.000      31.553       0.000    7.793     7.793   25.354      ✓
    248.25     50.00   1.000   1.000      27.416      14.114    7.795     8.655   19.263      ✓
    329.93     40.00   1.000   1.000      24.724      27.566    7.806     9.409   15.299      ✓
    102.10     50.00   1.000   1.000      30.743       0.000    7.810     7.810   26.022      ✓
    248.65     50.00   1.000   1.000      27.343      14.114    7.813     8.678   19.297      ✓
    249.05     50.00   1.000   1.000      27.271      14.114    7.831     8.700   19.331      ✓
    101.70     50.00   1.000   1.000      30.622       0.000    7.841     7.841   26.125      ✓
    330.33     40.00   1.000   1.000      24.583      27.566    7.841     9.457   15.340      ✓
    249.45     50.00   1.000   1.000      27.199      14.114    7.850     8.723   19.365      ✓
     53.25     40.00   1.000   1.000      31.318       0.000    7.852     7.852   25.545      ✓
    249.85     50.00   1.000   1.000      27.126      14.114    7.868     8.745   19.399      ✓
    101.30     50.00   1.000   1.000      30.502       0.000    7.872     7.872   26.228      ✓
    330.73     40.00   1.000   1.000      24.442      27.566    7.876     9.506   15.382      ✓
    250.25     50.00   1.000   1.000      27.054      14.114    7.887     8.768   19.433      ✓
    100.90     50.00   1.000   1.000      30.381       0.000    7.903     7.903   26.332      ✓
    250.65     50.00   1.000   1.000      26.982      14.114    7.906     8.791   19.467      ✓
     52.85     40.00   1.000   1.000      31.082       0.000    7.912     7.912   25.738      ✓
    331.13     40.00   1.000   1.000      24.301      27.566    7.912     9.555   15.424      ✓
    251.05     50.00   1.000   1.000      26.909      14.114    7.925     8.814   19.501      ✓
    100.50     50.00   1.000   1.000      30.261       0.000    7.935     7.935   26.437      ✓
    251.45     50.00   1.000   1.000      26.837      14.114    7.944     8.837   19.536      ✓
    331.53     40.00   1.000   1.000      24.159      27.566    7.948     9.605   15.466      ✓
    251.85     50.00   1.000   1.000      26.765      14.114    7.963     8.861   19.570      ✓
    100.10     50.00   1.000   1.000      30.140       0.000    7.966     7.966   26.543      ✓
     52.45     40.00   1.000   1.000      30.847       0.000    7.972     7.972   25.935      ✓
    252.25     50.00   1.000   1.000      26.692      14.114    7.982     8.884   19.605      ✓
    331.93     40.00   1.000   1.000      24.018      27.566    7.985     9.655   15.509      ✓
    252.65     50.00   1.000   1.000      26.620      14.114    8.001     8.908   19.640      ✓
    253.05     50.00   1.000   1.000      26.547      14.114    8.021     8.931   19.675      ✓
    332.33     40.00   1.000   1.000      23.877      27.566    8.022     9.706   15.551      ✓
     52.05     40.00   1.000   1.000      30.611       0.000    8.033     8.033   26.134      ✓
    253.45     50.00   1.000   1.000      26.475      14.114    8.040     8.955   19.710      ✓
    332.73     40.00   1.000   1.000      23.735      27.566    8.059     9.757   15.594      ✓
    253.85     50.00   1.000   1.000      26.403      14.114    8.059     8.979   19.745      ✓
    254.25     50.00   1.000   1.000      26.330      14.114    8.079     9.003   19.780      ✓
     51.65     40.00   1.000   1.000      30.376       0.000    8.096     8.096   26.337      ✓
    333.13     40.00   1.000   1.000      23.594      27.566    8.096     9.809   15.637      ✓
    254.65     50.00   1.000   1.000      26.258      14.114    8.099     9.027   19.816      ✓
    255.06     50.00   1.000   1.000      26.186      14.114    8.119     9.052   19.851      ✓
    333.53     40.00   1.000   1.000      23.453      27.566    8.134     9.861   15.680      ✓
    255.46     50.00   1.000   1.000      26.113      14.114    8.139     9.076   19.887      ✓
    255.86     50.00   1.000   1.000      26.041      14.114    8.159     9.101   19.923      ✓
     51.25     40.00   1.000   1.000      30.140       0.000    8.159     8.159   26.543      ✓
    333.93     40.00   1.000   1.000      23.312      27.566    8.172     9.914   15.724      ✓
    256.26     50.00   1.000   1.000      25.969      14.114    8.179     9.125   19.959      ✓
    256.66     50.00   1.000   1.000      25.896      14.114    8.199     9.150   19.995      ✓
    334.33     40.00   1.000   1.000      23.170      27.566    8.211     9.967   15.768      ✓
    257.06     50.00   1.000   1.000      25.824      14.114    8.219     9.175   20.031      ✓
     50.85     40.00   1.000   1.000      29.905       0.000    8.223     8.223   26.752      ✓
    257.46     50.00   1.000   1.000      25.752      14.114    8.240     9.200   20.067      ✓
    334.73     40.00   1.000   1.000      23.029      27.566    8.250    10.021   15.812      ✓
    257.86     50.00   1.000   1.000      25.679      14.114    8.260     9.225   20.104      ✓
    258.26     50.00   1.000   1.000      25.607      14.114    8.281     9.251   20.140      ✓
     50.45     40.00   1.000   1.000      29.669       0.000    8.288     8.288   26.964      ✓
    335.14     40.00   1.000   1.000      22.888      27.566    8.289    10.076   15.856      ✓
    258.66     50.00   1.000   1.000      25.535      14.114    8.301     9.276   20.177      ✓
    259.06     50.00   1.000   1.000      25.462      14.114    8.322     9.302   20.214      ✓
    335.54     40.00   1.000   1.000      22.746      27.566    8.329    10.131   15.900      ✓
    259.46     50.00   1.000   1.000      25.390      14.114    8.343     9.328   20.251      ✓
     50.05     40.00   1.000   1.000      29.434       0.000    8.355     8.355   27.180      ✓
    259.86     50.00   1.000   1.000      25.318      14.114    8.364     9.354   20.288      ✓
    335.94     40.00   1.000   1.000      22.605      27.566    8.369    10.186   15.945      ✓
    260.26     50.00   1.000   1.000      25.245      14.114    8.385     9.380   20.325      ✓
    260.66     50.00   1.000   1.000      25.173      14.114    8.406     9.406   20.363      ✓
    336.34     40.00   1.000   1.000      22.464      27.566    8.409    10.242   15.990      ✓
     49.65     40.00   1.000   1.000      29.198       0.000    8.422     8.422   27.399      ✓
    261.06     50.00   1.000   1.000      25.101      14.114    8.428     9.432   20.400      ✓
    261.46     50.00   1.000   1.000      25.028      14.114    8.449     9.459   20.438      ✓
    336.74     40.00   1.000   1.000      22.323      27.566    8.450    10.299   16.036      ✓
    261.86     50.00   1.000   1.000      24.956      14.114    8.471     9.485   20.476      ✓
     49.25     40.00   1.000   1.000      28.963       0.000    8.490     8.490   27.622      ✓
    337.14     40.00   1.000   1.000      22.181      27.566    8.491    10.356   16.081      ✓
    262.26     50.00   1.000   1.000      24.884      14.114    8.493     9.512   20.514      ✓
    262.66     50.00   1.000   1.000      24.811      14.114    8.514     9.539   20.552      ✓
    337.54     40.00   1.000   1.000      22.040      27.566    8.533    10.414   16.127      ✓
    263.06     50.00   1.000   1.000      24.739      14.114    8.536     9.566   20.590      ✓
    263.46     50.00   1.000   1.000      24.667      14.114    8.558     9.594   20.629      ✓
     48.85     40.00   1.000   1.000      28.727       0.000    8.560     8.560   27.848      ✓
    337.94     40.00   1.000   1.000      21.899      27.566    8.575    10.473   16.173      ✓
    263.86     50.00   1.000   1.000      24.594      14.114    8.580     9.621   20.667      ✓
    264.26     50.00   1.000   1.000      24.522      14.114    8.603     9.649   20.706      ✓
    338.34     40.00   1.000   1.000      21.757      27.566    8.617    10.532   16.219      ✓
    264.66     50.00   1.000   1.000      24.450      14.114    8.625     9.676   20.745      ✓
     48.45     40.00   1.000   1.000      28.492       0.000    8.631     8.631   28.078      ✓
    265.07     50.00   1.000   1.000      24.377      14.114    8.647     9.704   20.784      ✓
    338.74     40.00   1.000   1.000      21.616      27.566    8.660    10.591   16.266      ✓
    265.47     50.00   1.000   1.000      24.305      14.114    8.670     9.732   20.823      ✓
    265.87     50.00   1.000   1.000      24.233      14.114    8.693     9.760   20.862      ✓
