================================================================================
AxisForge — Fatigue Stress Analysis — Shaft
================================================================================
Project  : demo_C14_H501
Element  : H501_shaft
Script   : full_pipeline.py
Date     : 2026-05-29 14:47:40
Solver   : StressSolver v1.0
Standard : Shigley 10th ed. §7-4
================================================================================

  Material      : 42CrMo4
  Surface finish: machined
  Reliability   : 99 %
  Sut           : 1000.0 MPa
  Sy            : 800.0 MPa

--------------------------------------------------------------------------------
    x [mm]    d [mm]      Kf     Kfs   σ_a [MPa]   σ_m [MPa]    nf_GM   nf_ASME       ny   Safe
     74.07     15.00   1.000   1.000     107.140       0.000    2.549     2.549    7.467      ✓
    105.31     20.00   1.000   1.000     103.837       0.000    2.551     2.551    7.704      ✓
    104.90     20.00   1.000   1.000     103.085       0.000    2.569     2.569    7.761      ✓
    104.50     20.00   1.000   1.000     102.334       0.000    2.588     2.588    7.818      ✓
    342.34     15.00   1.000   1.000      34.080     261.371    2.590     2.859    2.708      ✓
     73.67     15.00   1.000   1.000     105.358       0.000    2.592     2.592    7.593      ✓
    104.10     20.00   1.000   1.000     101.582       0.000    2.607     2.607    7.875      ✓
    103.70     20.00   1.000   1.000     100.830       0.000    2.627     2.627    7.934      ✓
    342.74     15.00   1.000   1.000      32.298     261.371    2.634     2.878    2.724      ✓
     73.27     15.00   1.000   1.000     103.576       0.000    2.637     2.637    7.724      ✓
    103.30     20.00   1.000   1.000     100.078       0.000    2.646     2.646    7.994      ✓
    102.90     20.00   1.000   1.000      99.327       0.000    2.666     2.666    8.054      ✓
    343.14     15.00   1.000   1.000      30.516     261.371    2.680     2.896    2.741      ✓
     72.87     15.00   1.000   1.000     101.794       0.000    2.683     2.683    7.859      ✓
    102.50     20.00   1.000   1.000      98.575       0.000    2.687     2.687    8.116      ✓
    102.10     20.00   1.000   1.000      97.823       0.000    2.707     2.707    8.178      ✓
    343.54     15.00   1.000   1.000      28.734     261.371    2.728     2.913    2.758      ✓
    101.70     20.00   1.000   1.000      97.071       0.000    2.728     2.728    8.241      ✓
     72.47     15.00   1.000   1.000     100.012       0.000    2.731     2.731    7.999      ✓
    101.30     20.00   1.000   1.000      96.320       0.000    2.750     2.750    8.306      ✓
    100.90     20.00   1.000   1.000      95.568       0.000    2.771     2.771    8.371      ✓
    343.94     15.00   1.000   1.000      26.952     261.371    2.777     2.930    2.775      ✓
     72.07     15.00   1.000   1.000      98.230       0.000    2.780     2.780    8.144      ✓
    100.50     20.00   1.000   1.000      94.816       0.000    2.793     2.793    8.437      ✓
    100.10     20.00   1.000   1.000      94.064       0.000    2.816     2.816    8.505      ✓
    344.34     15.00   1.000   1.000      25.170     261.371    2.829     2.946    2.792      ✓
     71.67     15.00   1.000   1.000      96.448       0.000    2.832     2.832    8.295      ✓
    344.74     15.00   1.000   1.000      23.388     261.371    2.882     2.961    2.809      ✓
     71.27     15.00   1.000   1.000      94.666       0.000    2.885     2.885    8.451      ✓
    345.15     15.00   1.000   1.000      21.606     261.371    2.937     2.975    2.827      ✓
     70.87     15.00   1.000   1.000      92.884       0.000    2.940     2.940    8.613      ✓
    345.55     15.00   1.000   1.000      19.824     261.371    2.994     2.988    2.845      ✓
     70.47     15.00   1.000   1.000      91.102       0.000    2.998     2.998    8.781      ✓
    345.95     15.00   1.000   1.000      18.042     261.371    3.054     3.000    2.863      ✓
     70.07     15.00   1.000   1.000      89.321       0.000    3.058     3.058    8.957      ✓
    346.35     15.00   1.000   1.000      16.260     261.371    3.116     3.011    2.882      ✓
     69.67     15.00   1.000   1.000      87.539       0.000    3.120     3.120    9.139      ✓
    346.75     15.00   1.000   1.000      14.478     261.371    3.181     3.021    2.900      ✓
     69.27     15.00   1.000   1.000      85.757       0.000    3.185     3.185    9.329      ✓
    347.15     15.00   1.000   1.000      12.696     261.371    3.248     3.030    2.919      ✓
     68.87     15.00   1.000   1.000      83.975       0.000    3.252     3.252    9.527      ✓
    347.55     15.00   1.000   1.000      10.914     261.371    3.319     3.038    2.938      ✓
     68.47     15.00   1.000   1.000      82.193       0.000    3.323     3.323    9.733      ✓
    347.95     15.00   1.000   1.000       9.133     261.371    3.392     3.045    2.957      ✓
     68.07     15.00   1.000   1.000      80.411       0.000    3.397     3.397    9.949      ✓
    348.35     15.00   1.000   1.000       7.351     261.371    3.469     3.050    2.977      ✓
     67.67     15.00   1.000   1.000      78.629       0.000    3.474     3.474   10.174      ✓
    348.75     15.00   1.000   1.000       5.569     261.371    3.549     3.055    2.997      ✓
     67.27     15.00   1.000   1.000      76.847       0.000    3.554     3.554   10.410      ✓
    349.15     15.00   1.000   1.000       3.787     261.371    3.633     3.058    3.017      ✓
     66.87     15.00   1.000   1.000      75.065       0.000    3.638     3.638   10.657      ✓
    349.55     15.00   1.000   1.000       2.005     261.371    3.721     3.060    3.037      ✓
     66.47     15.00   1.000   1.000      73.283       0.000    3.727     3.727   10.917      ✓
    349.95     15.00   1.000   1.000       0.223     261.371    3.814     3.061    3.058      ✓
     66.07     15.00   1.000   1.000      71.501       0.000    3.820     3.820   11.189      ✓
    350.35     15.00   1.000   1.000       0.000     261.371    3.826     3.061    3.061      ✓
    350.75     15.00   1.000   1.000       0.000     261.371    3.826     3.061    3.061      ✓
    351.15     15.00   1.000   1.000       0.000     261.371    3.826     3.061    3.061      ✓
    351.55     15.00   1.000   1.000       0.000     261.371    3.826     3.061    3.061      ✓
    351.95     15.00   1.000   1.000       0.000     261.371    3.826     3.061    3.061      ✓
    352.35     15.00   1.000   1.000       0.000     261.371    3.826     3.061    3.061      ✓
    352.75     15.00   1.000   1.000       0.000     261.371    3.826     3.061    3.061      ✓
    353.15     15.00   1.000   1.000       0.000     261.371    3.826     3.061    3.061      ✓
    353.55     15.00   1.000   1.000       0.000     261.371    3.826     3.061    3.061      ✓
    353.95     15.00   1.000   1.000       0.000     261.371    3.826     3.061    3.061      ✓
    354.35     15.00   1.000   1.000       0.000     261.371    3.826     3.061    3.061      ✓
    354.75     15.00   1.000   1.000       0.000     261.371    3.826     3.061    3.061      ✓
    355.16     15.00   1.000   1.000       0.000     261.371    3.826     3.061    3.061      ✓
    355.56     15.00   1.000   1.000       0.000     261.371    3.826     3.061    3.061      ✓
    355.96     15.00   1.000   1.000       0.000     261.371    3.826     3.061    3.061      ✓
    356.36     15.00   1.000   1.000       0.000     261.371    3.826     3.061    3.061      ✓
    356.76     15.00   1.000   1.000       0.000     261.371    3.826     3.061    3.061      ✓
    357.16     15.00   1.000   1.000       0.000     261.371    3.826     3.061    3.061      ✓
    357.56     15.00   1.000   1.000       0.000     261.371    3.826     3.061    3.061      ✓
    357.96     15.00   1.000   1.000       0.000     261.371    3.826     3.061    3.061      ✓
    358.36     15.00   1.000   1.000       0.000     261.371    3.826     3.061    3.061      ✓
    358.76     15.00   1.000   1.000       0.000     261.371    3.826     3.061    3.061      ✓
    359.16     15.00   1.000   1.000       0.000     261.371    3.826     3.061    3.061      ✓
    359.56     15.00   1.000   1.000       0.000     261.371    3.826     3.061    3.061      ✓
    359.96     15.00   1.000   1.000       0.000     261.371    3.826     3.061    3.061      ✓
    360.36     15.00   1.000   1.000       0.000     261.371    3.826     3.061    3.061      ✓
    360.76     15.00   1.000   1.000       0.000     261.371    3.826     3.061    3.061      ✓
    361.16     15.00   1.000   1.000       0.000     261.371    3.826     3.061    3.061      ✓
    361.56     15.00   1.000   1.000       0.000     261.371    3.826     3.061    3.061      ✓
    361.96     15.00   1.000   1.000       0.000     261.371    3.826     3.061    3.061      ✓
    362.36     15.00   1.000   1.000       0.000     261.371    3.826     3.061    3.061      ✓
    362.76     15.00   1.000   1.000       0.000     261.371    3.826     3.061    3.061      ✓
    363.16     15.00   1.000   1.000       0.000     261.371    3.826     3.061    3.061      ✓
    363.56     15.00   1.000   1.000       0.000     261.371    3.826     3.061    3.061      ✓
    363.96     15.00   1.000   1.000       0.000     261.371    3.826     3.061    3.061      ✓
    364.36     15.00   1.000   1.000       0.000     261.371    3.826     3.061    3.061      ✓
    364.76     15.00   1.000   1.000       0.000     261.371    3.826     3.061    3.061      ✓
    365.17     15.00   1.000   1.000       0.000     261.371    3.826     3.061    3.061      ✓
    365.57     15.00   1.000   1.000       0.000     261.371    3.826     3.061    3.061      ✓
    365.97     15.00   1.000   1.000       0.000     261.371    3.826     3.061    3.061      ✓
    366.37     15.00   1.000   1.000       0.000     261.371    3.826     3.061    3.061      ✓
    366.77     15.00   1.000   1.000       0.000     261.371    3.826     3.061    3.061      ✓
    367.17     15.00   1.000   1.000       0.000     261.371    3.826     3.061    3.061      ✓
    367.57     15.00   1.000   1.000       0.000     261.371    3.826     3.061    3.061      ✓
    367.97     15.00   1.000   1.000       0.000     261.371    3.826     3.061    3.061      ✓
    368.37     15.00   1.000   1.000       0.000     261.371    3.826     3.061    3.061      ✓
    368.77     15.00   1.000   1.000       0.000     261.371    3.826     3.061    3.061      ✓
    369.17     15.00   1.000   1.000       0.000     261.371    3.826     3.061    3.061      ✓
    369.57     15.00   1.000   1.000       0.000     261.371    3.826     3.061    3.061      ✓
    369.97     15.00   1.000   1.000       0.000     261.371    3.826     3.061    3.061      ✓
    370.37     15.00   1.000   1.000       0.000     261.371    3.826     3.061    3.061      ✓
    370.77     15.00   1.000   1.000       0.000     261.371    3.826     3.061    3.061      ✓
    371.17     15.00   1.000   1.000       0.000     261.371    3.826     3.061    3.061      ✓
    371.57     15.00   1.000   1.000       0.000     261.371    3.826     3.061    3.061      ✓
    371.97     15.00   1.000   1.000       0.000     261.371    3.826     3.061    3.061      ✓
    372.37     15.00   1.000   1.000       0.000     261.371    3.826     3.061    3.061      ✓
    372.77     15.00   1.000   1.000       0.000     261.371    3.826     3.061    3.061      ✓
    373.17     15.00   1.000   1.000       0.000     261.371    3.826     3.061    3.061      ✓
    373.57     15.00   1.000   1.000       0.000     261.371    3.826     3.061    3.061      ✓
    373.97     15.00   1.000   1.000       0.000     261.371    3.826     3.061    3.061      ✓
    374.37     15.00   1.000   1.000       0.000     261.371    3.826     3.061    3.061      ✓
    374.77     15.00   1.000   1.000       0.000     261.371    3.826     3.061    3.061      ✓
    375.18     15.00   1.000   1.000       0.000     261.371    3.826     3.061    3.061      ✓
    375.58     15.00   1.000   1.000       0.000     261.371    3.826     3.061    3.061      ✓
    375.98     15.00   1.000   1.000       0.000     261.371    3.826     3.061    3.061      ✓
    376.38     15.00   1.000   1.000       0.000     261.371    3.826     3.061    3.061      ✓
    376.78     15.00   1.000   1.000       0.000     261.371    3.826     3.061    3.061      ✓
    377.18     15.00   1.000   1.000       0.000     261.371    3.826     3.061    3.061      ✓
    377.58     15.00   1.000   1.000       0.000     261.371    3.826     3.061    3.061      ✓
    377.98     15.00   1.000   1.000       0.000     261.371    3.826     3.061    3.061      ✓
    378.38     15.00   1.000   1.000       0.000     261.371    3.826     3.061    3.061      ✓
    378.78     15.00   1.000   1.000       0.000     261.371    3.826     3.061    3.061      ✓
    379.18     15.00   1.000   1.000       0.000     261.371    3.826     3.061    3.061      ✓
    379.58     15.00   1.000   1.000       0.000     261.371    3.826     3.061    3.061      ✓
    379.98     15.00   1.000   1.000       0.000     261.371    3.826     3.061    3.061      ✓
    380.38     15.00   1.000   1.000       0.000     261.371    3.826     3.061    3.061      ✓
    380.78     15.00   1.000   1.000       0.000     261.371    3.826     3.061    3.061      ✓
    381.18     15.00   1.000   1.000       0.000     261.371    3.826     3.061    3.061      ✓
    381.58     15.00   1.000   1.000       0.000     261.371    3.826     3.061    3.061      ✓
    381.98     15.00   1.000   1.000       0.000     261.371    3.826     3.061    3.061      ✓
    382.38     15.00   1.000   1.000       0.000     261.371    3.826     3.061    3.061      ✓
    382.78     15.00   1.000   1.000       0.000     261.371    3.826     3.061    3.061      ✓
    383.18     15.00   1.000   1.000       0.000     261.371    3.826     3.061    3.061      ✓
    383.58     15.00   1.000   1.000       0.000     261.371    3.826     3.061    3.061      ✓
    383.98     15.00   1.000   1.000       0.000     261.371    3.826     3.061    3.061      ✓
    384.38     15.00   1.000   1.000       0.000     261.371    3.826     3.061    3.061      ✓
    384.78     15.00   1.000   1.000       0.000     261.371    3.826     3.061    3.061      ✓
    385.19     15.00   1.000   1.000       0.000     261.371    3.826     3.061    3.061      ✓
    385.59     15.00   1.000   1.000       0.000     261.371    3.826     3.061    3.061      ✓
    385.99     15.00   1.000   1.000       0.000     261.371    3.826     3.061    3.061      ✓
    386.39     15.00   1.000   1.000       0.000     261.371    3.826     3.061    3.061      ✓
    386.79     15.00   1.000   1.000       0.000     261.371    3.826     3.061    3.061      ✓
    387.19     15.00   1.000   1.000       0.000     261.371    3.826     3.061    3.061      ✓
    387.59     15.00   1.000   1.000       0.000     261.371    3.826     3.061    3.061      ✓
    387.99     15.00   1.000   1.000       0.000     261.371    3.826     3.061    3.061      ✓
    388.39     15.00   1.000   1.000       0.000     261.371    3.826     3.061    3.061      ✓
    388.79     15.00   1.000   1.000       0.000     261.371    3.826     3.061    3.061      ✓
    389.19     15.00   1.000   1.000       0.000     261.371    3.826     3.061    3.061      ✓
    389.59     15.00   1.000   1.000       0.000     261.371    3.826     3.061    3.061      ✓
    389.99     15.00   1.000   1.000       0.000     261.371    3.826     3.061    3.061      ✓
    390.39     15.00   1.000   1.000       0.000     261.371    3.826     3.061    3.061      ✓
    390.79     15.00   1.000   1.000       0.000     261.371    3.826     3.061    3.061      ✓
    391.19     15.00   1.000   1.000       0.000     261.371    3.826     3.061    3.061      ✓
    391.59     15.00   1.000   1.000       0.000     261.371    3.826     3.061    3.061      ✓
    391.99     15.00   1.000   1.000       0.000     261.371    3.826     3.061    3.061      ✓
    392.39     15.00   1.000   1.000       0.000     261.371    3.826     3.061    3.061      ✓
    392.79     15.00   1.000   1.000       0.000     261.371    3.826     3.061    3.061      ✓
    393.19     15.00   1.000   1.000       0.000     261.371    3.826     3.061    3.061      ✓
    393.59     15.00   1.000   1.000       0.000     261.371    3.826     3.061    3.061      ✓
    393.99     15.00   1.000   1.000       0.000     261.371    3.826     3.061    3.061      ✓
    394.39     15.00   1.000   1.000       0.000     261.371    3.826     3.061    3.061      ✓
    394.79     15.00   1.000   1.000       0.000     261.371    3.826     3.061    3.061      ✓
    395.20     15.00   1.000   1.000       0.000     261.371    3.826     3.061    3.061      ✓
    395.60     15.00   1.000   1.000       0.000     261.371    3.826     3.061    3.061      ✓
    396.00     15.00   1.000   1.000       0.000     261.371    3.826     3.061    3.061      ✓
    396.40     15.00   1.000   1.000       0.000     261.371    3.826     3.061    3.061      ✓
    396.80     15.00   1.000   1.000       0.000     261.371    3.826     3.061    3.061      ✓
    397.20     15.00   1.000   1.000       0.000     261.371    3.826     3.061    3.061      ✓
    397.60     15.00   1.000   1.000       0.000     261.371    3.826     3.061    3.061      ✓
    398.00     15.00   1.000   1.000       0.000     261.371    3.826     3.061    3.061      ✓
    398.40     15.00   1.000   1.000       0.000     261.371    3.826     3.061    3.061      ✓
    398.80     15.00   1.000   1.000       0.000     261.371    3.826     3.061    3.061      ✓
    399.20     15.00   1.000   1.000       0.000     261.371    3.826     3.061    3.061      ✓
    399.60     15.00   1.000   1.000       0.000     261.371    3.826     3.061    3.061      ✓
    400.00     15.00   1.000   1.000       0.000     261.371    3.826     3.061    3.061      ✓
     65.67     15.00   1.000   1.000      69.719       0.000    3.917     3.917   11.475      ✓
     65.27     15.00   1.000   1.000      67.937       0.000    4.020     4.020   11.776      ✓
     64.86     15.00   1.000   1.000      66.155       0.000    4.128     4.128   12.093      ✓
     64.46     15.00   1.000   1.000      64.373       0.000    4.243     4.243   12.428      ✓
     64.06     15.00   1.000   1.000      62.591       0.000    4.364     4.364   12.781      ✓
     63.66     15.00   1.000   1.000      60.809       0.000    4.491     4.491   13.156      ✓
     63.26     15.00   1.000   1.000      59.027       0.000    4.627     4.627   13.553      ✓
     62.86     15.00   1.000   1.000      57.245       0.000    4.771     4.771   13.975      ✓
     62.46     15.00   1.000   1.000      55.463       0.000    4.924     4.924   14.424      ✓
     62.06     15.00   1.000   1.000      53.681       0.000    5.088     5.088   14.903      ✓
     61.66     15.00   1.000   1.000      51.899       0.000    5.262     5.262   15.414      ✓
     61.26     15.00   1.000   1.000      50.118       0.000    5.450     5.450   15.962      ✓
     60.86     15.00   1.000   1.000      48.336       0.000    5.650     5.650   16.551      ✓
     60.46     15.00   1.000   1.000      46.554       0.000    5.867     5.867   17.184      ✓
     60.06     15.00   1.000   1.000      44.772       0.000    6.100     6.100   17.868      ✓
     59.66     15.00   1.000   1.000      42.990       0.000    6.353     6.353   18.609      ✓
     59.26     15.00   1.000   1.000      41.208       0.000    6.628     6.628   19.414      ✓
     58.86     15.00   1.000   1.000      39.426       0.000    6.927     6.927   20.291      ✓
     58.46     15.00   1.000   1.000      37.644       0.000    7.255     7.255   21.252      ✓
     58.06     15.00   1.000   1.000      35.862       0.000    7.616     7.616   22.308      ✓
     57.66     15.00   1.000   1.000      34.080       0.000    8.014     8.014   23.474      ✓
     57.26     15.00   1.000   1.000      32.298       0.000    8.456     8.456   24.769      ✓
     56.86     15.00   1.000   1.000      30.516       0.000    8.950     8.950   26.216      ✓
     56.46     15.00   1.000   1.000      28.734       0.000    9.505     9.505   27.842      ✓
     56.06     15.00   1.000   1.000      26.952       0.000   10.133    10.133   29.682      ✓
     55.66     15.00   1.000   1.000      25.170       0.000   10.851    10.851   31.784      ✓
     55.26     15.00   1.000   1.000      23.388       0.000   11.678    11.678   34.205      ✓
     54.85     15.00   1.000   1.000      21.606       0.000   12.641    12.641   37.026      ✓
     54.45     15.00   1.000   1.000      19.824       0.000   13.777    13.777   40.355      ✓
     54.05     15.00   1.000   1.000      18.042       0.000   15.138    15.138   44.340      ✓
     53.65     15.00   1.000   1.000      16.260       0.000   16.797    16.797   49.199      ✓
     53.25     15.00   1.000   1.000      14.478       0.000   18.864    18.864   55.255      ✓
     52.85     15.00   1.000   1.000      12.696       0.000   21.511    21.511   63.010      ✓
     52.45     15.00   1.000   1.000      10.914       0.000   25.023    25.023   73.297      ✓
     52.05     15.00   1.000   1.000       9.133       0.000   29.906    29.906   87.599      ✓
     51.65     15.00   1.000   1.000       7.351       0.000   37.156    37.156  108.835      ✓
     51.25     15.00   1.000   1.000       5.569       0.000   49.046    49.046  143.662      ✓
     50.85     15.00   1.000   1.000       3.787       0.000   72.127    72.127  211.268      ✓
     50.45     15.00   1.000   1.000       2.005       0.000  136.239   136.239  399.062      ✓
     50.05     15.00   1.000   1.000       0.223       0.000  1226.151  1226.151  3591.560      ✓
      0.00     15.00   1.000   1.000       0.000       0.000        ∞         ∞        ∞      ✓
      0.40     15.00   1.000   1.000       0.000       0.000        ∞         ∞        ∞      ✓
      0.80     15.00   1.000   1.000       0.000       0.000        ∞         ∞        ∞      ✓
      1.20     15.00   1.000   1.000       0.000       0.000        ∞         ∞        ∞      ✓
      1.60     15.00   1.000   1.000       0.000       0.000        ∞         ∞        ∞      ✓
      2.00     15.00   1.000   1.000       0.000       0.000        ∞         ∞        ∞      ✓
      2.40     15.00   1.000   1.000       0.000       0.000        ∞         ∞        ∞      ✓
      2.80     15.00   1.000   1.000       0.000       0.000        ∞         ∞        ∞      ✓
      3.20     15.00   1.000   1.000       0.000       0.000        ∞         ∞        ∞      ✓
      3.60     15.00   1.000   1.000       0.000       0.000        ∞         ∞        ∞      ✓
      4.00     15.00   1.000   1.000       0.000       0.000        ∞         ∞        ∞      ✓
      4.40     15.00   1.000   1.000       0.000       0.000        ∞         ∞        ∞      ✓
      4.80     15.00   1.000   1.000       0.000       0.000        ∞         ∞        ∞      ✓
      5.21     15.00   1.000   1.000       0.000       0.000        ∞         ∞        ∞      ✓
      5.61     15.00   1.000   1.000       0.000       0.000        ∞         ∞        ∞      ✓
      6.01     15.00   1.000   1.000       0.000       0.000        ∞         ∞        ∞      ✓
      6.41     15.00   1.000   1.000       0.000       0.000        ∞         ∞        ∞      ✓
      6.81     15.00   1.000   1.000       0.000       0.000        ∞         ∞        ∞      ✓
      7.21     15.00   1.000   1.000       0.000       0.000        ∞         ∞        ∞      ✓
      7.61     15.00   1.000   1.000       0.000       0.000        ∞         ∞        ∞      ✓
      8.01     15.00   1.000   1.000       0.000       0.000        ∞         ∞        ∞      ✓
      8.41     15.00   1.000   1.000       0.000       0.000        ∞         ∞        ∞      ✓
      8.81     15.00   1.000   1.000       0.000       0.000        ∞         ∞        ∞      ✓
      9.21     15.00   1.000   1.000       0.000       0.000        ∞         ∞        ∞      ✓
      9.61     15.00   1.000   1.000       0.000       0.000        ∞         ∞        ∞      ✓
     10.01     15.00   1.000   1.000       0.000       0.000        ∞         ∞        ∞      ✓
     10.41     15.00   1.000   1.000       0.000       0.000        ∞         ∞        ∞      ✓
     10.81     15.00   1.000   1.000       0.000       0.000        ∞         ∞        ∞      ✓
     11.21     15.00   1.000   1.000       0.000       0.000        ∞         ∞        ∞      ✓
     11.61     15.00   1.000   1.000       0.000       0.000        ∞         ∞        ∞      ✓
     12.01     15.00   1.000   1.000       0.000       0.000        ∞         ∞        ∞      ✓
     12.41     15.00   1.000   1.000       0.000       0.000        ∞         ∞        ∞      ✓
     12.81     15.00   1.000   1.000       0.000       0.000        ∞         ∞        ∞      ✓
     13.21     15.00   1.000   1.000       0.000       0.000        ∞         ∞        ∞      ✓
     13.61     15.00   1.000   1.000       0.000       0.000        ∞         ∞        ∞      ✓
     14.01     15.00   1.000   1.000       0.000       0.000        ∞         ∞        ∞      ✓
     14.41     15.00   1.000   1.000       0.000       0.000        ∞         ∞        ∞      ✓
     14.81     15.00   1.000   1.000       0.000       0.000        ∞         ∞        ∞      ✓
     15.22     15.00   1.000   1.000       0.000       0.000        ∞         ∞        ∞      ✓
     15.62     15.00   1.000   1.000       0.000       0.000        ∞         ∞        ∞      ✓
     16.02     15.00   1.000   1.000       0.000       0.000        ∞         ∞        ∞      ✓
     16.42     15.00   1.000   1.000       0.000       0.000        ∞         ∞        ∞      ✓
     16.82     15.00   1.000   1.000       0.000       0.000        ∞         ∞        ∞      ✓
     17.22     15.00   1.000   1.000       0.000       0.000        ∞         ∞        ∞      ✓
     17.62     15.00   1.000   1.000       0.000       0.000        ∞         ∞        ∞      ✓
     18.02     15.00   1.000   1.000       0.000       0.000        ∞         ∞        ∞      ✓
     18.42     15.00   1.000   1.000       0.000       0.000        ∞         ∞        ∞      ✓
     18.82     15.00   1.000   1.000       0.000       0.000        ∞         ∞        ∞      ✓
     19.22     15.00   1.000   1.000       0.000       0.000        ∞         ∞        ∞      ✓
     19.62     15.00   1.000   1.000       0.000       0.000        ∞         ∞        ∞      ✓
     20.02     15.00   1.000   1.000       0.000       0.000        ∞         ∞        ∞      ✓
     20.42     15.00   1.000   1.000       0.000       0.000        ∞         ∞        ∞      ✓
     20.82     15.00   1.000   1.000       0.000       0.000        ∞         ∞        ∞      ✓
     21.22     15.00   1.000   1.000       0.000       0.000        ∞         ∞        ∞      ✓
     21.62     15.00   1.000   1.000       0.000       0.000        ∞         ∞        ∞      ✓
     22.02     15.00   1.000   1.000       0.000       0.000        ∞         ∞        ∞      ✓
     22.42     15.00   1.000   1.000       0.000       0.000        ∞         ∞        ∞      ✓
     22.82     15.00   1.000   1.000       0.000       0.000        ∞         ∞        ∞      ✓
     23.22     15.00   1.000   1.000       0.000       0.000        ∞         ∞        ∞      ✓
     23.62     15.00   1.000   1.000       0.000       0.000        ∞         ∞        ∞      ✓
     24.02     15.00   1.000   1.000       0.000       0.000        ∞         ∞        ∞      ✓
     24.42     15.00   1.000   1.000       0.000       0.000        ∞         ∞        ∞      ✓
     24.82     15.00   1.000   1.000       0.000       0.000        ∞         ∞        ∞      ✓
     25.23     15.00   1.000   1.000       0.000       0.000        ∞         ∞        ∞      ✓
     25.63     15.00   1.000   1.000       0.000       0.000        ∞         ∞        ∞      ✓
     26.03     15.00   1.000   1.000       0.000       0.000        ∞         ∞        ∞      ✓
     26.43     15.00   1.000   1.000       0.000       0.000        ∞         ∞        ∞      ✓
     26.83     15.00   1.000   1.000       0.000       0.000        ∞         ∞        ∞      ✓
     27.23     15.00   1.000   1.000       0.000       0.000        ∞         ∞        ∞      ✓
     27.63     15.00   1.000   1.000       0.000       0.000        ∞         ∞        ∞      ✓
     28.03     15.00   1.000   1.000       0.000       0.000        ∞         ∞        ∞      ✓
     28.43     15.00   1.000   1.000       0.000       0.000        ∞         ∞        ∞      ✓
     28.83     15.00   1.000   1.000       0.000       0.000        ∞         ∞        ∞      ✓
     29.23     15.00   1.000   1.000       0.000       0.000        ∞         ∞        ∞      ✓
     29.63     15.00   1.000   1.000       0.000       0.000        ∞         ∞        ∞      ✓
     30.03     15.00   1.000   1.000       0.000       0.000        ∞         ∞        ∞      ✓
     30.43     15.00   1.000   1.000       0.000       0.000        ∞         ∞        ∞      ✓
     30.83     15.00   1.000   1.000       0.000       0.000        ∞         ∞        ∞      ✓
     31.23     15.00   1.000   1.000       0.000       0.000        ∞         ∞        ∞      ✓
     31.63     15.00   1.000   1.000       0.000       0.000        ∞         ∞        ∞      ✓
     32.03     15.00   1.000   1.000       0.000       0.000        ∞         ∞        ∞      ✓
     32.43     15.00   1.000   1.000       0.000       0.000        ∞         ∞        ∞      ✓
     32.83     15.00   1.000   1.000       0.000       0.000        ∞         ∞        ∞      ✓
     33.23     15.00   1.000   1.000       0.000       0.000        ∞         ∞        ∞      ✓
     33.63     15.00   1.000   1.000       0.000       0.000        ∞         ∞        ∞      ✓
     34.03     15.00   1.000   1.000       0.000       0.000        ∞         ∞        ∞      ✓
     34.43     15.00   1.000   1.000       0.000       0.000        ∞         ∞        ∞      ✓
     34.83     15.00   1.000   1.000       0.000       0.000        ∞         ∞        ∞      ✓
     35.24     15.00   1.000   1.000       0.000       0.000        ∞         ∞        ∞      ✓
     35.64     15.00   1.000   1.000       0.000       0.000        ∞         ∞        ∞      ✓
     36.04     15.00   1.000   1.000       0.000       0.000        ∞         ∞        ∞      ✓
     36.44     15.00   1.000   1.000       0.000       0.000        ∞         ∞        ∞      ✓
     36.84     15.00   1.000   1.000       0.000       0.000        ∞         ∞        ∞      ✓
     37.24     15.00   1.000   1.000       0.000       0.000        ∞         ∞        ∞      ✓
     37.64     15.00   1.000   1.000       0.000       0.000        ∞         ∞        ∞      ✓
     38.04     15.00   1.000   1.000       0.000       0.000        ∞         ∞        ∞      ✓
     38.44     15.00   1.000   1.000       0.000       0.000        ∞         ∞        ∞      ✓
     38.84     15.00   1.000   1.000       0.000       0.000        ∞         ∞        ∞      ✓
     39.24     15.00   1.000   1.000       0.000       0.000        ∞         ∞        ∞      ✓
     39.64     15.00   1.000   1.000       0.000       0.000        ∞         ∞        ∞      ✓
     40.04     15.00   1.000   1.000       0.000       0.000        ∞         ∞        ∞      ✓
     40.44     15.00   1.000   1.000       0.000       0.000        ∞         ∞        ∞      ✓
     40.84     15.00   1.000   1.000       0.000       0.000        ∞         ∞        ∞      ✓
     41.24     15.00   1.000   1.000       0.000       0.000        ∞         ∞        ∞      ✓
     41.64     15.00   1.000   1.000       0.000       0.000        ∞         ∞        ∞      ✓
     42.04     15.00   1.000   1.000       0.000       0.000        ∞         ∞        ∞      ✓
     42.44     15.00   1.000   1.000       0.000       0.000        ∞         ∞        ∞      ✓
     42.84     15.00   1.000   1.000       0.000       0.000        ∞         ∞        ∞      ✓
     43.24     15.00   1.000   1.000       0.000       0.000        ∞         ∞        ∞      ✓
     43.64     15.00   1.000   1.000       0.000       0.000        ∞         ∞        ∞      ✓
     44.04     15.00   1.000   1.000       0.000       0.000        ∞         ∞        ∞      ✓
     44.44     15.00   1.000   1.000       0.000       0.000        ∞         ∞        ∞      ✓
     44.84     15.00   1.000   1.000       0.000       0.000        ∞         ∞        ∞      ✓
     45.25     15.00   1.000   1.000       0.000       0.000        ∞         ∞        ∞      ✓
