================================================================================
AxisForge — Fatigue Stress Analysis — Shaft
================================================================================
Project  : demo_C14_H501
Element  : H501_shaft
Script   : full_pipeline.py
Date     : 2026-05-29 14:47:40
Solver   : StressSolver v1.0
Standard : Shigley 10th ed. §7-4
================================================================================

  Material      : 42CrMo4
  Surface finish: machined
  Reliability   : 99 %
  Sut           : 1000.0 MPa
  Sy            : 800.0 MPa

--------------------------------------------------------------------------------
    x [mm]    d [mm]      Kf     Kfs   σ_a [MPa]   σ_m [MPa]    nf_GM   nf_ASME       ny   Safe
    155.36     20.00   1.000   1.000     197.808       0.000    1.339     1.339    4.044      ✓
    260.26     20.00   1.000   1.000     168.489     110.266    1.340     1.536    2.870      ✓
    320.32     15.00   1.000   1.000     132.087     261.371    1.342     1.713    2.033      ✓
     95.70     15.00   1.000   1.000     203.366       0.000    1.343     1.343    3.934      ✓
    154.95     20.00   1.000   1.000     197.056       0.000    1.344     1.344    4.060      ✓
    260.66     20.00   1.000   1.000     167.737     110.266    1.345     1.543    2.878      ✓
    154.55     20.00   1.000   1.000     196.304       0.000    1.349     1.349    4.075      ✓
    261.06     20.00   1.000   1.000     166.985     110.266    1.350     1.549    2.885      ✓
    320.72     15.00   1.000   1.000     130.306     261.371    1.354     1.729    2.043      ✓
    154.15     20.00   1.000   1.000     195.552       0.000    1.354     1.354    4.091      ✓
     95.30     15.00   1.000   1.000     201.584       0.000    1.355     1.355    3.969      ✓
    261.46     20.00   1.000   1.000     166.233     110.266    1.355     1.556    2.893      ✓
    153.75     20.00   1.000   1.000     194.800       0.000    1.360     1.360    4.107      ✓
    261.86     20.00   1.000   1.000     165.482     110.266    1.360     1.563    2.901      ✓
    153.35     20.00   1.000   1.000     194.049       0.000    1.365     1.365    4.123      ✓
    262.26     20.00   1.000   1.000     164.730     110.266    1.366     1.570    2.909      ✓
    321.12     15.00   1.000   1.000     128.524     261.371    1.366     1.746    2.052      ✓
     94.89     15.00   1.000   1.000     199.802       0.000    1.367     1.367    4.004      ✓
    152.95     20.00   1.000   1.000     193.297       0.000    1.370     1.370    4.139      ✓
    262.66     20.00   1.000   1.000     163.978     110.266    1.371     1.576    2.917      ✓
    152.55     20.00   1.000   1.000     192.545       0.000    1.375     1.375    4.155      ✓
    263.06     20.00   1.000   1.000     163.226     110.266    1.376     1.583    2.925      ✓
    321.52     15.00   1.000   1.000     126.742     261.371    1.379     1.762    2.061      ✓
     94.49     15.00   1.000   1.000     198.020       0.000    1.379     1.379    4.040      ✓
    152.15     20.00   1.000   1.000     191.793       0.000    1.381     1.381    4.171      ✓
    263.46     20.00   1.000   1.000     162.475     110.266    1.382     1.590    2.933      ✓
    151.75     20.00   1.000   1.000     191.042       0.000    1.386     1.386    4.188      ✓
    263.86     20.00   1.000   1.000     161.723     110.266    1.387     1.597    2.941      ✓
    321.92     15.00   1.000   1.000     124.960     261.371    1.391     1.779    2.071      ✓
    151.35     20.00   1.000   1.000     190.290       0.000    1.392     1.392    4.204      ✓
     94.09     15.00   1.000   1.000     196.238       0.000    1.392     1.392    4.077      ✓
    264.26     20.00   1.000   1.000     160.971     110.266    1.393     1.605    2.949      ✓
    150.95     20.00   1.000   1.000     189.538       0.000    1.397     1.397    4.221      ✓
    264.66     20.00   1.000   1.000     160.219     110.266    1.398     1.612    2.958      ✓
    150.55     20.00   1.000   1.000     188.786       0.000    1.403     1.403    4.238      ✓
    265.07     20.00   1.000   1.000     159.468     110.266    1.404     1.619    2.966      ✓
    322.32     15.00   1.000   1.000     123.178     261.371    1.404     1.796    2.080      ✓
     93.69     15.00   1.000   1.000     194.456       0.000    1.405     1.405    4.114      ✓
    150.15     20.00   1.000   1.000     188.035       0.000    1.408     1.408    4.255      ✓
    265.47     20.00   1.000   1.000     158.716     110.266    1.409     1.626    2.974      ✓
    149.75     20.00   1.000   1.000     187.283       0.000    1.414     1.414    4.272      ✓
    265.87     20.00   1.000   1.000     157.964     110.266    1.415     1.634    2.983      ✓
    322.72     15.00   1.000   1.000     121.396     261.371    1.417     1.813    2.090      ✓
     93.29     15.00   1.000   1.000     192.674       0.000    1.418     1.418    4.152      ✓
    149.35     20.00   1.000   1.000     186.531       0.000    1.420     1.420    4.289      ✓
    266.27     20.00   1.000   1.000     157.212     110.266    1.421     1.641    2.991      ✓
    148.95     20.00   1.000   1.000     185.779       0.000    1.426     1.426    4.306      ✓
    266.67     20.00   1.000   1.000     156.461     110.266    1.426     1.648    2.999      ✓
    323.12     15.00   1.000   1.000     119.614     261.371    1.430     1.830    2.100      ✓
     92.89     15.00   1.000   1.000     190.892       0.000    1.431     1.431    4.191      ✓
    148.55     20.00   1.000   1.000     185.028       0.000    1.431     1.431    4.324      ✓
    267.07     20.00   1.000   1.000     155.709     110.266    1.432     1.656    3.008      ✓
    148.15     20.00   1.000   1.000     184.276       0.000    1.437     1.437    4.341      ✓
    267.47     20.00   1.000   1.000     154.957     110.266    1.438     1.664    3.016      ✓
    147.75     20.00   1.000   1.000     183.524       0.000    1.443     1.443    4.359      ✓
    323.52     15.00   1.000   1.000     117.832     261.371    1.443     1.848    2.110      ✓
    267.87     20.00   1.000   1.000     154.205     110.266    1.444     1.671    3.025      ✓
     92.49     15.00   1.000   1.000     189.110       0.000    1.444     1.444    4.230      ✓
    147.35     20.00   1.000   1.000     182.772       0.000    1.449     1.449    4.377      ✓
    268.27     20.00   1.000   1.000     153.454     110.266    1.450     1.679    3.034      ✓
    146.95     20.00   1.000   1.000     182.020       0.000    1.455     1.455    4.395      ✓
    268.67     20.00   1.000   1.000     152.702     110.266    1.456     1.687    3.042      ✓
    323.92     15.00   1.000   1.000     116.050     261.371    1.457     1.866    2.120      ✓
     92.09     15.00   1.000   1.000     187.328       0.000    1.458     1.458    4.271      ✓
    146.55     20.00   1.000   1.000     181.269       0.000    1.461     1.461    4.413      ✓
    269.07     20.00   1.000   1.000     151.950     110.266    1.462     1.695    3.051      ✓
    146.15     20.00   1.000   1.000     180.517       0.000    1.467     1.467    4.432      ✓
    269.47     20.00   1.000   1.000     151.198     110.266    1.468     1.703    3.060      ✓
    324.32     15.00   1.000   1.000     114.268     261.371    1.471     1.884    2.130      ✓
     91.69     15.00   1.000   1.000     185.546       0.000    1.472     1.472    4.312      ✓
    145.75     20.00   1.000   1.000     179.765       0.000    1.473     1.473    4.450      ✓
    269.87     20.00   1.000   1.000     150.446     110.266    1.474     1.711    3.069      ✓
    145.35     20.00   1.000   1.000     179.013       0.000    1.479     1.479    4.469      ✓
    270.27     20.00   1.000   1.000     149.695     110.266    1.480     1.719    3.077      ✓
    324.72     15.00   1.000   1.000     112.486     261.371    1.485     1.902    2.140      ✓
    144.94     20.00   1.000   1.000     178.262       0.000    1.486     1.486    4.488      ✓
     91.29     15.00   1.000   1.000     183.764       0.000    1.486     1.486    4.353      ✓
    270.67     20.00   1.000   1.000     148.943     110.266    1.487     1.727    3.086      ✓
    144.54     20.00   1.000   1.000     177.510       0.000    1.492     1.492    4.507      ✓
    271.07     20.00   1.000   1.000     148.191     110.266    1.493     1.735    3.095      ✓
    144.14     20.00   1.000   1.000     176.758       0.000    1.498     1.498    4.526      ✓
    271.47     20.00   1.000   1.000     147.439     110.266    1.499     1.744    3.104      ✓
    325.13     15.00   1.000   1.000     110.704     261.371    1.500     1.921    2.150      ✓
     90.89     15.00   1.000   1.000     181.982       0.000    1.501     1.501    4.396      ✓
    143.74     20.00   1.000   1.000     176.006       0.000    1.505     1.505    4.545      ✓
    271.87     20.00   1.000   1.000     146.688     110.266    1.506     1.752    3.113      ✓
    143.34     20.00   1.000   1.000     175.255       0.000    1.511     1.511    4.565      ✓
    272.27     20.00   1.000   1.000     145.936     110.266    1.512     1.761    3.123      ✓
    325.53     15.00   1.000   1.000     108.922     261.371    1.515     1.940    2.160      ✓
     90.49     15.00   1.000   1.000     180.200       0.000    1.516     1.516    4.440      ✓
    142.94     20.00   1.000   1.000     174.503       0.000    1.518     1.518    4.584      ✓
    272.67     20.00   1.000   1.000     145.184     110.266    1.519     1.769    3.132      ✓
    142.54     20.00   1.000   1.000     173.751       0.000    1.524     1.524    4.604      ✓
    273.07     20.00   1.000   1.000     144.432     110.266    1.525     1.778    3.141      ✓
    325.93     15.00   1.000   1.000     107.140     261.371    1.530     1.959    2.171      ✓
     90.09     15.00   1.000   1.000     178.418       0.000    1.531     1.531    4.484      ✓
    142.14     20.00   1.000   1.000     172.999       0.000    1.531     1.531    4.624      ✓
    273.47     20.00   1.000   1.000     143.681     110.266    1.532     1.786    3.150      ✓
    141.74     20.00   1.000   1.000     172.248       0.000    1.538     1.538    4.644      ✓
    273.87     20.00   1.000   1.000     142.929     110.266    1.539     1.795    3.160      ✓
    141.34     20.00   1.000   1.000     171.496       0.000    1.544     1.544    4.665      ✓
    326.33     15.00   1.000   1.000     105.358     261.371    1.545     1.978    2.181      ✓
    274.27     20.00   1.000   1.000     142.177     110.266    1.545     1.804    3.169      ✓
     89.69     15.00   1.000   1.000     176.636       0.000    1.546     1.546    4.529      ✓
    140.94     20.00   1.000   1.000     170.744       0.000    1.551     1.551    4.685      ✓
    274.67     20.00   1.000   1.000     141.425     110.266    1.552     1.813    3.178      ✓
    140.54     20.00   1.000   1.000     169.992       0.000    1.558     1.558    4.706      ✓
    275.08     20.00   1.000   1.000     140.674     110.266    1.559     1.822    3.188      ✓
    326.73     15.00   1.000   1.000     103.576     261.371    1.561     1.998    2.192      ✓
     89.29     15.00   1.000   1.000     174.854       0.000    1.562     1.562    4.575      ✓
    140.14     20.00   1.000   1.000     169.241       0.000    1.565     1.565    4.727      ✓
    275.48     20.00   1.000   1.000     139.922     110.266    1.566     1.831    3.198      ✓
    139.74     20.00   1.000   1.000     168.489       0.000    1.572     1.572    4.748      ✓
    275.88     20.00   1.000   1.000     139.170     110.266    1.573     1.841    3.207      ✓
    327.13     15.00   1.000   1.000     101.794     261.371    1.577     2.018    2.203      ✓
     88.89     15.00   1.000   1.000     173.072       0.000    1.578     1.578    4.622      ✓
    139.34     20.00   1.000   1.000     167.737       0.000    1.579     1.579    4.769      ✓
    276.28     20.00   1.000   1.000     138.418     110.266    1.580     1.850    3.217      ✓
    138.94     20.00   1.000   1.000     166.985       0.000    1.586     1.586    4.791      ✓
    276.68     20.00   1.000   1.000     137.667     110.266    1.587     1.860    3.227      ✓
    138.54     20.00   1.000   1.000     166.233       0.000    1.593     1.593    4.813      ✓
    327.53     15.00   1.000   1.000     100.012     261.371    1.593     2.038    2.214      ✓
    277.08     20.00   1.000   1.000     136.915     110.266    1.594     1.869    3.237      ✓
     88.49     15.00   1.000   1.000     171.290       0.000    1.594     1.594    4.670      ✓
    138.14     20.00   1.000   1.000     165.482       0.000    1.600     1.600    4.834      ✓
    277.48     20.00   1.000   1.000     136.163     110.266    1.602     1.879    3.246      ✓
    137.74     20.00   1.000   1.000     164.730       0.000    1.608     1.608    4.856      ✓
    277.88     20.00   1.000   1.000     135.411     110.266    1.609     1.888    3.256      ✓
    327.93     15.00   1.000   1.000      98.230     261.371    1.610     2.058    2.225      ✓
     88.09     15.00   1.000   1.000     169.509       0.000    1.611     1.611    4.720      ✓
    137.34     20.00   1.000   1.000     163.978       0.000    1.615     1.615    4.879      ✓
    278.28     20.00   1.000   1.000     134.659     110.266    1.616     1.898    3.266      ✓
    136.94     20.00   1.000   1.000     163.226       0.000    1.623     1.623    4.901      ✓
    278.68     20.00   1.000   1.000     133.908     110.266    1.624     1.908    3.276      ✓
    328.33     15.00   1.000   1.000      96.448     261.371    1.627     2.079    2.236      ✓
     87.69     15.00   1.000   1.000     167.727       0.000    1.628     1.628    4.770      ✓
    136.54     20.00   1.000   1.000     162.475       0.000    1.630     1.630    4.924      ✓
    279.08     20.00   1.000   1.000     133.156     110.266    1.631     1.918    3.286      ✓
    136.14     20.00   1.000   1.000     161.723       0.000    1.638     1.638    4.947      ✓
    279.48     20.00   1.000   1.000     132.404     110.266    1.639     1.928    3.297      ✓
    328.73     15.00   1.000   1.000      94.666     261.371    1.645     2.099    2.247      ✓
    135.74     20.00   1.000   1.000     160.971       0.000    1.645     1.645    4.970      ✓
     87.29     15.00   1.000   1.000     165.945       0.000    1.646     1.646    4.821      ✓
    279.88     20.00   1.000   1.000     131.652     110.266    1.646     1.939    3.307      ✓
    135.34     20.00   1.000   1.000     160.219       0.000    1.653     1.653    4.993      ✓
    280.28     20.00   1.000   1.000     130.901     110.266    1.654     1.949    3.317      ✓
    134.93     20.00   1.000   1.000     159.468       0.000    1.661     1.661    5.017      ✓
    280.68     20.00   1.000   1.000     130.149     110.266    1.662     1.959    3.328      ✓
    329.13     15.00   1.000   1.000      92.884     261.371    1.663     2.120    2.258      ✓
     86.89     15.00   1.000   1.000     164.163       0.000    1.664     1.664    4.873      ✓
    134.53     20.00   1.000   1.000     158.716       0.000    1.669     1.669    5.040      ✓
    281.08     20.00   1.000   1.000     129.397     110.266    1.670     1.970    3.338      ✓
    134.13     20.00   1.000   1.000     157.964       0.000    1.677     1.677    5.064      ✓
    281.48     20.00   1.000   1.000     128.645     110.266    1.678     1.980    3.349      ✓
    329.53     15.00   1.000   1.000      91.102     261.371    1.681     2.142    2.270      ✓
     86.49     15.00   1.000   1.000     162.381       0.000    1.682     1.682    4.927      ✓
    133.73     20.00   1.000   1.000     157.212       0.000    1.685     1.685    5.089      ✓
    281.88     20.00   1.000   1.000     127.894     110.266    1.686     1.991    3.359      ✓
    133.33     20.00   1.000   1.000     156.461       0.000    1.693     1.693    5.113      ✓
    282.28     20.00   1.000   1.000     127.142     110.266    1.694     2.002    3.370      ✓
    329.93     15.00   1.000   1.000      89.321     261.371    1.699     2.163    2.281      ✓
     86.09     15.00   1.000   1.000     160.599       0.000    1.701     1.701    4.981      ✓
    132.93     20.00   1.000   1.000     155.709       0.000    1.701     1.701    5.138      ✓
    282.68     20.00   1.000   1.000     126.390     110.266    1.702     2.013    3.380      ✓
    132.53     20.00   1.000   1.000     154.957       0.000    1.709     1.709    5.163      ✓
    283.08     20.00   1.000   1.000     125.638     110.266    1.710     2.024    3.391      ✓
    132.13     20.00   1.000   1.000     154.205       0.000    1.717     1.717    5.188      ✓
    330.33     15.00   1.000   1.000      87.539     261.371    1.719     2.185    2.293      ✓
    283.48     20.00   1.000   1.000     124.887     110.266    1.719     2.035    3.402      ✓
     85.69     15.00   1.000   1.000     158.817       0.000    1.720     1.720    5.037      ✓
    131.73     20.00   1.000   1.000     153.454       0.000    1.726     1.726    5.213      ✓
    283.88     20.00   1.000   1.000     124.135     110.266    1.727     2.047    3.413      ✓
    131.33     20.00   1.000   1.000     152.702       0.000    1.734     1.734    5.239      ✓
    284.28     20.00   1.000   1.000     123.383     110.266    1.736     2.058    3.424      ✓
    330.73     15.00   1.000   1.000      85.757     261.371    1.738     2.207    2.305      ✓
     85.29     15.00   1.000   1.000     157.035       0.000    1.739     1.739    5.094      ✓
    130.93     20.00   1.000   1.000     151.950       0.000    1.743     1.743    5.265      ✓
    284.68     20.00   1.000   1.000     122.631     110.266    1.744     2.070    3.435      ✓
    130.53     20.00   1.000   1.000     151.198       0.000    1.752     1.752    5.291      ✓
    285.09     20.00   1.000   1.000     121.879     110.266    1.753     2.082    3.446      ✓
    331.13     15.00   1.000   1.000      83.975     261.371    1.758     2.229    2.317      ✓
     84.88     15.00   1.000   1.000     155.253       0.000    1.759     1.759    5.153      ✓
    130.13     20.00   1.000   1.000     150.446       0.000    1.760     1.760    5.318      ✓
    285.49     20.00   1.000   1.000     121.128     110.266    1.762     2.093    3.457      ✓
    129.73     20.00   1.000   1.000     149.695       0.000    1.769     1.769    5.344      ✓
    285.89     20.00   1.000   1.000     120.376     110.266    1.771     2.105    3.469      ✓
    129.33     20.00   1.000   1.000     148.943       0.000    1.778     1.778    5.371      ✓
    331.53     15.00   1.000   1.000      82.193     261.371    1.778     2.251    2.329      ✓
    286.29     20.00   1.000   1.000     119.624     110.266    1.780     2.118    3.480      ✓
     84.48     15.00   1.000   1.000     153.471       0.000    1.780     1.780    5.213      ✓
    128.93     20.00   1.000   1.000     148.191       0.000    1.787     1.787    5.398      ✓
    286.69     20.00   1.000   1.000     118.872     110.266    1.789     2.130    3.491      ✓
    128.53     20.00   1.000   1.000     147.439       0.000    1.796     1.796    5.426      ✓
    287.09     20.00   1.000   1.000     118.121     110.266    1.798     2.142    3.503      ✓
    331.93     15.00   1.000   1.000      80.411     261.371    1.799     2.274    2.341      ✓
     84.08     15.00   1.000   1.000     151.689       0.000    1.801     1.801    5.274      ✓
    128.13     20.00   1.000   1.000     146.688       0.000    1.805     1.805    5.454      ✓
    287.49     20.00   1.000   1.000     117.369     110.266    1.807     2.155    3.514      ✓
    127.73     20.00   1.000   1.000     145.936       0.000    1.815     1.815    5.482      ✓
    287.89     20.00   1.000   1.000     116.617     110.266    1.816     2.167    3.526      ✓
    332.33     15.00   1.000   1.000      78.629     261.371    1.821     2.296    2.353      ✓
     83.68     15.00   1.000   1.000     149.907       0.000    1.822     1.822    5.337      ✓
    127.33     20.00   1.000   1.000     145.184       0.000    1.824     1.824    5.510      ✓
    288.29     20.00   1.000   1.000     115.865     110.266    1.826     2.180    3.538      ✓
    126.93     20.00   1.000   1.000     144.432       0.000    1.834     1.834    5.539      ✓
    288.69     20.00   1.000   1.000     115.114     110.266    1.835     2.193    3.550      ✓
    332.73     15.00   1.000   1.000      76.847     261.371    1.843     2.319    2.365      ✓
    126.53     20.00   1.000   1.000     143.681       0.000    1.843     1.843    5.568      ✓
     83.28     15.00   1.000   1.000     148.125       0.000    1.844     1.844    5.401      ✓
    289.09     20.00   1.000   1.000     114.362     110.266    1.845     2.206    3.561      ✓
    126.13     20.00   1.000   1.000     142.929       0.000    1.853     1.853    5.597      ✓
    289.49     20.00   1.000   1.000     113.610     110.266    1.854     2.219    3.573      ✓
    125.73     20.00   1.000   1.000     142.177       0.000    1.863     1.863    5.627      ✓
    289.89     20.00   1.000   1.000     112.858     110.266    1.864     2.233    3.585      ✓
    333.13     15.00   1.000   1.000      75.065     261.371    1.865     2.342    2.378      ✓
     82.88     15.00   1.000   1.000     146.343       0.000    1.866     1.866    5.467      ✓
    125.33     20.00   1.000   1.000     141.425       0.000    1.873     1.873    5.657      ✓
    290.29     20.00   1.000   1.000     112.107     110.266    1.874     2.246    3.598      ✓
    124.92     20.00   1.000   1.000     140.674       0.000    1.883     1.883    5.687      ✓
    290.69     20.00   1.000   1.000     111.355     110.266    1.884     2.260    3.610      ✓
    333.53     15.00   1.000   1.000      73.283     261.371    1.888     2.365    2.391      ✓
     82.48     15.00   1.000   1.000     144.561       0.000    1.889     1.889    5.534      ✓
    124.52     20.00   1.000   1.000     139.922       0.000    1.893     1.893    5.717      ✓
    291.09     20.00   1.000   1.000     110.603     110.266    1.894     2.274    3.622      ✓
    124.12     20.00   1.000   1.000     139.170       0.000    1.903     1.903    5.748      ✓
    291.49     20.00   1.000   1.000     109.851     110.266    1.905     2.288    3.634      ✓
    333.93     15.00   1.000   1.000      71.501     261.371    1.911     2.389    2.403      ✓
     82.08     15.00   1.000   1.000     142.779       0.000    1.913     1.913    5.603      ✓
    123.72     20.00   1.000   1.000     138.418       0.000    1.913     1.913    5.780      ✓
    291.89     20.00   1.000   1.000     109.100     110.266    1.915     2.302    3.647      ✓
    123.32     20.00   1.000   1.000     137.667       0.000    1.924     1.924    5.811      ✓
    292.29     20.00   1.000   1.000     108.348     110.266    1.925     2.316    3.659      ✓
    122.92     20.00   1.000   1.000     136.915       0.000    1.934     1.934    5.843      ✓
    334.33     15.00   1.000   1.000      69.719     261.371    1.936     2.412    2.416      ✓
    292.69     20.00   1.000   1.000     107.596     110.266    1.936     2.331    3.672      ✓
     81.68     15.00   1.000   1.000     140.997       0.000    1.937     1.937    5.674      ✓
    122.52     20.00   1.000   1.000     136.163       0.000    1.945     1.945    5.875      ✓
    293.09     20.00   1.000   1.000     106.844     110.266    1.947     2.346    3.685      ✓
    122.12     20.00   1.000   1.000     135.411       0.000    1.956     1.956    5.908      ✓
    293.49     20.00   1.000   1.000     106.092     110.266    1.957     2.360    3.698      ✓
    334.73     15.00   1.000   1.000      67.937     261.371    1.960     2.435    2.429      ✓
     81.28     15.00   1.000   1.000     139.215       0.000    1.962     1.962    5.746      ✓
    121.72     20.00   1.000   1.000     134.659       0.000    1.967     1.967    5.941      ✓
    293.89     20.00   1.000   1.000     105.341     110.266    1.968     2.376    3.710      ✓
    121.32     20.00   1.000   1.000     133.908       0.000    1.978     1.978    5.974      ✓
    294.29     20.00   1.000   1.000     104.589     110.266    1.979     2.391    3.723      ✓
    335.14     15.00   1.000   1.000      66.155     261.371    1.986     2.459    2.443      ✓
     80.88     15.00   1.000   1.000     137.433       0.000    1.987     1.987    5.821      ✓
    120.92     20.00   1.000   1.000     133.156       0.000    1.989     1.989    6.008      ✓
    294.69     20.00   1.000   1.000     103.837     110.266    1.991     2.406    3.737      ✓
    120.52     20.00   1.000   1.000     132.404       0.000    2.000     2.000    6.042      ✓
    295.10     20.00   1.000   1.000     103.085     110.266    2.002     2.422    3.750      ✓
    120.12     20.00   1.000   1.000     131.652       0.000    2.012     2.012    6.077      ✓
    335.54     15.00   1.000   1.000      64.373     261.371    2.012     2.482    2.456      ✓
     80.48     15.00   1.000   1.000     135.651       0.000    2.013     2.013    5.897      ✓
    295.50     20.00   1.000   1.000     102.334     110.266    2.013     2.438    3.763      ✓
    119.72     20.00   1.000   1.000     130.901       0.000    2.023     2.023    6.112      ✓
    295.90     20.00   1.000   1.000     101.582     110.266    2.025     2.454    3.776      ✓
    119.32     20.00   1.000   1.000     130.149       0.000    2.035     2.035    6.147      ✓
    296.30     20.00   1.000   1.000     100.830     110.266    2.037     2.470    3.790      ✓
    335.94     15.00   1.000   1.000      62.591     261.371    2.039     2.506    2.469      ✓
     80.08     15.00   1.000   1.000     133.869       0.000    2.040     2.040    5.976      ✓
    118.92     20.00   1.000   1.000     129.397       0.000    2.047     2.047    6.183      ✓
    296.70     20.00   1.000   1.000     100.078     110.266    2.049     2.486    3.803      ✓
    118.52     20.00   1.000   1.000     128.645       0.000    2.059     2.059    6.219      ✓
    297.10     20.00   1.000   1.000      99.327     110.266    2.061     2.503    3.817      ✓
    336.34     15.00   1.000   1.000      60.809     261.371    2.066     2.529    2.483      ✓
     79.68     15.00   1.000   1.000     132.087       0.000    2.068     2.068    6.057      ✓
    118.12     20.00   1.000   1.000     127.894       0.000    2.071     2.071    6.255      ✓
    297.50     20.00   1.000   1.000      98.575     110.266    2.073     2.519    3.831      ✓
    117.72     20.00   1.000   1.000     127.142       0.000    2.083     2.083    6.292      ✓
    297.90     20.00   1.000   1.000      97.823     110.266    2.085     2.536    3.845      ✓
    336.74     15.00   1.000   1.000      59.027     261.371    2.094     2.553    2.497      ✓
    117.32     20.00   1.000   1.000     126.390       0.000    2.095     2.095    6.330      ✓
     79.28     15.00   1.000   1.000     130.306       0.000    2.096     2.096    6.139      ✓
    298.30     20.00   1.000   1.000      97.071     110.266    2.097     2.554    3.858      ✓
    116.92     20.00   1.000   1.000     125.638       0.000    2.108     2.108    6.367      ✓
    298.70     20.00   1.000   1.000      96.320     110.266    2.110     2.571    3.872      ✓
    116.52     20.00   1.000   1.000     124.887       0.000    2.121     2.121    6.406      ✓
    299.10     20.00   1.000   1.000      95.568     110.266    2.123     2.589    3.887      ✓
    337.14     15.00   1.000   1.000      57.245     261.371    2.123     2.576    2.511      ✓
     78.88     15.00   1.000   1.000     128.524       0.000    2.125     2.125    6.225      ✓
    116.12     20.00   1.000   1.000     124.135       0.000    2.133     2.133    6.445      ✓
    299.50     20.00   1.000   1.000      94.816     110.266    2.135     2.607    3.901      ✓
    115.72     20.00   1.000   1.000     123.383       0.000    2.146     2.146    6.484      ✓
    299.90     20.00   1.000   1.000      94.064     110.266    2.149     2.625    3.915      ✓
    337.54     15.00   1.000   1.000      55.463     261.371    2.153     2.600    2.525      ✓
     78.48     15.00   1.000   1.000     126.742       0.000    2.155     2.155    6.312      ✓
    115.32     20.00   1.000   1.000     122.631       0.000    2.160     2.160    6.524      ✓
    114.91     20.00   1.000   1.000     121.879       0.000    2.173     2.173    6.564      ✓
    337.94     15.00   1.000   1.000      53.681     261.371    2.184     2.623    2.539      ✓
     78.08     15.00   1.000   1.000     124.960       0.000    2.186     2.186    6.402      ✓
    114.51     20.00   1.000   1.000     121.128       0.000    2.186     2.186    6.605      ✓
    114.11     20.00   1.000   1.000     120.376       0.000    2.200     2.200    6.646      ✓
    113.71     20.00   1.000   1.000     119.624       0.000    2.214     2.214    6.688      ✓
    338.34     15.00   1.000   1.000      51.899     261.371    2.215     2.646    2.554      ✓
     77.68     15.00   1.000   1.000     123.178       0.000    2.217     2.217    6.495      ✓
    113.31     20.00   1.000   1.000     118.872       0.000    2.228     2.228    6.730      ✓
    112.91     20.00   1.000   1.000     118.121       0.000    2.242     2.242    6.773      ✓
    338.74     15.00   1.000   1.000      50.118     261.371    2.248     2.669    2.568      ✓
     77.28     15.00   1.000   1.000     121.396       0.000    2.250     2.250    6.590      ✓
    112.51     20.00   1.000   1.000     117.369       0.000    2.256     2.256    6.816      ✓
    112.11     20.00   1.000   1.000     116.617       0.000    2.271     2.271    6.860      ✓
    339.14     15.00   1.000   1.000      48.336     261.371    2.281     2.691    2.583      ✓
     76.88     15.00   1.000   1.000     119.614       0.000    2.283     2.283    6.688      ✓
    111.71     20.00   1.000   1.000     115.865       0.000    2.286     2.286    6.905      ✓
    111.31     20.00   1.000   1.000     115.114       0.000    2.301     2.301    6.950      ✓
    339.54     15.00   1.000   1.000      46.554     261.371    2.316     2.714    2.598      ✓
    110.91     20.00   1.000   1.000     114.362       0.000    2.316     2.316    6.995      ✓
     76.48     15.00   1.000   1.000     117.832       0.000    2.318     2.318    6.789      ✓
    110.51     20.00   1.000   1.000     113.610       0.000    2.331     2.331    7.042      ✓
    110.11     20.00   1.000   1.000     112.858       0.000    2.347     2.347    7.089      ✓
    339.94     15.00   1.000   1.000      44.772     261.371    2.351     2.736    2.613      ✓
     76.08     15.00   1.000   1.000     116.050       0.000    2.353     2.353    6.894      ✓
    109.71     20.00   1.000   1.000     112.107       0.000    2.362     2.362    7.136      ✓
    109.31     20.00   1.000   1.000     111.355       0.000    2.378     2.378    7.184      ✓
    340.34     15.00   1.000   1.000      42.990     261.371    2.388     2.757    2.628      ✓
     75.68     15.00   1.000   1.000     114.268       0.000    2.390     2.390    7.001      ✓
    108.91     20.00   1.000   1.000     110.603       0.000    2.395     2.395    7.233      ✓
    108.51     20.00   1.000   1.000     109.851       0.000    2.411     2.411    7.283      ✓
    340.74     15.00   1.000   1.000      41.208     261.371    2.426     2.779    2.644      ✓
    108.11     20.00   1.000   1.000     109.100       0.000    2.428     2.428    7.333      ✓
     75.28     15.00   1.000   1.000     112.486       0.000    2.428     2.428    7.112      ✓
    107.71     20.00   1.000   1.000     108.348       0.000    2.444     2.444    7.384      ✓
    107.31     20.00   1.000   1.000     107.596       0.000    2.461     2.461    7.435      ✓
    341.14     15.00   1.000   1.000      39.426     261.371    2.465     2.800    2.660      ✓
     74.87     15.00   1.000   1.000     110.704       0.000    2.467     2.467    7.226      ✓
    106.91     20.00   1.000   1.000     106.844       0.000    2.479     2.479    7.488      ✓
    106.51     20.00   1.000   1.000     106.092       0.000    2.496     2.496    7.541      ✓
    341.54     15.00   1.000   1.000      37.644     261.371    2.505     2.820    2.675      ✓
     74.47     15.00   1.000   1.000     108.922       0.000    2.507     2.507    7.345      ✓
    106.11     20.00   1.000   1.000     105.341       0.000    2.514     2.514    7.594      ✓
    105.71     20.00   1.000   1.000     104.589       0.000    2.532     2.532    7.649      ✓
    341.94     15.00   1.000   1.000      35.862     261.371    2.547     2.840    2.691      ✓
