================================================================================
AxisForge — Fatigue Stress Analysis — Shaft
================================================================================
Project  : demo_reducer_2stages
Element  : shaft_2
Script   : shaft_2.py
Date     : 2026-05-29 12:15:22
Solver   : StressSolver v1.0
Standard : Shigley 10th ed. §7-4
================================================================================

  Material      : 42CrMo4
  Surface finish: machined
  Reliability   : 99 %
  Sut           : 1000.0 MPa
  Sy            : 800.0 MPa

--------------------------------------------------------------------------------
    x [mm]    d [mm]      Kf     Kfs   σ_a [MPa]   σ_m [MPa]    nf_GM   nf_ASME       ny   Safe
    380.38     40.00   1.000   1.000     894.658      68.916    0.270     0.275    0.830      ✗
    379.98     40.00   1.000   1.000     893.233      68.916    0.270     0.275    0.831      ✗
    379.58     40.00   1.000   1.000     891.809      68.916    0.271     0.276    0.833      ✗
    379.18     40.00   1.000   1.000     890.384      68.916    0.271     0.276    0.834      ✗
    378.78     40.00   1.000   1.000     888.960      68.916    0.271     0.277    0.835      ✗
    378.38     40.00   1.000   1.000     887.535      68.916    0.272     0.277    0.836      ✗
    377.98     40.00   1.000   1.000     886.110      68.916    0.272     0.277    0.838      ✗
    377.58     40.00   1.000   1.000     884.686      68.916    0.273     0.278    0.839      ✗
    377.18     40.00   1.000   1.000     883.261      68.916    0.273     0.278    0.840      ✗
    376.78     40.00   1.000   1.000     881.837      68.916    0.274     0.279    0.841      ✗
    376.38     40.00   1.000   1.000     880.412      68.916    0.274     0.279    0.843      ✗
    375.98     40.00   1.000   1.000     878.987      68.916    0.274     0.280    0.844      ✗
    375.58     40.00   1.000   1.000     877.563      68.916    0.275     0.280    0.845      ✗
    375.18     40.00   1.000   1.000     876.138      68.916    0.275     0.281    0.847      ✗
    374.77     40.00   1.000   1.000     874.714      68.916    0.276     0.281    0.848      ✗
    374.37     40.00   1.000   1.000     873.289      68.916    0.276     0.282    0.849      ✗
    373.97     40.00   1.000   1.000     871.864      68.916    0.277     0.282    0.850      ✗
    373.57     40.00   1.000   1.000     870.440      68.916    0.277     0.282    0.852      ✗
    373.17     40.00   1.000   1.000     869.015      68.916    0.278     0.283    0.853      ✗
    372.77     40.00   1.000   1.000     867.591      68.916    0.278     0.283    0.854      ✗
    372.37     40.00   1.000   1.000     866.166      68.916    0.278     0.284    0.856      ✗
    371.97     40.00   1.000   1.000     864.742      68.916    0.279     0.284    0.857      ✗
    371.57     40.00   1.000   1.000     863.317      68.916    0.279     0.285    0.858      ✗
    371.17     40.00   1.000   1.000     861.892      68.916    0.280     0.285    0.859      ✗
    370.77     40.00   1.000   1.000     860.468      68.916    0.280     0.286    0.861      ✗
    370.37     40.00   1.000   1.000     859.043      68.916    0.281     0.286    0.862      ✗
    369.97     40.00   1.000   1.000     857.619      68.916    0.281     0.287    0.863      ✗
    369.57     40.00   1.000   1.000     856.194      68.916    0.282     0.287    0.865      ✗
    369.17     40.00   1.000   1.000     854.769      68.916    0.282     0.288    0.866      ✗
    368.77     40.00   1.000   1.000     853.345      68.916    0.283     0.288    0.867      ✗
    368.37     40.00   1.000   1.000     851.920      68.916    0.283     0.289    0.869      ✗
    367.97     40.00   1.000   1.000     850.496      68.916    0.283     0.289    0.870      ✗
    367.57     40.00   1.000   1.000     849.071      68.916    0.284     0.290    0.871      ✗
    367.17     40.00   1.000   1.000     847.646      68.916    0.284     0.290    0.873      ✗
    366.77     40.00   1.000   1.000     846.222      68.916    0.285     0.291    0.874      ✗
    366.37     40.00   1.000   1.000     844.797      68.916    0.285     0.291    0.876      ✗
    365.97     40.00   1.000   1.000     843.373      68.916    0.286     0.291    0.877      ✗
    365.57     40.00   1.000   1.000     841.948      68.916    0.286     0.292    0.878      ✗
    365.17     40.00   1.000   1.000     840.523      68.916    0.287     0.292    0.880      ✗
    364.76     40.00   1.000   1.000     839.099      68.916    0.287     0.293    0.881      ✗
    364.36     40.00   1.000   1.000     837.674      68.916    0.288     0.293    0.882      ✗
    363.96     40.00   1.000   1.000     836.250      68.916    0.288     0.294    0.884      ✗
    363.56     40.00   1.000   1.000     834.825      68.916    0.289     0.294    0.885      ✗
    363.16     40.00   1.000   1.000     833.400      68.916    0.289     0.295    0.887      ✗
    362.76     40.00   1.000   1.000     831.976      68.916    0.290     0.295    0.888      ✗
    362.36     40.00   1.000   1.000     830.551      68.916    0.290     0.296    0.889      ✗
    361.96     40.00   1.000   1.000     829.127      68.916    0.291     0.296    0.891      ✗
    361.56     40.00   1.000   1.000     827.702      68.916    0.291     0.297    0.892      ✗
    361.16     40.00   1.000   1.000     826.277      68.916    0.292     0.298    0.894      ✗
    360.76     40.00   1.000   1.000     824.853      68.916    0.292     0.298    0.895      ✗
    360.36     40.00   1.000   1.000     823.428      68.916    0.293     0.299    0.897      ✗
    359.96     40.00   1.000   1.000     822.004      68.916    0.293     0.299    0.898      ✗
    359.56     40.00   1.000   1.000     820.579      68.916    0.294     0.300    0.899      ✗
    359.16     40.00   1.000   1.000     819.154      68.916    0.294     0.300    0.901      ✗
    358.76     40.00   1.000   1.000     817.730      68.916    0.295     0.301    0.902      ✗
    358.36     40.00   1.000   1.000     816.305      68.916    0.295     0.301    0.904      ✗
    357.96     40.00   1.000   1.000     814.881      68.916    0.296     0.302    0.905      ✗
    357.56     40.00   1.000   1.000     813.456      68.916    0.296     0.302    0.907      ✗
    357.16     40.00   1.000   1.000     812.031      68.916    0.297     0.303    0.908      ✗
    356.76     40.00   1.000   1.000     810.607      68.916    0.297     0.303    0.910      ✗
    356.36     40.00   1.000   1.000     809.182      68.916    0.298     0.304    0.911      ✗
    355.96     40.00   1.000   1.000     807.758      68.916    0.298     0.304    0.913      ✗
    355.56     40.00   1.000   1.000     806.333      68.916    0.299     0.305    0.914      ✗
    355.16     40.00   1.000   1.000     804.908      68.916    0.299     0.305    0.916      ✗
    354.75     40.00   1.000   1.000     803.484      68.916    0.300     0.306    0.917      ✗
    354.35     40.00   1.000   1.000     802.059      68.916    0.300     0.306    0.919      ✗
    353.95     40.00   1.000   1.000     800.635      68.916    0.301     0.307    0.920      ✗
    353.55     40.00   1.000   1.000     799.210      68.916    0.301     0.308    0.922      ✗
    353.15     40.00   1.000   1.000     797.786      68.916    0.302     0.308    0.923      ✗
    352.75     40.00   1.000   1.000     796.361      68.916    0.302     0.309    0.925      ✗
    352.35     40.00   1.000   1.000     794.936      68.916    0.303     0.309    0.926      ✗
    351.95     40.00   1.000   1.000     793.512      68.916    0.303     0.310    0.928      ✗
    351.55     40.00   1.000   1.000     792.087      68.916    0.304     0.310    0.929      ✗
    351.15     40.00   1.000   1.000     790.663      68.916    0.304     0.311    0.931      ✗
    350.75     40.00   1.000   1.000     789.238      68.916    0.305     0.311    0.932      ✗
    350.35     40.00   1.000   1.000     787.813      68.916    0.306     0.312    0.934      ✗
    349.95     40.00   1.000   1.000     786.389      68.916    0.306     0.313    0.935      ✗
    349.55     40.00   1.000   1.000     784.964      68.916    0.307     0.313    0.937      ✗
    349.15     40.00   1.000   1.000     783.540      68.916    0.307     0.314    0.938      ✗
    348.75     40.00   1.000   1.000     782.115      68.916    0.308     0.314    0.940      ✗
    348.35     40.00   1.000   1.000     780.690      68.916    0.308     0.315    0.942      ✗
    347.95     40.00   1.000   1.000     779.266      68.916    0.309     0.315    0.943      ✗
    347.55     40.00   1.000   1.000     777.841      68.916    0.309     0.316    0.945      ✗
    347.15     40.00   1.000   1.000     776.417      68.916    0.310     0.317    0.946      ✗
    346.75     40.00   1.000   1.000     774.992      68.916    0.311     0.317    0.948      ✗
    346.35     40.00   1.000   1.000     773.567      68.916    0.311     0.318    0.950      ✗
    345.95     40.00   1.000   1.000     772.143      68.916    0.312     0.318    0.951      ✗
    345.55     40.00   1.000   1.000     770.718      68.916    0.312     0.319    0.953      ✗
    345.15     40.00   1.000   1.000     769.294      68.916    0.313     0.320    0.954      ✗
    344.74     40.00   1.000   1.000     767.869      68.916    0.313     0.320    0.956      ✗
    344.34     40.00   1.000   1.000     766.444      68.916    0.314     0.321    0.958      ✗
    343.94     40.00   1.000   1.000     765.020      68.916    0.314     0.321    0.959      ✗
    343.54     40.00   1.000   1.000     763.595      68.916    0.315     0.322    0.961      ✗
    343.14     40.00   1.000   1.000     762.171      68.916    0.316     0.323    0.963      ✗
    342.74     40.00   1.000   1.000     760.746      68.916    0.316     0.323    0.964      ✗
    342.34     40.00   1.000   1.000     759.321      68.916    0.317     0.324    0.966      ✗
    341.94     40.00   1.000   1.000     757.897      68.916    0.317     0.324    0.968      ✗
    341.54     40.00   1.000   1.000     756.472      68.916    0.318     0.325    0.969      ✗
    341.14     40.00   1.000   1.000     755.048      68.916    0.319     0.326    0.971      ✗
    340.74     40.00   1.000   1.000     753.623      68.916    0.319     0.326    0.973      ✗
    340.34     40.00   1.000   1.000     752.198      68.916    0.320     0.327    0.974      ✗
    339.94     40.00   1.000   1.000     750.774      68.916    0.320     0.327    0.976      ✗
    339.54     40.00   1.000   1.000     749.349      68.916    0.321     0.328    0.978      ✗
    339.14     40.00   1.000   1.000     747.925      68.916    0.322     0.329    0.979      ✗
    338.74     40.00   1.000   1.000     746.500      68.916    0.322     0.329    0.981      ✗
    338.34     40.00   1.000   1.000     745.075      68.916    0.323     0.330    0.983      ✗
    337.94     40.00   1.000   1.000     743.651      68.916    0.323     0.331    0.985      ✗
    337.54     40.00   1.000   1.000     742.226      68.916    0.324     0.331    0.986      ✗
    337.14     40.00   1.000   1.000     740.802      68.916    0.325     0.332    0.988      ✗
    336.74     40.00   1.000   1.000     739.377      68.916    0.325     0.332    0.990      ✗
    336.34     40.00   1.000   1.000     737.952      68.916    0.326     0.333    0.991      ✗
    335.94     40.00   1.000   1.000     736.528      68.916    0.326     0.334    0.993      ✗
    335.54     40.00   1.000   1.000     735.103      68.916    0.327     0.334    0.995      ✗
    335.14     40.00   1.000   1.000     733.679      68.916    0.328     0.335    0.997      ✗
    334.73     40.00   1.000   1.000     732.254      68.916    0.328     0.336    0.999      ✗
    334.33     40.00   1.000   1.000     730.829      68.916    0.329     0.336    1.000      ✗
    333.93     40.00   1.000   1.000     729.405      68.916    0.329     0.337    1.002      ✗
    333.53     40.00   1.000   1.000     727.980      68.916    0.330     0.338    1.004      ✗
    333.13     40.00   1.000   1.000     726.556      68.916    0.331     0.338    1.006      ✗
    332.73     40.00   1.000   1.000     725.131      68.916    0.331     0.339    1.007      ✗
    332.33     40.00   1.000   1.000     723.707      68.916    0.332     0.340    1.009      ✗
    331.93     40.00   1.000   1.000     722.282      68.916    0.333     0.340    1.011      ✗
    331.53     40.00   1.000   1.000     720.857      68.916    0.333     0.341    1.013      ✗
    331.13     40.00   1.000   1.000     719.433      68.916    0.334     0.342    1.015      ✗
    330.73     40.00   1.000   1.000     718.008      68.916    0.335     0.342    1.017      ✗
    330.33     40.00   1.000   1.000     716.584      68.916    0.335     0.343    1.018      ✗
    329.93     40.00   1.000   1.000     715.159      68.916    0.336     0.344    1.020      ✗
    329.53     40.00   1.000   1.000     713.734      68.916    0.337     0.344    1.022      ✗
    329.13     40.00   1.000   1.000     712.310      68.916    0.337     0.345    1.024      ✗
    328.73     40.00   1.000   1.000     710.885      68.916    0.338     0.346    1.026      ✗
    328.33     40.00   1.000   1.000     709.461      68.916    0.339     0.346    1.028      ✗
    327.93     40.00   1.000   1.000     708.036      68.916    0.339     0.347    1.030      ✗
    327.53     40.00   1.000   1.000     706.611      68.916    0.340     0.348    1.032      ✗
    327.13     40.00   1.000   1.000     705.187      68.916    0.341     0.349    1.033      ✗
    326.73     40.00   1.000   1.000     703.762      68.916    0.341     0.349    1.035      ✗
    326.33     40.00   1.000   1.000     702.338      68.916    0.342     0.350    1.037      ✗
    325.93     40.00   1.000   1.000     700.913      68.916    0.343     0.351    1.039      ✗
    325.53     40.00   1.000   1.000     699.488      68.916    0.343     0.351    1.041      ✗
    325.13     40.00   1.000   1.000     698.064      68.916    0.344     0.352    1.043      ✗
    324.72     40.00   1.000   1.000     696.639      68.916    0.345     0.353    1.045      ✗
    324.32     40.00   1.000   1.000     695.215      68.916    0.345     0.354    1.047      ✗
    323.92     40.00   1.000   1.000     693.790      68.916    0.346     0.354    1.049      ✗
    323.52     40.00   1.000   1.000     692.365      68.916    0.347     0.355    1.051      ✗
    323.12     40.00   1.000   1.000     690.941      68.916    0.347     0.356    1.053      ✗
    322.72     40.00   1.000   1.000     689.516      68.916    0.348     0.356    1.055      ✗
    322.32     40.00   1.000   1.000     688.092      68.916    0.349     0.357    1.057      ✗
    321.92     40.00   1.000   1.000     686.667      68.916    0.349     0.358    1.059      ✗
    321.52     40.00   1.000   1.000     685.242      68.916    0.350     0.359    1.061      ✗
    321.12     40.00   1.000   1.000     683.818      68.916    0.351     0.359    1.063      ✗
    320.72     40.00   1.000   1.000     682.393      68.916    0.352     0.360    1.065      ✗
    320.32     40.00   1.000   1.000     680.969      68.916    0.352     0.361    1.067      ✗
    319.92     40.00   1.000   1.000     679.544      68.916    0.353     0.362    1.069      ✗
    319.52     40.00   1.000   1.000     678.119      68.916    0.354     0.362    1.071      ✗
    319.12     40.00   1.000   1.000     676.695      68.916    0.355     0.363    1.073      ✗
    318.72     40.00   1.000   1.000     675.270      68.916    0.355     0.364    1.075      ✗
    318.32     40.00   1.000   1.000     673.846      68.916    0.356     0.365    1.077      ✗
    317.92     40.00   1.000   1.000     672.421      68.916    0.357     0.366    1.079      ✗
    317.52     40.00   1.000   1.000     670.996      68.916    0.357     0.366    1.081      ✗
    317.12     40.00   1.000   1.000     669.572      68.916    0.358     0.367    1.083      ✗
    316.72     40.00   1.000   1.000     668.147      68.916    0.359     0.368    1.085      ✗
    316.32     40.00   1.000   1.000     666.723      68.916    0.360     0.369    1.087      ✗
    315.92     40.00   1.000   1.000     665.298      68.916    0.360     0.369    1.090      ✗
    315.52     40.00   1.000   1.000     663.873      68.916    0.361     0.370    1.092      ✗
    315.12     40.00   1.000   1.000     662.449      68.916    0.362     0.371    1.094      ✗
    314.71     40.00   1.000   1.000     661.024      68.916    0.363     0.372    1.096      ✗
    314.31     40.00   1.000   1.000     659.600      68.916    0.363     0.373    1.098      ✗
    313.91     40.00   1.000   1.000     658.175      68.916    0.364     0.373    1.100      ✗
    313.51     40.00   1.000   1.000     656.751      68.916    0.365     0.374    1.102      ✗
    313.11     40.00   1.000   1.000     655.326      68.916    0.366     0.375    1.105      ✗
    312.71     40.00   1.000   1.000     653.901      68.916    0.367     0.376    1.107      ✗
    312.31     40.00   1.000   1.000     652.477      68.916    0.367     0.377    1.109      ✗
    311.91     40.00   1.000   1.000     651.052      68.916    0.368     0.378    1.111      ✗
    311.51     40.00   1.000   1.000     649.628      68.916    0.369     0.378    1.113      ✗
    311.11     40.00   1.000   1.000     648.203      68.916    0.370     0.379    1.116      ✗
    310.71     40.00   1.000   1.000     646.778      68.916    0.370     0.380    1.118      ✗
    310.31     40.00   1.000   1.000     645.354      68.916    0.371     0.381    1.120      ✗
    309.91     40.00   1.000   1.000     643.929      68.916    0.372     0.382    1.122      ✗
    309.51     40.00   1.000   1.000     642.505      68.916    0.373     0.383    1.125      ✗
    309.11     40.00   1.000   1.000     641.080      68.916    0.374     0.383    1.127      ✗
    308.71     40.00   1.000   1.000     639.655      68.916    0.375     0.384    1.129      ✗
    308.31     40.00   1.000   1.000     638.231      68.916    0.375     0.385    1.131      ✗
    307.91     40.00   1.000   1.000     636.806      68.916    0.376     0.386    1.134      ✗
    307.51     40.00   1.000   1.000     635.382      68.916    0.377     0.387    1.136      ✗
    307.11     40.00   1.000   1.000     633.957      68.916    0.378     0.388    1.138      ✗
    306.71     40.00   1.000   1.000     632.532      68.916    0.379     0.389    1.140      ✗
    306.31     40.00   1.000   1.000     631.108      68.916    0.379     0.389    1.143      ✗
    305.91     40.00   1.000   1.000     629.683      68.916    0.380     0.390    1.145      ✗
    305.51     40.00   1.000   1.000     628.259      68.916    0.381     0.391    1.147      ✗
    305.11     40.00   1.000   1.000     626.834      68.916    0.382     0.392    1.150      ✗
    304.70     40.00   1.000   1.000     625.409      68.916    0.383     0.393    1.152      ✗
    304.30     40.00   1.000   1.000     623.985      68.916    0.384     0.394    1.155      ✗
    303.90     40.00   1.000   1.000     622.560      68.916    0.385     0.395    1.157      ✗
    303.50     40.00   1.000   1.000     621.136      68.916    0.385     0.396    1.159      ✗
    303.10     40.00   1.000   1.000     619.711      68.916    0.386     0.397    1.162      ✗
    302.70     40.00   1.000   1.000     618.286      68.916    0.387     0.397    1.164      ✗
    302.30     40.00   1.000   1.000     616.862      68.916    0.388     0.398    1.167      ✗
    301.90     40.00   1.000   1.000     615.437      68.916    0.389     0.399    1.169      ✗
    301.50     40.00   1.000   1.000     614.013      68.916    0.390     0.400    1.171      ✗
    301.10     40.00   1.000   1.000     612.588      68.916    0.391     0.401    1.174      ✗
    300.70     40.00   1.000   1.000     611.163      68.916    0.392     0.402    1.176      ✗
    300.30     40.00   1.000   1.000     609.739      68.916    0.392     0.403    1.179      ✗
    299.90     50.00   1.000   1.000     311.457      35.285    0.750     0.770    2.307      ✗
    299.50     50.00   1.000   1.000     310.727      35.285    0.752     0.772    2.312      ✗
    299.10     50.00   1.000   1.000     309.998      35.285    0.754     0.774    2.317      ✗
    298.70     50.00   1.000   1.000     309.269      35.285    0.756     0.776    2.322      ✗
    298.30     50.00   1.000   1.000     308.539      35.285    0.757     0.778    2.327      ✗
    297.90     50.00   1.000   1.000     307.810      35.285    0.759     0.780    2.332      ✗
    297.50     50.00   1.000   1.000     307.081      35.285    0.761     0.781    2.337      ✗
    297.10     50.00   1.000   1.000     306.351      35.285    0.763     0.783    2.342      ✗
    296.70     50.00   1.000   1.000     305.622      35.285    0.764     0.785    2.347      ✗
    296.30     50.00   1.000   1.000     304.892      35.285    0.766     0.787    2.352      ✗
    295.90     50.00   1.000   1.000     304.163      35.285    0.768     0.789    2.357      ✗
    295.50     50.00   1.000   1.000     303.434      35.285    0.770     0.791    2.362      ✗
    295.10     50.00   1.000   1.000     302.704      35.285    0.772     0.793    2.367      ✗
    294.69     50.00   1.000   1.000     301.975      35.285    0.773     0.795    2.372      ✗
    294.29     50.00   1.000   1.000     301.245      35.285    0.775     0.797    2.377      ✗
    293.89     50.00   1.000   1.000     300.516      35.285    0.777     0.798    2.382      ✗
    293.49     50.00   1.000   1.000     299.787      35.285    0.779     0.800    2.388      ✗
    293.09     50.00   1.000   1.000     299.057      35.285    0.781     0.802    2.393      ✗
    292.69     50.00   1.000   1.000     298.328      35.285    0.783     0.804    2.398      ✗
    292.29     50.00   1.000   1.000     297.598      35.285    0.784     0.806    2.403      ✗
    291.89     50.00   1.000   1.000     296.869      35.285    0.786     0.808    2.409      ✗
    291.49     50.00   1.000   1.000     296.140      35.285    0.788     0.810    2.414      ✗
    291.09     50.00   1.000   1.000     295.410      35.285    0.790     0.812    2.419      ✗
    290.69     50.00   1.000   1.000     294.681      35.285    0.792     0.814    2.424      ✗
    290.29     50.00   1.000   1.000     293.951      35.285    0.794     0.816    2.430      ✗
    289.89     50.00   1.000   1.000     293.222      35.285    0.796     0.818    2.435      ✗
    289.49     50.00   1.000   1.000     292.493      35.285    0.798     0.820    2.441      ✗
    289.09     50.00   1.000   1.000     291.763      35.285    0.800     0.822    2.446      ✗
    288.69     50.00   1.000   1.000     291.034      35.285    0.802     0.824    2.452      ✗
    288.29     50.00   1.000   1.000     290.304      35.285    0.804     0.827    2.457      ✗
    287.89     50.00   1.000   1.000     289.575      35.285    0.806     0.829    2.463      ✗
    287.49     50.00   1.000   1.000     288.846      35.285    0.808     0.831    2.468      ✗
    287.09     50.00   1.000   1.000     288.116      35.285    0.810     0.833    2.474      ✗
    286.69     50.00   1.000   1.000     287.387      35.285    0.812     0.835    2.479      ✗
    286.29     50.00   1.000   1.000     286.658      35.285    0.814     0.837    2.485      ✗
    285.89     50.00   1.000   1.000     285.928      35.285    0.816     0.839    2.491      ✗
    285.49     50.00   1.000   1.000     285.199      35.285    0.818     0.841    2.496      ✗
    285.09     50.00   1.000   1.000     284.469      35.285    0.820     0.843    2.502      ✗
    284.68     50.00   1.000   1.000     283.740      35.285    0.822     0.846    2.508      ✗
    284.28     50.00   1.000   1.000     283.011      35.285    0.824     0.848    2.513      ✗
    283.88     50.00   1.000   1.000     282.281      35.285    0.826     0.850    2.519      ✗
    283.48     50.00   1.000   1.000     281.552      35.285    0.828     0.852    2.525      ✗
    283.08     50.00   1.000   1.000     280.822      35.285    0.830     0.854    2.531      ✗
    282.68     50.00   1.000   1.000     280.093      35.285    0.832     0.857    2.537      ✗
    282.28     50.00   1.000   1.000     279.364      35.285    0.834     0.859    2.543      ✗
    281.88     50.00   1.000   1.000     278.634      35.285    0.836     0.861    2.548      ✗
    281.48     50.00   1.000   1.000     277.905      35.285    0.838     0.863    2.554      ✗
    281.08     50.00   1.000   1.000     277.175      35.285    0.841     0.866    2.560      ✗
    280.68     50.00   1.000   1.000     276.446      35.285    0.843     0.868    2.566      ✗
    280.28     50.00   1.000   1.000     275.717      35.285    0.845     0.870    2.572      ✗
    279.88     50.00   1.000   1.000     274.987      35.285    0.847     0.873    2.578      ✗
    279.48     50.00   1.000   1.000     274.258      35.285    0.849     0.875    2.584      ✗
    279.08     50.00   1.000   1.000     273.528      35.285    0.851     0.877    2.591      ✗
    278.68     50.00   1.000   1.000     272.799      35.285    0.854     0.879    2.597      ✗
    278.28     50.00   1.000   1.000     272.070      35.285    0.856     0.882    2.603      ✗
    277.88     50.00   1.000   1.000     271.340      35.285    0.858     0.884    2.609      ✗
    277.48     50.00   1.000   1.000     270.611      35.285    0.860     0.887    2.615      ✗
    277.08     50.00   1.000   1.000     269.881      35.285    0.863     0.889    2.622      ✗
    276.68     50.00   1.000   1.000     269.152      35.285    0.865     0.891    2.628      ✗
    276.28     50.00   1.000   1.000     268.423      35.285    0.867     0.894    2.634      ✗
    275.88     50.00   1.000   1.000     267.693      35.285    0.869     0.896    2.640      ✗
    275.48     50.00   1.000   1.000     266.964      35.285    0.872     0.899    2.647      ✗
    275.08     50.00   1.000   1.000     266.235      35.285    0.874     0.901    2.653      ✗
    274.67     50.00   1.000   1.000     265.505      35.285    0.876     0.904    2.660      ✗
    274.27     50.00   1.000   1.000     264.776      35.285    0.879     0.906    2.666      ✗
    273.87     50.00   1.000   1.000     264.046      35.285    0.881     0.909    2.673      ✗
    273.47     50.00   1.000   1.000     263.317      35.285    0.883     0.911    2.679      ✗
    273.07     50.00   1.000   1.000     262.588      35.285    0.886     0.914    2.686      ✗
    272.67     50.00   1.000   1.000     261.858      35.285    0.888     0.916    2.692      ✗
    272.27     50.00   1.000   1.000     261.129      35.285    0.891     0.919    2.699      ✗
    271.87     50.00   1.000   1.000     260.399      35.285    0.893     0.921    2.706      ✗
    271.47     50.00   1.000   1.000     259.670      35.285    0.895     0.924    2.712      ✗
    271.07     50.00   1.000   1.000     258.941      35.285    0.898     0.926    2.719      ✗
    270.67     50.00   1.000   1.000     258.211      35.285    0.900     0.929    2.726      ✗
    270.27     50.00   1.000   1.000     257.482      35.285    0.903     0.932    2.733      ✗
    269.87     50.00   1.000   1.000     256.752      35.285    0.905     0.934    2.739      ✗
    269.47     50.00   1.000   1.000     256.023      35.285    0.908     0.937    2.746      ✗
